2023-03-23 00:17:36 , udn , 為銀髮族充電續航 中彰投分署結合3大服務業辦徵才講座 , https://udn.com/news/story/7241/7050083?from=udn-ch1_breaknews-1-0-news
2023-03-23 06:42:00 , udn , 05:51花蓮規模4.6地震 最大震度3級 , https://udn.com/news/story/7266/7050308?from=udn-ch1_breaknews-1-0-news
2023-03-23 06:42:10 , udn , 中央氣象局發布第23號顯著有感地震報告，今天清晨5時51分，在花蓮縣政府西南方49.2公里 ，位於花蓮縣萬榮鄉，發生芮氏... , https://udn.com/news/story/7266/7050308?from=udn-ch1_breaknews-1-0-news
2023-03-23 06:42:31 , udn , 開箱百里侯／蔣萬安 白天顛覆柯文哲 半夜起床顧小孩 , https://udn.com/news/story/6656/7050191?from=udn-ch1_breaknews-1-0-news
2023-03-23 06:42:41 , udn , 去年九合一選後誕生10位新科縣市長：台北市長蔣萬安、桃園市長張善政、新竹市長高虹安、苗栗縣長鍾東錦、南投縣長許淑華、屏東縣長周春米、金門縣長陳福海、連江縣長王忠銘、澎湖縣長陳光復，上任至今將滿100天，他們做了哪些事？聯合報貼身採訪，從3/23日起連登10天「開箱百里侯」系列報導，為讀者一窺10位百里侯不為人知的小秘密。 , https://udn.com/news/story/6656/7050191?from=udn-ch1_breaknews-1-0-news
2023-03-23 06:50:57 , udn , 高溫上看36度 吳德榮：周六轉雨 這天鋒面雨帶觸台機率高 , https://udn.com/news/story/7266/7050309?from=udn-ch1_breaknews-1-0-news
2023-03-23 06:51:08 , udn , 中央氣象局發布濃霧特報，今天金門及馬祖易有局部霧或低雲影響能見度，金門及馬祖已出現能見度不足200公尺的現象。 , https://udn.com/news/story/7266/7050309?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:15:01 , udn , 中高端智能手機當道 2022年出貨逆勢成長 , https://udn.com/news/story/7240/7050151?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:15:12 , udn , 集微網報導，受疫情、經濟、庫存等多因素影響，智能手機市場遭受重挫，2022年全球智能手機市場出貨量創下近年來新低。 , https://udn.com/news/story/7240/7050151?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:26:56 , udn , 經典賽掀棒球熱 中職有機會引進「國產」智慧型投球機 , https://udn.com/news/story/7238/7049200?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:27:07 , udn , 世界棒球經典賽（WBC）睽違五年疫後回歸，掀起全球棒球迷討論熱潮，中華隊新人輩出，雖然未在小組賽出線，但熱血、亮眼的表現獲得全民一致好評。緊接著在4月1日中華職棒就要開打，今年工研院希望將最新的國產運動科技研發成果導入職棒球隊，將訓練效率與效果最大化。 , https://udn.com/news/story/7238/7049200?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:27:27 , udn , 經典賽／史上10大演出 大谷、羅尼、巴倫汀最完美 , https://udn.com/news/story/122629/7049960?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:27:37 , udn , 本屆經典賽圓滿落幕，最終是以萬眾期待的大谷翔平對決楚奧特(Mike Trout)，並以大谷三振楚奧特作為結局，上演比漫畫還要誇張的情節。在經典賽再度展現二刀流完美實力的大谷毫無懸念拿下MVP，他在本屆 , https://udn.com/news/story/122629/7049960?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:27:58 , udn , 魔術放棄坦平念頭 成就班切羅新人王冠冕 , https://udn.com/news/story/122629/7049719?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:28:08 , udn , 如果你有兩個選擇，一個是從現在就開始贏球，另一個是拚到今年的狀元籤之後再開始贏球，你會選擇哪一個？

目前看來，奧蘭多魔術已經選了前者。

為了今年的選秀大物溫班亞瑪（Victor Wemba , https://udn.com/news/story/122629/7049719?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:28:29 , udn , 泰源學長張育成當榜樣 北科附工王念好衝擊選秀首輪 , https://udn.com/news/story/122629/7049706?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:28:39 , udn , 今年高三應屆畢業生投入中職選秀人數不多，大物等級更是少之又少，其中北科附工王念好被看好有首輪實力，加上今年是選秀小年，甚至有機會挑戰前三順位。

不同於穀保家商、平鎮高中、高苑工商、普門中學等名校 , https://udn.com/news/story/122629/7049706?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:29:00 , udn , 2300萬人個資外洩報告僅5頁 內政部不只敷衍還卸責 , https://udn.com/news/story/6656/7049579?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:29:10 , udn , 去年10月，驚傳有人在網路上兜售全台2300萬多筆個人資料，疑似為戶政資料外洩，有立委要求內政部提出行政調查報告，不過該報告在上周出爐後，竟發現僅為「預算解凍報告」，非當初所要求的調查報告，而內容再度將調查責任推給檢調，讓時代力量立委邱顯智大呼「不尊重國會！」 , https://udn.com/news/story/6656/7049579?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:29:31 , udn , 台灣虎航日本指定航線1999元起 上午10時搶票 , https://udn.com/news/story/7270/7050318?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:29:41 , udn , 台灣虎航今天上午10時推出夏季航班「日本指定航線甜甜價」促銷活動，銷售期間至明天晚上11時59分，包括夏季航班首賣中的新... , https://udn.com/news/story/7270/7050318?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:32:57 , udn , 轎車撞戰車 車頭全毀慘況曝 駕駛送醫搶救 , https://udn.com/news/story/7320/7050321?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:33:07 , udn , 桃園楊梅本月20日晚間11時31分許，於台31線北上約22.7公里處，33歲鄧姓男子駕駛自小客車，沿北上外側車道直行，不... , https://udn.com/news/story/7320/7050321?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:38:57 , udn , 轎車撞戰車！車頭全毀慘況曝 駕駛送醫搶救 , https://udn.com/news/story/7320/7050321?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:41:48 , udn , 棒球之神來眷顧！大谷翔平摘冠同款WBC棒球外套穿起來 , https://udn.com/news/story/7270/7050324?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:41:58 , udn , 日前於2023世界棒球經典賽（World Baseball Classic，簡稱WBC）決賽以再見三振終結美國隊的日本投... , https://udn.com/news/story/7270/7050324?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:59:37 , udn , 【專家之眼】指鹿為馬的BTA 真是夠了！ , https://udn.com/news/story/6656/7050340?from=udn-ch1_breaknews-1-0-news
2023-03-23 07:59:47 , udn , 蔡政府多次宣傳台美經貿關係大突破，並以年底簽署台美BTA為目標，近期更釋出可望在上半年提早完成簽署消息。執政黨將台美間的... , https://udn.com/news/story/6656/7050340?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:00:08 , udn , 00713只花4天完成填息 PTT嗨喊「簡單快速」：送分題來了 , https://udn.com/news/story/123006/7049153?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:00:18 , udn , 台股22日開高走高，大盤指數終場收在15,760.46點，上漲247.01點，成交量2,418.7億元。近期討論度很高的高股息ETF元大台灣高息低波(00713)僅花4天完成填息，PTT網友表示，「種季配息在填息上也特別簡單快速，根本新版送分題」。 , https://udn.com/news/story/123006/7049153?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:00:38 , udn , 雨要來了！鄭明典指台灣北方海面有閃電對流 彭啟明：周末全台有雨 , https://udn.com/news/story/7266/7050337?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:00:49 , udn , 台灣北方海面有大片的閃電對流。中央氣象局長鄭明典在臉書表示，遠遠的閃電訊號，雖然有點距離，但是已經進入氣象局閃電偵測系統... , https://udn.com/news/story/7266/7050337?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:01:09 , udn , 獨／不再說「侯侯做代誌」？ 侯友宜關鍵轉折點曝光 , https://udn.com/news/story/123307/7050338?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:01:20 , udn , 新北市長侯友宜對2024態度從「侯侯做代誌」到「願意為國家奉獻」，漸趨明朗，侯核心幕僚指出，侯轉變關鍵轉折點國民黨「黑金... , https://udn.com/news/story/123307/7050338?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:01:40 , udn , Fed決策與鮑爾記者會說了什麼？五大重點一次看 , https://udn.com/news/story/6811/7050332?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:01:51 , udn , 聯準會（Fed）22日宣布升息1碼，主席鮑爾表示準備在必要時再次提高利率，但會議後聲明改變了兩個措辭，發出了政策可能靈活... , https://udn.com/news/story/6811/7050332?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:06:45 , udn , 道瓊大跌530點 Fed排除今年降息 葉倫談話打擊銀行股 , https://udn.com/news/story/6811/7050316?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:06:56 , udn , 美國股市周三在雙重壓力下大跌，先是聯準會（Fed）排除今年內降息的可能性，美國財政部長葉倫表明不考慮全面擔保所有銀行存款... , https://udn.com/news/story/6811/7050316?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:11:38 , udn , 最快這裡先變天 專家曝周末降雨範圍：不排除局部雷雨 , https://udn.com/news/story/7266/7050348?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:11:49 , udn , 天氣風險公司天氣分析師吳聖宇說，今天北方的鋒面系統有慢慢靠近台灣北部海面的趨勢，清晨天亮前已經可以看到有對流胞系統在東海... , https://udn.com/news/story/7266/7050348?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:23:48 , udn , 幕後／賴清德親喬新北障礙 全為鋪墊總統大選之路 , https://udn.com/news/story/6656/7050360?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:23:58 , udn , 民進黨主席賴清德親自協調新北市黨部主委、湧言會前議員何博文轉戰淡水立委選區，據悉，湧言會找上賴清德溝通，盼黨主席出面協調... , https://udn.com/news/story/6656/7050360?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:24:19 , udn , 美眾院表決通過 國務卿需定期檢視對台交往準則 , https://udn.com/news/story/6813/7050355?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:24:29 , udn , 美國聯邦眾議院院會22日以404票贊成、7票反對通過法案，要求國務卿定期檢視對台交往準則，並向國會報告。 , https://udn.com/news/story/6813/7050355?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:26:48 , udn , 海藻餵牛、取代塑膠 成抗氣候變遷夯品？ 專家：不應期待它救命 , https://udn.com/news/story/6812/7048771?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:26:58 , udn , 數百年來，只有亞洲人把海藻視為美食珍饈，世界其他地方人幾乎都忽略它。現在不一樣了，海藻已成全球當紅商品，有人拿它取代塑膠，有人拿它養牛，還有人正研究以海藻養殖場吸碳。海藻如今被視為對付氣候變遷的萬靈丹，只不過隨著海水溫度上升，這劑萬靈丹似乎也有不靈的時候。... , https://udn.com/news/story/6812/7048771?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:27:19 , udn , 教學升等難／高教為何缺教學升等典範？大學派系問題浮出水面 , https://udn.com/news/story/6928/7049059?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:27:29 , udn , 教育部推動多元升等，2022年8月修正「專科以上學校教師資格審定辦法」納入教學升等，教師若在教學方法上有所創新，也能寫成專門著作或報告送審。但國內頂大少有專任教師以教學實務升等。國立陽明交通大學教務長陳永昇分析，即使老師教學表現傑出，也會因同儕都採研究表現升等而有壓力，擔心走教學升等會被「貼標籤」。有台大教授認為，台灣高教缺乏「教學升等」的典範，或許是該制度難以落實的核心問題。 , https://udn.com/news/story/6928/7049059?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:27:49 , udn , 照片看歷史／1974年台北市敦化、仁愛路特定區 市府與內政部交鋒  , https://udn.com/news/story/7314/7048324?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:28:00 , udn , 1974年3月23日，台北市政府宣布，對於敦化路、仁愛路兩旁及愛國西路南側的特定區，主張在一般高樓禁建令解除後，限制必須興建高層建築，不能低於十層。

內政部對於市政府所提此項特定區都市計畫案，主張降低興建樓層之高度，只要六樓以上即可，但市政府認為仍應限制為十樓以上建築，並將都市計劃案重提內政部審查。

市政府認為該區內現有建築物很少，而道路寬廣，應蓋高層建築。市府都市計劃委員會決建築物之用途限制為辦公室，集合住宅，商店、國際觀光飯店、醫院、機關及專業核准者。 , https://udn.com/news/story/7314/7048324?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:32:19 , udn , 葉倫不考慮為銀行存款提供「全面」保險 地區銀行股跌 , https://udn.com/news/story/6811/7050351?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:32:29 , udn , 美國財政部長葉倫周三表示，她並未考慮未經國會批准就提供「全面性」銀行存款保險，以遏止銀行業動盪，而美國最近幾家倒閉了的放... , https://udn.com/news/story/6811/7050351?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:32:48 , udn , 小孩殺小孩？！雲南7歲女孩將4歲男童抱起扔進井裡 , https://udn.com/news/story/7333/7050377?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:32:59 , udn , 大陸網上近日瘋傳一則駭人的影片。事情發生在雲南省昆明市嵩明縣，根據一段監視器畫面，影片中一名7歲女孩竟無故將同村一名4歲... , https://udn.com/news/story/7333/7050377?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:33:19 , udn , 紐約新地標不牢固？93層高樓狂晃員工嚇到快逃 業者解釋：維修電梯 , https://udn.com/news/story/6812/7049793?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:33:20 , udn , 美元重貶 Fed升息後追隨美債殖利率走低 , https://udn.com/news/story/6811/7050343?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:33:30 , udn , 范德堡一號大樓（SUMMIT One Vanderbilt）高397公尺，有93層樓，是2021年10月才剛開放的紐約知名新地標，不過近期該建築卻傳出劇烈晃動，讓在內部工作的所有員工全都驚慌逃竄。 , https://udn.com/news/story/6812/7049793?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:33:30 , udn , 美元周三重挫跌至七周來低點，追隨美國公債殖利率走低。聯準會（Fed）如預期升息1碼（0.25個百分點）。債券交易員關注的... , https://udn.com/news/story/6811/7050343?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:41:46 , udn , 搶進南科蛋黃區 麻豆工業區抵費地地上權招標再釋出6筆 , https://udn.com/news/story/7241/7050382?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:41:56 , udn , 為活化公有土地政策，並積極開發與利用，台南市政府辦理麻豆工業區市地重劃區抵費地第二批次設定地上權招標，採一次投標分段開標... , https://udn.com/news/story/7241/7050382?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:47:50 , udn , 影／雜草起火惹禍？ 嘉義客運火警 旁堆廢油桶 , https://udn.com/news/story/7320/7050392?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:48:00 , udn , 嘉義客運公司位於嘉義市保康路停車場出口旁、貯放廢機油桶處，上午7時許突然失火，熊熊大火燃燒、黑色濃煙，數公里外都可看到，... , https://udn.com/news/story/7320/7050392?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:50:49 , udn , 3/23【早晨財經速解讀】鮑爾:今年絕不降息！聯準會續升1碼美股嚇跌 葉倫無意擴大存款保險 , https://udn.com/news/story/7251/7050391?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:51:00 , udn , 美國股市周三在雙重壓力下大跌，先是聯準會（Fed）排除今年內降息的可能性，美國財政部長葉倫表明不考慮全面擔保所有銀行存款，重創銀行股。 , https://udn.com/news/story/7251/7050391?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:51:20 , udn , 生命靈數你是幾號人？3號好奇寶寶 8號想掌控一切 , https://udn.com/news/story/7268/7046136?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:51:31 , udn , 1號人在執行任務的過程中，通常喜歡並需要規劃或是建立一套屬於自己的方式、自己的領域、自己的圈子。1號人在乎的不是大小、人數，1號人在乎的是如何在團體中樹立起個人標準，讓身邊的人感到佩服並願意跟隨。 , https://udn.com/news/story/7268/7046136?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:56:49 , udn , 豐田Camry熱銷43年 卻將在日本國內停賣 原因曝光 , https://udn.com/news/story/6811/7050395?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:56:59 , udn , 日本經濟新聞今（23）日報導，豐田汽車（Toyota）通知經銷商，計劃日本市場今年底停賣Camry，轉而重點經營Camr... , https://udn.com/news/story/6811/7050395?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:59:21 , udn , 石油、黃金雙雙勁揚近2% 西德州油價站上70美元 , https://udn.com/news/story/6811/7050380?from=udn-ch1_breaknews-1-0-news
2023-03-23 08:59:32 , udn , 國際油價周三（22日）收盤勁揚近2%，美國原油期貨一周來首度站上每桶70美元關卡，主要受正面的美國石油出口數據和聯準會（... , https://udn.com/news/story/6811/7050380?from=udn-ch1_breaknews-1-0-news
2023-03-23 09:00:02 , udn , 奶凶喵星人出拳攻擊「秒被汪1招反制」 仰躺倒地遭KO：不講武德耶 , https://udn.com/news/story/7470/7047648?from=udn-ch1_breaknews-1-0-news
2023-03-23 09:00:12 , udn , 最近網路上流傳一段影片，內容是客廳裡一隻虎斑貓面對體型比自己大上不少的大型犬不但不害怕，還霸道的使出拳頭攻擊對方，超強氣勢馬上被狗狗「一招破解」，超糗模樣全都被拍下PO網，引發網友討論。 , https://udn.com/news/story/7470/7047648?from=udn-ch1_breaknews-1-0-news
2023-03-23 09:02:57 , udn , 金手獎保送台科大電機系 庄腳囝仔奮鬥不分日夜 , https://udn.com/news/story/6898/7050398?from=udn-ch1_breaknews-1-0-news
2023-03-23 09:03:08 , udn , 嘉義縣東石高中為設有普通型高中及技術型高中的學校，近年因應新課綱的變革，各科課程內容多元，也鼓勵學生參加校外比賽，在老師... , https://udn.com/news/story/6898/7050398?from=udn-ch1_breaknews-1-0-news
2023-03-23 09:08:58 , udn , 路平好走 南市後壁南80線、南85線煥然一新 , https://udn.com/news/story/7326/7050404?from=udn-ch1_breaknews-1-0-news
2023-03-23 09:09:08 , udn , 台南市政府投入約1800萬元執行後壁區南80、南85線路平改善工程，今宣布完工，總長度逾3000公尺，希望讓用路人有條更... , https://udn.com/news/story/7326/7050404?from=udn-ch1_breaknews-1-0-news
