2023-04-09 00:05:42 , udn , 大陸籲新冠病毒全球溯源 「不要一直炒作和關注武漢」 , https://udn.com/news/story/7333/7085225?from=udn-ch1_breaknews-1-0-news
2023-04-09 06:24:15 , udn , 聯合報每天推出「圖解新聞」，希望藉由圖像設計幫助讀者理解生硬內容。這次的圖表帶你看時隔8個月共軍分別舉行兩次「環台軍演」，規格、強度有哪些不同。 , https://udn.com/news/story/7314/7085299?from=udn-ch1_breaknews-1-0-news
2023-04-09 06:26:31 , udn , 星期人物／公主復仇記！塔信么女貝東塔 誓要下架泰軍政府 , https://udn.com/news/story/6812/7085263?from=udn-ch1_breaknews-1-0-news
2023-04-09 06:26:41 , udn , 君子報仇，十年不晚。父親和姑姑先後當過泰國總理但都遭軍事政變罷黜的貝東塔，挾萬貫家產和社群超人氣以及鄉村地區的基本盤，投入5月投票的泰國國會大選，準備上演「公主復仇記」，矢言下架總理帕拉育領銜的軍政府。 , https://udn.com/news/story/6812/7085263?from=udn-ch1_breaknews-1-0-news
2023-04-09 06:35:34 , udn , 晴朗天氣到周五上看35度 吳德榮：珊瑚颱風生成機率略提高 , https://udn.com/news/story/7266/7085376?from=udn-ch1_breaknews-1-0-news
2023-04-09 06:35:44 , udn , 中央大學大氣科學系兼任副教授吳德榮在「三立準氣象．老大洩天機」專欄表示，今天大陸高壓出海，各地晴朗穩定，氣溫回升，北部舒... , https://udn.com/news/story/7266/7085376?from=udn-ch1_breaknews-1-0-news
2023-04-09 06:47:42 , udn , 美眾院中國特別委員會主席：須正視台灣面臨的威脅 , https://udn.com/news/story/6656/7085360?from=udn-ch1_breaknews-1-0-news
2023-04-09 06:47:52 , udn , 美國聯邦眾議院中國問題特別委員會主席蓋拉格今天強調，美國必須認真看待中國對台灣構成的威脅，因為蔡英文總統會見眾院議長麥卡... , https://udn.com/news/story/6656/7085360?from=udn-ch1_breaknews-1-0-news
2023-04-09 06:59:51 , udn , 「上面會教脫罪」 詐團一條龍經營…高層難抓 , https://udn.com/news/story/7315/7085381?from=udn-ch1_breaknews-1-0-news
2023-04-09 07:00:02 , udn , 詐團企業化「一條龍」經營，製造各組織及上下游間斷點，檢警追查不易；成員被傳授「教戰守則」脫罪，落網說詞幾乎同一套，即便被定罪入監，詐團再找人替換。金主、主嫌多逍遙法外持續行騙，甚至有時警方逮獲詐團成員回警局時，早有律師先一步抵達準備協助。 , https://udn.com/news/story/7315/7085381?from=udn-ch1_breaknews-1-0-news
2023-04-09 07:00:22 , udn , 謀財成害命 假投資詐騙暴增5倍 , https://udn.com/news/story/7315/7085379?from=udn-ch1_breaknews-1-0-news
2023-04-09 07:00:33 , udn , 詐騙集團猖獗，從謀財走向害命，不僅假投資詐騙五年暴增五倍，國人受騙財損增加六倍，詐團除以利誘人，也有如最近女大生疑似受感情所惑而加入等，詐團控制人頭的手法更由「軟控」變「硬控」，更數度鬧出人命，檢警研判今年假投資恐持續攀升，難保不再發生悲劇。 , https://udn.com/news/story/7315/7085379?from=udn-ch1_breaknews-1-0-news
2023-04-09 07:02:53 , udn , 有規定無罰則 沙灘車亂象仍頻傳 , https://udn.com/news/story/7314/7085382?from=udn-ch1_breaknews-1-0-news
2023-04-09 07:03:04 , udn , 沙灘車在各地成了很受歡迎的戶外休閒活動，但宜蘭南澳神祕沙灘於二○一八年發生沙灘車遭瘋狗浪吞噬意外，釀五人死亡，至今仍未立法管理；而且沙灘車明顯衝擊在地生態景觀，被批評把公共自然美景變成業者迎賓的祕密基地，諸多亂象至今仍看不到主管機關。 , https://udn.com/news/story/7314/7085382?from=udn-ch1_breaknews-1-0-news
2023-04-09 07:29:52 , udn , 單身女性投保掌握4大攻略 強化重大傷病險、提早布局長照保障 , https://udn.com/news/story/121591/7084989?from=udn-ch1_breaknews-1-0-news
2023-04-09 07:30:02 , udn , 前陣子討論度極高的電視劇《我在他鄉挺好的》，劇裡沒有什麼大咖角色，從「女性視角」來分享職場壓力、日常生活點滴及友情、親情、愛情等情感變化，展現許多小資女孩「進城打拼」的生活，意外引起了7、8年級生的共鳴。 , https://udn.com/news/story/121591/7084989?from=udn-ch1_breaknews-1-0-news
2023-04-09 07:30:23 , udn , 通膨壓力未減 3月CPI估仍逾2%警戒線 , https://udn.com/news/story/7238/7084674?from=udn-ch1_breaknews-1-0-news
2023-04-09 07:30:33 , udn , 主計總處11日發布3月消費者物價指數，預計CPI年增率應該仍會超過通膨警戒線2%。

今年2月CPI維持在2.43%高檔，加上4月起電價調漲，中央銀行為壓抑通膨，已在3月下旬預先升息半碼（0.125個百分點）以抑制民眾對通膨的預期心理。 , https://udn.com/news/story/7238/7084674?from=udn-ch1_breaknews-1-0-news
2023-04-09 07:30:54 , udn , 未來一周好天氣 周三水氣稍增僅這些地區局部短暫雨 , https://udn.com/news/story/7266/7085385?from=udn-ch1_breaknews-1-0-news
2023-04-09 07:31:04 , udn , 迎接好天氣，中央氣象局說，今晨東北季風影響，北部及東北部天氣較涼，其他地區早晚亦涼，白天起東北季風減弱，氣溫逐漸回升。中... , https://udn.com/news/story/7266/7085385?from=udn-ch1_breaknews-1-0-news
2023-04-09 07:47:44 , udn , 金山萬里兒劇6校免費巡演  結合在地萬里蟹、金山三寶 , https://udn.com/news/story/7323/7085388?from=udn-ch1_breaknews-1-0-news
2023-04-09 07:47:55 , udn , 新北市金山、萬里區公所合作辦理第三屆金萬兒童藝文月，邀請「六藝劇團」6校巡演，日前首場演出圓滿落幕，300多位親子共襄盛... , https://udn.com/news/story/7323/7085388?from=udn-ch1_breaknews-1-0-news
2023-04-09 07:56:32 , udn , FERRAGAMO運動鞋logo鏤空鞋底 高辨識度還有功能性！ , https://udn.com/news/story/7270/7085392?from=udn-ch1_breaknews-1-0-news
2023-04-09 07:56:43 , udn , 本季休閒運動最新必備時尚單品，無疑是FERRAGAMO全新NIMA運動鞋。造型亮眼別具辨識度的NIMA運動鞋，融合創新材... , https://udn.com/news/story/7270/7085392?from=udn-ch1_breaknews-1-0-news
2023-04-09 07:57:03 , udn , 上班族久坐便秘就靠它！這些「高纖蔬果」幫助腸胃消化好順暢 , https://udn.com/news/story/7266/7082999?from=udn-ch1_breaknews-1-0-news
2023-04-09 07:57:14 , udn , 《Social Lab社群實驗室》本次透過《OpView社群口碑資料庫》追蹤近三個月內「高纖蔬果」話題的網路聲量表現，帶您了解網友熱議的十種高纖蔬果。 , https://udn.com/news/story/7266/7082999?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:08:52 , udn , 看演唱會火氣大！網怨這些討人厭行為簡直買票受氣 , https://udn.com/news/story/7270/7083032?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:09:02 , udn , 《Social Lab社群實驗室》本次透過《OpView社群口碑資料庫》追蹤近三個月內「演唱會討人厭行為」話題的網路聲量表現，帶您了解網友熱議的四大演唱會討人厭行為。 , https://udn.com/news/story/7270/7083032?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:14:28 , udn , 晴朗炎熱到周五 吳德榮：珊瑚颱風生成機率略提高「路徑大迴轉」 , https://udn.com/news/story/7266/7085376?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:26:51 , udn , 健康來得及／吃益生菌弊大於利？研究發現恐讓腸道菌生態失衡 , https://udn.com/news/story/6812/7077435?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:27:01 , udn , 攝取益生菌已成為現代人保持腸胃道健康的主要保養方法，以維持消化道機能或促進新陳代謝，但最新研究結果恐顛覆你我認知：益生菌補充品不只對人體沒什麼好處，還弊大於利。... , https://udn.com/news/story/6812/7077435?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:27:22 , udn , 教授爭飯碗／付錢就發表！投掠奪性期刊升等快 大學教師呷好逗相報 , https://udn.com/news/story/6928/7084760?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:27:32 , udn , 台灣的大學對博士生的畢業條件及教師升等考核，採取「點數制」，用期刊的Impact factor（IF、影響指數）來評估研究表現，連帶引發掠奪性期刊的爭議，上月出版商Hindawi旗下部分期刊就被SCI除名。台大教授李國譚說，台灣的大學教師升等制度，猶如千年前鄭人買履的寓言，也有醫學系教授說，掠奪性期刊應是近5年內才普遍被許多學者作為升等捷徑，「呷好逗相報」。 , https://udn.com/news/story/6928/7084760?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:29:51 , udn , 民眾保單解約金額高達1兆元、超越死殘醫療保險給付 創下史上最高紀錄 , https://udn.com/news/story/121591/7085007?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:30:02 , udn , 美國FED暴力升息，短期利率快速上升，也讓金融機構開始拉警報！根據保險事業發展中心統計，台灣壽險業自去（111）年7月開始，已超過半年時間保險給付大於保費收入，致使「入不敷出」加劇… , https://udn.com/news/story/121591/7085007?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:30:25 , udn , 鴻海進駐、招商近豐收期 高市府團隊「惦惦吃三碗公」 , https://udn.com/news/story/7327/7085387?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:30:36 , udn , 高雄市政府今天將與鴻海集團簽署投資意向書，鴻海進軍亞灣區，設立南區總部及國際研訓中心，這是鴻海繼前年進駐橋科、和發園區，... , https://udn.com/news/story/7327/7085387?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:33:02 , udn , 派出所廚娘將縮額？ 竹市府：立刻盤點再補三名廚娘 , https://udn.com/news/story/7320/7085399?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:33:12 , udn , 基層員警工作勤務繁重、時數長，生活起居幾乎都在派出所，新竹市府2016年以安定就業計畫聘請「警局廚娘」，負擔市警局及轄內... , https://udn.com/news/story/7320/7085399?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:33:33 , udn , 【專家之眼】重啟歐中關係 , https://udn.com/news/story/6809/7085398?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:33:43 , udn , 近日法國總統馬克宏（Emmanuel Macron）與歐盟委員會主席范德賴恩（Ursula von der Leyen）... , https://udn.com/news/story/6809/7085398?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:36:03 , udn , 蔣萬安今與費鴻泰見面 徐巧芯：相信蔣待兩人一定公平 , https://udn.com/news/story/6656/7085402?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:36:13 , udn , 國民黨北市立委初選「費芯大戰」激烈，徐巧芯今天一早到景勤一號公園送車，對於昨天與蔣萬安會面，她肯定蔣萬安的市長格局，聊完... , https://udn.com/news/story/6656/7085402?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:45:02 , udn , 獨／宜蘭神秘沙灘意外5死後五年了 沙灘車亂象仍無法管 , https://udn.com/news/story/7266/7085405?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:45:12 , udn , 宜蘭以南、花蓮以北海邊是沙灘車活動熱區，南澳神秘沙灘於2018年發生沙灘車遭瘋狗浪吞噬意外，釀成5人死亡，事發至今5年過... , https://udn.com/news/story/7266/7085405?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:45:33 , udn , 幕後／侯友宜2024「類參選」組織戰開跑？ , https://udn.com/news/story/123307/7085404?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:45:43 , udn , 新北市長侯友宜昨參加嘉義同鄉會30周年慶，與副總總賴清德不同框巧妙錯開，侯說「嘉義人一定可以闖出一片讓『國家』欣欣向榮的... , https://udn.com/news/story/123307/7085404?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:48:01 , udn , 一周數位爆報／她的LINE「個人群組」驚現通話紀錄、普發6000元ATM這裡查、索尼PS VR2「不改這功能」恐GG , https://udn.com/news/story/7086/7084877?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:54:05 , udn , 大學申請入學不輸人 苗栗「龍騰虎躍」幫學生找方向 , https://udn.com/news/story/7324/7085410?from=udn-ch1_breaknews-1-0-news
2023-04-09 08:54:16 , udn , 大學個人申請入學關鍵期，苗栗縣首次組成校長、老師、熱心大學生，及外聘大學教授團隊，昨天啟動「龍騰虎躍」升大學輔導計畫，希... , https://udn.com/news/story/7324/7085410?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:03:05 , udn , 今年首颱可望近期生成 專家分析對台灣影響機率 , https://udn.com/news/story/7266/7085413?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:03:16 , udn , 天氣風險公司天氣分析師廖于霆說，今天清晨各地氣溫15-17度，仍然偏低偏涼，白天起，氣溫稍有回升，各地高溫23-26度。... , https://udn.com/news/story/7266/7085413?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:03:36 , udn , 22日初選揭曉日公布許淑華相簿 徐巧芯：團結對外的響鐘 , https://udn.com/news/story/123307/7085412?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:03:47 , udn , 國民黨北市立委初選「費芯大戰」，費鴻泰昨晚在活動獻唱競選主題曲「我們都是好朋友」，徐巧芯今早受訪被問及與費有最好時光？她... , https://udn.com/news/story/123307/7085412?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:06:02 , udn , 直擊／沙灘車亂闖宜蘭神秘沙灘 空拍機全都錄 , https://udn.com/news/story/7266/7085416?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:06:13 , udn , 東海岸是沙灘車進出熱區，假日出現上百輛沙灘車來回疾駛，雖然國產署公告不得進入，但清明連假期間業者帶著數十名遊客闖入神秘沙... , https://udn.com/news/story/7266/7085416?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:06:33 , udn , 徐國勇挺吳欣岱不挺高嘉瑜？游淑慧點這原因：有點陰險… , https://udn.com/news/story/123307/7085415?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:06:44 , udn , 台灣基進台北黨部昨舉行開幕茶會，民進黨2022北市長候選人陳時中、2018北市長候選人姚文智、及內政部前部長徐國勇昨都出... , https://udn.com/news/story/123307/7085415?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:12:03 , udn , MLB／張育成1打席空手而歸 賽季開打10天還在等首安 , https://udn.com/news/story/6999/7085419?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:12:13 , udn , 紅襪隊今天火力兇猛，敲出12安、4轟，終場以14：5獵殺老虎隊，台灣選手張育成代打1打席，敲出飛球出局，球季開打至今10... , https://udn.com/news/story/6999/7085419?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:27:03 , udn , 國民黨總統提名出現4套劇本 朱立倫究竟在演哪一齣？ , https://udn.com/news/story/6656/7084908?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:27:13 , udn , 國民黨總統參選人難產，鴻海集團創辦人郭台銘表態爭取，直球對決新北市長侯友宜，黨內焦慮爆表，呼喚黨主席朱立倫盡速提名。朱立倫可能怎麼做？目前傳出四套劇本，但究竟朱在演哪一齣，觀眾仍霧裡看花。 , https://udn.com/news/story/6656/7084908?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:27:34 , udn , 原創內容軍備戰今年暫歇 影音平台巨頭們如何留客？ , https://udn.com/news/story/7238/7079974?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:27:44 , udn , 今年全球經濟景氣不確定性高，據估計全球38%消費者將在今年減少訂閱支出，線上影音平台業巨頭Netflix、Disney+、Amazon Prime Video是否還會投入大筆資金拍攝原創內容？國際研調機構Ampere預估，2023年原創內容投資支出僅較去年同期成長2%，這也是過去這十多年來，影音原創內容投資增幅最低的一年。但業者有其他手法來增加客戶黏著度。 , https://udn.com/news/story/7238/7079974?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:28:05 , udn , 精選書單｜美國利益至上的危險本質 台灣是朋友還是籌碼？ , https://udn.com/news/story/7272/7075068?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:28:15 , udn , 聯合報數位版每月策畫「精選書單」，鎖定熱門話題、國際局勢、未來趨勢，邀請聯經出版總編輯涂豐恩推薦系列書籍，讓讀者透過閱讀跟上世界腳步。

總統蔡英文3月底出訪中美洲，並過境美國，讓美中台關係再起波瀾。台灣長期身處美中角力戰核心，4月精選書單將從外交、金融、醫療等面向深入剖析美國的內部矛盾與對外關係。台灣對美國而言是朋友還是國家利益？美中角力下台灣又扮演什麼角色？ , https://udn.com/news/story/7272/7075068?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:28:36 , udn , 照片看歷史／1954年士林園藝試驗所蘭花展 「美齡蘭」最奪目 , https://udn.com/news/story/7314/7084246?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:28:46 , udn , 1954年4月9日，為慶祝正副總統就任，省農林廳及省內愛蘭人士籌組的中國蘭花協會籌備處在士林園藝試驗所舉行蘭花展覽，當日下午3時，展覽會特先舉行預展招待各界貴賓，由籌備主任胡偉克揭幕，皮作瓊啟鑰。邀請于右任、狄膺、徐柏園、胡昌熾、程天放、鈕先銘、藍欽夫人、蔡斯夫人、賈棠夫人等中外人士數百人參加。 , https://udn.com/news/story/7314/7084246?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:29:07 , udn , 曝約柯文哲見面吃涼麵 徐巧芯：為藍營開先鋒爭取非綠聯盟支持 , https://udn.com/news/story/6656/7085425?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:29:17 , udn , 國民黨北市立委初選「費芯大戰」持續上演，台北市前市長郝龍斌昨陪費鴻泰掃街，還透露支持費是痛苦決定，晚間徐巧芯在臉書發文貼... , https://udn.com/news/story/6656/7085425?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:29:38 , udn , 31烏克蘭兒童自俄返家 母長途跋涉4國救回女兒、祖母途中去世救不回孫 , https://udn.com/news/story/6809/7085424?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:29:48 , udn , 路透和CNN報導，在戰爭期間從俄羅斯占領區被帶走的31名烏克蘭兒童上周末與家人團聚，他們的家人經過長期的救援行動，將他們... , https://udn.com/news/story/6809/7085424?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:30:02 , udn , 影／福壽山農場紫藤花與少見鬱金櫻盛開中 蘋果花4月中旬綻放 , https://udn.com/news/story/7325/7085430?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:30:13 , udn , 福壽山農場的紫藤花與少見的鬱金櫻現正盛開中，蘋果花預計4月中旬後陸續綻放，4到6月農場還有客房可預訂，最近已有遊客上山賞... , https://udn.com/news/story/7325/7085430?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:30:33 , udn , 修蛋幾勒！嘉南高屏捐血送蛋10入 再加碼一周挺血荒 , https://udn.com/news/story/7327/7085428?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:30:44 , udn , 台灣血液基金會高雄捐血中心表示，感謝善心人士贊助，上周捐血送雞蛋活動反應熱烈，共1371人響應，共捐出1985袋、49萬... , https://udn.com/news/story/7327/7085428?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:36:05 , udn , MLB／藤浪晉太郎5保送投倒自己 運動家總仔：沒有能力控進好球帶 , https://udn.com/news/story/6999/7085435?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:36:15 , udn , 面對大聯盟不敗之師光芒隊，運動家隊日籍投手藤浪晉太郎今天只投了3局好球，第4局起控球走鐘的老毛病來犯，4.1局投球任內出... , https://udn.com/news/story/6999/7085435?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:36:36 , udn , 15週年合體 太妍曝「少女時代」長壽秘訣：不需頻繁地聯繫 , https://udn.com/news/story/7266/7085434?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:36:46 , udn , 本月ELLE邀請到「信聽女王」韓星太妍擔任封面人物，久違的雜誌封面拍攝獻給台灣版ELLE的她，細細地與我們分享其內心世界。 , https://udn.com/news/story/7266/7085434?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:37:07 , udn , 早餐阿婆健康因素停業 公告旁滿滿祝福紙條「快回來」 , https://udn.com/news/story/7266/7085433?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:37:17 , udn , 網友沈暴龍在臉書社團「路上觀察學院」PO出一張攤販設備上貼有公告的照片，公告寫「近日身體微恙，暫停營業，謝謝大家關心，阿... , https://udn.com/news/story/7266/7085433?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:37:37 , udn , 天王殞落的那年 奈良美智畫麥可傑克森版小女孩拍1.6億天價 , https://udn.com/news/story/6898/7085431?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:37:48 , udn , 當代藝術天王奈良美智和已過世的流行音樂之王麥可・傑克森（Michael Jackson）有什麼相同之處？保利香港6日舉行... , https://udn.com/news/story/6898/7085431?from=udn-ch1_breaknews-1-0-news
2023-04-09 09:38:08 , udn , 嘉義大林三山國王廟祝融 清道光永垂石碑驚喜出土 , https://udn.com/news/story/7326/7085432?from=udn-ch1_breaknews-1-0-news
