2023-03-05 00:14:13 , udn , UBA／複賽8強落幕 世新送給衛冕軍政大2連敗 , https://udn.com/news/story/7003/7009542?from=udn-ch1_breaknews-1-0-news
2023-03-05 06:38:42 , udn , 獲得美國總統拜登提名擔任勞工部長的蘇維思（Julie Su）為第二代華人，在威斯康辛州出生，小時候全家就搬至洛杉磯，南加州從那時起成為她的家鄉。 , https://udn.com/news/story/6812/7009756?from=udn-ch1_breaknews-1-0-news
2023-03-05 07:08:32 , udn , 基隆七堵6.7度 吳德榮：明晨仍有極低溫 這天恐再變天轉乾冷 , https://udn.com/news/story/7266/7009817?from=udn-ch1_breaknews-1-0-news
2023-03-05 07:08:42 , udn , 中央大學大氣科學系兼任副教授吳德榮在「三立準氣象．老大洩天機」專欄表示，夜間強輻射冷卻作用，帶來清晨的極低溫，今天平地最... , https://udn.com/news/story/7266/7009817?from=udn-ch1_breaknews-1-0-news
2023-03-05 07:14:33 , udn , 基隆七堵6.7度！明晨仍有極低溫 這天恐再變天轉乾冷 , https://udn.com/news/story/7266/7009817?from=udn-ch1_breaknews-1-0-news
2023-03-05 07:20:32 , udn , 雙北YouBike灰色汰換期！ 新北1.0僅換掉5% , https://udn.com/news/story/7323/7009818?from=udn-ch1_breaknews-1-0-news
2023-03-05 07:20:43 , udn , 台北市去年將YouBike1.0全面換成2.0，但新北1.0汰換率目前僅5％，往返雙北民眾只能選擇2.0否則無法還車，新... , https://udn.com/news/story/7323/7009818?from=udn-ch1_breaknews-1-0-news
2023-03-05 07:26:52 , udn , 2月出口估連6黑 CPI年增率可望跌至3％以下 , https://udn.com/news/story/7238/7009191?from=udn-ch1_breaknews-1-0-news
2023-03-05 07:27:02 , udn , 行政院主計總處7日將公布2月消費者物價指數（CPI）年增率，由於去年農曆春節落在2月，預估在基期較高因素影響下，2月CPI年增率可望回落到3%以下。

1月CPI飆升至3.04%，不僅連18個月超過2%通膨警戒線，也是自去年7月之後，再度飆升衝破3%，創下半年新高水準，主要是受到農曆春節效應和蔬菜漲幅超乎預期影響，若扣除春節效應，1月CPI年增率應為2.78%、核心CPI為2.70%，和去年12月差不多。 , https://udn.com/news/story/7238/7009191?from=udn-ch1_breaknews-1-0-news
2023-03-05 07:27:23 , udn , 歌仔戲大師陳美雲驚傳驟逝 陳美雲歌劇團證實 , https://udn.com/news/story/7314/7009820?from=udn-ch1_breaknews-1-0-news
2023-03-05 07:27:33 , udn , 歌仔戲大師陳美雲驚傳過世，享壽72歲。「陳美雲歌劇團」臉書粉專昨深夜發文表示，「我們團長今晚8:10因步履失穩，滑倒，就... , https://udn.com/news/story/7314/7009820?from=udn-ch1_breaknews-1-0-news
2023-03-05 07:38:44 , udn , 一通電話決定回鍋接北市環保局長 吳盛忠曝要推2大任務 , https://udn.com/news/story/7323/7009822?from=udn-ch1_breaknews-1-0-news
2023-03-05 07:38:55 , udn , 「回來當局長是因緣」，吳盛忠過去曾是郝市府的環保局長，前年從環保署退休後，因為一通電話決定接掌台北市環保局長。「能源安全... , https://udn.com/news/story/7323/7009822?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:11:55 , udn , 美國薪資性別差異20年幾乎不變 女收入僅男82% , https://udn.com/news/story/6813/7009825?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:12:05 , udn , 儘管性別平等概念逐步抬頭，但一項民調顯示，2022年美國女性的平均薪酬僅男性的82%，這項差距在20年來幾乎沒有縮小，隨... , https://udn.com/news/story/6813/7009825?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:17:52 , udn , 疫情穩定 校園明天口罩解禁 QA一次解惑 , https://udn.com/news/story/6885/7009829?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:18:02 , udn , 國內疫情穩定，各級學校、幼兒園、課照中心、補習班、托嬰中心等，明天起將實施室內空間原則「自主佩戴口罩」措施。中央流行疫情... , https://udn.com/news/story/6885/7009829?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:28:36 , udn , 歌仔戲大師陳美雲驚傳驟逝、享壽72歲 陳美雲歌劇團證實 , https://udn.com/news/story/7266/7009820?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:29:32 , udn , 拉黑、YYDS是什麼意思 善用大陸流行語 學生也能寫出好作文？ , https://udn.com/news/story/6885/7007614?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:29:42 , udn , 用「拉」造詞，你會想到拉扯，還是拉攏？在中國大陸流行文化的強勢輸出下，現在的國小生，有極大機率會寫下中國大陸社群用語「拉黑」，是「拉進黑名單」的簡稱，意指在社群媒體封鎖網友，避免看到對方訊息。中國大陸網路用詞在Z世代間大為走紅，有些人稱之為「支語」，卻也讓大人感受到世代隔閡，不少第一線國文教師與大學教授擔憂「支語」入侵會影響學生的國語文學習，衝擊教學現場。 , https://udn.com/news/story/6885/7007614?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:30:02 , udn , 健康來得及／防衰老？「雷神」漢斯沃斷食5天餓死殭屍細胞 專家：非最有效方法 , https://udn.com/news/story/6812/6988094?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:30:13 , udn , 「雷神索爾」演員克里斯．漢斯沃在Disney+推出紀錄片《極限挑戰》（Limitless），在專家親友的協助下，開始各種嚴峻的試煉，希望突破身體極限，尋找長壽秘訣。其中一項挑戰是藉由斷食常保青春；對老鼠實驗顯示，定期間歇性斷食可以「餓死」因老化而受損的殭屍細胞，防止它們「感染」健康細胞。但是如何斷食而不傷身，仍有待討論。... , https://udn.com/news/story/6812/6988094?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:30:33 , udn , 沙灘車成生態殺手 各單位互踢皮球 學者：並非不能創雙贏 , https://udn.com/news/story/7266/7005092?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:30:43 , udn , 今年元旦至228期間有多次連續假期，各風景區沙灘車亂象叢生，屏東墾丁地區標榜冒險刺激快感的違法沙灘車，依出車時間每人收費600至1000元不等，旺季假日每天有數萬元收入，但國家公園法開罰最高每人3000元，在利之所趨下，「你抓我躲」的戲碼仍然年年上演。

台東金樽海灘「金樽陸連島」網美景點「貓洞」，日前發現不僅遊客開車直闖沙灘，還有沙灘車業者載客營業，地方憂心沙灘車頻繁進出破壞生態，要求主管機關管制車輛進入，但各單位規範不一，常以「屬地主義」相互推諉，甚至可能無法可管。 , https://udn.com/news/story/7266/7005092?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:31:04 , udn , 一晚4千！國旅住宿貴得合理嗎？不想被當盤子掌握2要點 , https://udn.com/news/story/7238/7001887?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:31:14 , udn , 228連假剛過，你在國內旅遊被當成「盤子」（台語「盼仔」諧音，指易受騙的人）了嗎？去年全台觀光旅館，平均客房房價一晚約4195元，比疫情前還要高出11%，國內玩一趟花費比出國還高，也引發不少民眾抱怨。業者說，民眾如果不想被當「盤子」敲竹槓，就要掌握「避」與「等」二字。 , https://udn.com/news/story/7238/7001887?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:41:32 , udn , 一周數位爆報／ChatGPT快被人類弄瘋？PS VR2日本撿便宜有眉角！蘋果關閉1功能恐遭限制充電、他喊三星摺疊機被摺爛挨轟 , https://udn.com/news/story/7086/7009229?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:42:02 , udn , 經典賽／小葛雷諾不打了 右膝不適退出多明尼加隊 , https://udn.com/news/story/7002/7009838?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:42:12 , udn , 多明尼加挑戰隊史第二座世界棒球經典賽冠軍，確定少了一門重砲，藍鳥隊小葛雷諾（Vladimir Guerrero Jr.）... , https://udn.com/news/story/7002/7009838?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:53:32 , udn , 苗栗過港隧道有催狂魔？ 碳酸鈣「壁畫」嚇著退休校長 , https://udn.com/news/story/7324/7009848?from=udn-ch1_breaknews-1-0-news
2023-03-05 08:53:43 , udn , 苗栗縣逾百年歷史後龍鎮過港二號隧道在北口附近內壁，天然溶出碳酸鈣白色沉澱物，圖畫有如人形，退休校長蔡文堂乍看嚇一跳，「壁... , https://udn.com/news/story/7324/7009848?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:14:52 , udn , 未來一周好天氣降雨機率低 下周日恐變天、較強冷空氣襲 , https://udn.com/news/story/7266/7009856?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:15:03 , udn , 天氣風險管理公司天氣分析師廖于霆說，今天台灣受到偏乾的東北季風影響，除東部零星短暫雨外，其他各地都是晴時多雲的穩定天氣。 , https://udn.com/news/story/7266/7009856?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:17:52 , udn , 南迴救援30年 大武義消：搶快越線超車是車禍主因 , https://udn.com/news/story/7320/7009858?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:18:02 , udn , 台東縣大武義消分隊員林英申，參與義消服務24年，協助南迴車禍救助、道路救援不計其數，直言過往台九線車禍多，直到道路拓寬後... , https://udn.com/news/story/7320/7009858?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:18:22 , udn , 大雅火警小隊長和隊員是父子同框滅火 消防父子情傳佳話 , https://udn.com/news/story/7320/7009857?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:18:33 , udn , 台中市大雅區昨天火警，大雅分隊小隊長蘇泰宗到場搶救，他兒子是水湳分隊員也到場支援，父子巧合同框滅火，在火場奮力畫面，被人... , https://udn.com/news/story/7320/7009857?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:23:51 , udn , 找到了！高雄失智未歸八旬婦 倒在500米果園幸無大礙 , https://udn.com/news/story/7320/7009862?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:24:01 , udn , 高雄一名丁姓男子82歲的老母親重聽且失智，因前晚離家未歸，丁男擔憂母親天寒受凍走失山區，隔日一早他焦急向警方求助；警經監... , https://udn.com/news/story/7320/7009862?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:26:52 , udn , 可甜可辣！Hearts On Fire莫允雯、艾怡良舞台吸睛首選 , https://udn.com/news/story/7270/7009865?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:27:02 , udn , 因為Hearts On Fire鑽石的車工最完美，所以配戴起來耀眼奪目，深受許多明星與KOL喜愛。女星莫允雯日前出席醫美... , https://udn.com/news/story/7270/7009865?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:29:52 , udn , Jisoo新歡！鹽系女孩必備Dior 30 Montaigne Avenue包 , https://udn.com/news/story/7270/7009873?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:30:02 , udn , Dior品牌大使Jisoo日前出發前往巴黎出席品牌2023秋冬時裝大秀時，在機場被捕捉到穿搭造型，簡單的兩件式條紋針織衫... , https://udn.com/news/story/7270/7009873?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:30:23 , udn , 不教學的教學遊戲──成績期貨市場 , https://udn.com/news/story/6904/7000841?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:30:33 , udn , 傳統的大學教學主要由正向講授教學為主，學生在遇到艱深的授課內容時不易長時間集中注意力，因此引入遊戲化教學是一個常見的教學策略。遊戲化（gamification）的定義為在非遊戲環境中使用遊戲設計元素（Deterding et al., 2011），常見的遊戲化策略包含了分數、等級、挑戰、虛擬物品、排行榜等。人類的大腦天生會對獎勵做出積極反應，使人們受認可及競爭的想法所吸引。遊戲化教育（GamEducation，由Game及Education兩個英文單字組成）經由前人的研究已經證實可以鼓勵學習並促進學習動機，因此是一種常被教育工作者使用的強大工具。然而大多數的課程遊戲被設計用來學習特定任務，例如市面上用來學習程式設計的桌遊常利用玩家安排路徑卡的方式來練習程式中的循序與迴圈等概念。 , https://udn.com/news/story/6904/7000841?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:30:54 , udn , 照片看歷史／1961年童子軍慶祝創團50年舉行大檢閱 場面壯大 , https://udn.com/news/story/7314/7008490?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:31:04 , udn , 1961年3月5日，台灣北區六縣市2187名充滿蓬勃朝氣的童子軍，在行政院前廣場舉行大檢閱，慶祝中國童子軍創始50周年暨第36屆童子軍節，現場由時任副總統陳誠校閱，時任教育部長黃季陸陪閱。檢閱式早上9時30分開始，分列式由開南樂隊及中國童軍總會會旗前導，依次是陽明山、基隆市、桃園縣、新竹縣、台北縣、台北市各童軍團，各隊童子軍精神飽滿，容光煥發。這是中國童子軍十多年來最壯大的一次檢閱。 , https://udn.com/news/story/7314/7008490?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:32:53 , udn , UBA／複賽飆滿場高人氣 決賽門票9日開搶 , https://udn.com/news/story/7003/7009874?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:33:03 , udn , 111學年度富邦人壽UBA大專籃球聯賽昨天結束公開男一級8強複賽所有賽程，大專體總宣布，3月24日到26日在台北小巨蛋舉... , https://udn.com/news/story/7003/7009874?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:35:52 , udn , 台南古都半程馬拉松登場 沿途經典美景小吃相伴 , https://udn.com/news/story/7326/7009860?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:36:03 , udn , 台南古都國際半程馬拉松今天清晨舉行，吸引近2萬人參賽，其中有295名外籍選手，路線沿途經過許多台南知名景點，補給站提供多... , https://udn.com/news/story/7326/7009860?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:38:53 , udn , 台南古都馬肯亞選手奪冠 毛小孩、COSPLAY開心跑 , https://udn.com/news/story/7327/7009879?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:39:03 , udn , 以古蹟、美食聞名的台南古都國際半程馬拉松，今天清晨5時30分登場，共有2萬名跑者參加，不少親子、情侶、家庭參加，還有用嬰... , https://udn.com/news/story/7327/7009879?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:39:24 , udn , 影／WBC經典賽台中登場 警犬隊出動場地檢查維安 , https://udn.com/news/story/7315/7009880?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:39:34 , udn , 2023世界棒球經典賽A組預賽在3月8日至12日，在台中洲際棒球場登場，台中市刑大也安排在3日、4日兩天，由台中市刑大警... , https://udn.com/news/story/7315/7009880?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:39:55 , udn , 半套店強打「2人4手」吸客 北市警突襲搜索查辦17人 , https://udn.com/news/story/7317/7009877?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:40:05 , udn , 台北市一處商辦大樓地下室暗藏春色，業者在網路上張貼女子清涼照吸引尋芳客從事半套性交易，還主打特別服務「2人4手」吸客，警... , https://udn.com/news/story/7317/7009877?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:41:53 , udn , 校園口罩令鬆綁中市配合中央辦理 午餐隔板各校自定 , https://udn.com/news/story/6885/7009884?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:42:03 , udn , 校園口罩令3月6日起鬆綁，但學校健康中心、校車、幼兒園專用車、校園接駁車等仍需戴口罩，面對3年來校園口罩令將鬆綁，台中市... , https://udn.com/news/story/6885/7009884?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:42:24 , udn , 台中女為愛沖昏頭淪車手 警阻詐3筆64萬 , https://udn.com/news/story/7320/7009882?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:42:34 , udn , 為愛沖昏頭！台中市張女、阮女網路結識詐騙集團假扮的網友，互稱男女朋友，卻淪為詐騙集團車手，詐女子到銀行匯款、提領，銀行行... , https://udn.com/news/story/7320/7009882?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:47:51 , udn , 美媒：拜登料發布行政命令 加強美對中投資規範 , https://udn.com/news/story/6813/7009883?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:48:02 , udn , 據熟悉商議內容的美國官員指出，拜登政府即將加強美國企業在海外的若干投資規範，以限制中國取得相關技術來增強自身軍事實力。 , https://udn.com/news/story/6813/7009883?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:48:22 , udn , 讀饗時光 EP82｜吃熱炒、鹹酥雞 該搭什麼葡萄酒？ ft. 喝吧！葡萄酒 , https://udn.com/news/story/7266/7009888?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:48:32 , udn , 「五星級開麥啦！聯合開 Pod 雙周年慶」特別節目，邀萄酒Podcast「喝吧！葡萄酒」來作客，輕鬆聊各種你想不到的餐酒搭配。 , https://udn.com/news/story/7266/7009888?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:50:52 , udn , 外國飛機逼近或侵入領空 日本自衛隊考慮改派無人機升空攔截 , https://udn.com/news/story/6809/7009891?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:51:02 , udn , 日本經濟新聞報導，日本自衛隊考慮派無人機，而不是戰機升空攔截逼近日本領空的外國飛機。 , https://udn.com/news/story/6809/7009891?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:53:52 , udn , 竹縣白蘭部落滿山櫻花林 主人翁是小鎮醫師：免費賞櫻 , https://udn.com/news/story/7324/7009893?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:54:03 , udn , 新竹縣五峰鄉白蘭部落滿山遍野櫻花林，春暖花開季節，雪白、粉嫩的櫻花爭相綻放，免費開放民眾賞櫻。原來這片300株櫻花樹的主... , https://udn.com/news/story/7324/7009893?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:56:28 , udn , 陸網紅作家周小平成政協委員 提案發布「台獨名單懲戒令」 , https://udn.com/news/story/7331/7009849?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:56:38 , udn , 大陸早前備受爭議的80後網紅作家周小平也成為新一屆全國政協委員。他還發布了部分政協提案的內容，包括建議國家發布「台（灣）... , https://udn.com/news/story/7331/7009849?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:56:52 , udn , 大雪夜狗狗站路邊「身上覆蓋積雪」等主人回家！一見把拔開心跳舞暖哭網友 , https://udn.com/news/story/7470/7009892?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:57:03 , udn , 狗狗對主人超忠心！兩隻狗狗在大雪紛飛的夜裡守在路邊等主人回家，即使天氣寒冷，身上積了厚厚一層雪也堅持等門，格外令人憐愛。 , https://udn.com/news/story/7470/7009892?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:57:23 , udn , 苗栗市彩券行遭闖空門偷走370多本刮刮樂 警鎖定嫌犯 , https://udn.com/news/story/7315/7009894?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:57:33 , udn , 苗栗市光復路一家彩券行昨天凌晨遭闖空門，竊賊涉嫌偷走370多本刮刮樂，損失數十萬元，警方組成專案小組鎖定一名列管毒品人口... , https://udn.com/news/story/7315/7009894?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:58:24 , udn , 他用小紙袋玩「壓縮魔術」將博美10秒輕鬆收束！網笑：原來狗狗也是液體做的 , https://udn.com/news/story/7470/7009886?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:58:35 , udn , 很多貓咪看似肥胖，其實只是體毛蓬鬆的假象，沒想到狗狗也是！一名飼主輕鬆把博美狗塞進一個尺寸不大的紙袋中，證實他的猜想。 , https://udn.com/news/story/7470/7009886?from=udn-ch1_breaknews-1-0-news
2023-03-05 09:59:53 , udn , 張博雅丈夫醫師紀展南病逝 享壽87歲 單車身影成回憶 , https://udn.com/news/story/7327/7009899?from=udn-ch1_breaknews-1-0-news
2023-03-05 10:00:03 , udn , 監察院前院長、現任總統府資政張博雅，其夫婿紀展南是屏東老醫師，夫妻倆鶼鰈情深，紀展南在今年1月1日因敗血病入住高雄醫學大... , https://udn.com/news/story/7327/7009899?from=udn-ch1_breaknews-1-0-news
2023-03-05 10:00:26 , udn , 阿金偷渡食物「裝太多露餡」！ 一口氣吐7、8個紅蘿蔔網看傻：你是倉鼠？ , https://udn.com/news/story/7470/7008393?from=udn-ch1_breaknews-1-0-news
2023-03-05 10:00:36 , udn , 家中若有一個貪吃的毛小孩，飼主難免需要留心牠們亂撿東西吃壞肚子。近日就有飼主在微博分享一段自家黃金獵犬趁自己不注意偷藏食物的影片，裡頭狗狗偷吃東西的反應，可以說是真的非常能「裝」。 , https://udn.com/news/story/7470/7008393?from=udn-ch1_breaknews-1-0-news
2023-03-05 10:05:53 , udn , 台鐵局加強疏運服務 配合未來桃園鐵路地下化工期 , https://udn.com/news/story/7266/7009903?from=udn-ch1_breaknews-1-0-news
2023-03-05 10:06:03 , udn , 隨著國內疫情降溫，台鐵旅客人數也逐漸回到疫前運量水準，其中又以台北至桃園路段最為顯著，台鐵局表示，將會加強桃園地區疏運服... , https://udn.com/news/story/7266/7009903?from=udn-ch1_breaknews-1-0-news
2023-03-05 10:06:24 , udn , 北市日式料理店三井樓上一早傳火警 警消馳抵見住戶飯煮焦 , https://udn.com/news/story/7320/7009906?from=udn-ch1_breaknews-1-0-news
2023-03-05 10:06:30 , udn , 陸15名政協委員提案 內陸廣設核電廠 , https://udn.com/news/story/7332/7009863?from=udn-ch1_breaknews-1-0-news
2023-03-05 10:06:34 , udn , 台北市中山區農安街一棟住商混合大樓今晨7時許傳出火警，警消到場後發現，大樓外觀無火煙，是4樓住戶煮飯時燒焦，關閉爐火後狀... , https://udn.com/news/story/7320/7009906?from=udn-ch1_breaknews-1-0-news
2023-03-05 10:06:41 , udn , 大陸全國政協十四屆一次會議4日在北京開幕。當中有15位政協委員提出，加大核電發展，將核電拓展到內陸，並推廣核能供暖的提案... , https://udn.com/news/story/7332/7009863?from=udn-ch1_breaknews-1-0-news
2023-03-05 10:06:54 , udn , NBA／莫蘭特夜店亮槍 灰熊禁賽2場、聯盟展開調查 , https://udn.com/news/story/7002/7009902?from=udn-ch1_breaknews-1-0-news
2023-03-05 10:07:05 , udn , 灰熊隊當家球星莫蘭特（Ja Morant）再惹麻煩，他先傳出涉入兩起衝突事件，昨天輸給金塊隊後當地凌晨又在個人社群直播「... , https://udn.com/news/story/7002/7009902?from=udn-ch1_breaknews-1-0-news
2023-03-05 10:08:53 , udn , 南投蔡培慧勝選 他點出3問題：侯友宜會是下一個林明溱? , https://udn.com/news/story/6656/7009909?from=udn-ch1_breaknews-1-0-news
2023-03-05 10:09:04 , udn , 南投立委補選結束，由民進黨蔡培慧贏得補選。政治評論員張益贍在臉書分析這次的南投補選，再看目前國民黨的2024總統大選布局... , https://udn.com/news/story/6656/7009909?from=udn-ch1_breaknews-1-0-news
2023-03-05 10:09:24 , udn , 南部空氣品質亮橘燈 敏感族群減少戶外劇烈活動 , https://udn.com/news/story/7266/7009908?from=udn-ch1_breaknews-1-0-news
2023-03-05 10:09:35 , udn , 環保署提醒南部敏感族群應減少在戶外劇烈活動（橘色提醒）、馬祖、金門地區敏感族群應減少在戶外劇烈活動（橘色提醒）。東北風影... , https://udn.com/news/story/7266/7009908?from=udn-ch1_breaknews-1-0-news
2023-03-05 10:09:55 , udn , NBA／坦言交易威斯曼很艱難 勇士老闆：未來可能會後悔 , https://udn.com/news/story/7002/7009901?from=udn-ch1_breaknews-1-0-news
2023-03-05 10:10:05 , udn , 看著2020年選秀榜眼威斯曼（James Wiseman）表現持續掙扎，始終難以將潛力兌換成實質戰力，勇士最終仍是在季中交易大限之前做出決定，將這名7呎長人送到底特律。

對勇士來說，這就像在宣告 , https://udn.com/news/story/7002/7009901?from=udn-ch1_breaknews-1-0-news
