2023-04-27 00:03:01 , udn , 烏克蘭任命前戰略產業部長為新任駐中大使 , https://udn.com/news/story/122663/7125747?from=udn-ch1_breaknews-1-0-news
2023-04-27 01:27:03 , udn , 缺蛋引爆民怨，雞肉、豬肉也漲到令人咋舌，民眾荷包大縮水，但為各種農產品產銷調節忙到焦頭爛額的農委會，還有餘力跨足長照事業？農委會111年輔導100個社區，由社區提出計畫，農委會審核通過後，提供50至70萬元的經費，推動在地老化．樂活銀齡，農委會主委陳吉仲「跨足長照」究竟想做什麼？ , https://udn.com/news/story/7266/7125996?from=udn-ch1_breaknews-1-0-news
2023-04-27 01:29:52 , udn , 影／好吃又夢幻 那瑪夏水蜜桃、螢火蟲季正當時 , https://udn.com/news/story/7327/7125995?from=udn-ch1_breaknews-1-0-news
2023-04-27 01:30:02 , udn , 高雄那瑪夏區復育螢火蟲有成，全台60多種螢火蟲，那瑪夏區有15種現蹤，目前正是螢火蟲大爆發季節，每天都有數萬隻火金姑在森... , https://udn.com/news/story/7327/7125995?from=udn-ch1_breaknews-1-0-news
2023-04-27 01:46:56 , udn , 美第一共和銀行重燃銀行業疑慮 比特幣大漲8% , https://udn.com/news/story/6811/7125901?from=udn-ch1_breaknews-1-0-news
2023-04-27 01:47:06 , udn , 在3月全球銀行業震盪似已逐漸消退，金融業者和央行可暫時鬆一口氣之際，美國第一共和銀行（First Republic Ba... , https://udn.com/news/story/6811/7125901?from=udn-ch1_breaknews-1-0-news
2023-04-27 02:26:49 , udn , 世衛：今年初以來COVID-19死亡病例大減95% , https://udn.com/news/story/6809/7126010?from=udn-ch1_breaknews-1-0-news
2023-04-27 02:26:59 , udn , 世界衛生組織（WHO）今天表示，自今年初以來，COVID-19（2019冠狀病毒疾病）死亡病例已大幅減少95%，不過疫情... , https://udn.com/news/story/6809/7126010?from=udn-ch1_breaknews-1-0-news
2023-04-27 02:44:50 , udn , 台中飯店搶客 開畫展、邀藝術家創作推遊程 , https://udn.com/news/story/7270/7126016?from=udn-ch1_breaknews-1-0-news
2023-04-27 02:45:00 , udn , 旅店不只住宿，台中飯店更推出系列展覽吸人潮「搶客」。台中大毅老爺行旅運用飯店獨有的美學展示空間，發表全新展覽主題「Hav... , https://udn.com/news/story/7270/7126016?from=udn-ch1_breaknews-1-0-news
2023-04-27 04:17:51 , udn , 尹錫悅訪美：朝鮮半島和平須透過實力達成 而非仰賴對方善意 , https://udn.com/news/story/6809/7126029?from=udn-ch1_breaknews-1-0-news
2023-04-27 04:18:01 , udn , 南韓總統尹錫悅今天在白宮與美國總統拜登會談。他在記者會上表示，與北韓的和平將須透過實力來達成，而非仰賴對方的「善意」 , https://udn.com/news/story/6809/7126029?from=udn-ch1_breaknews-1-0-news
2023-04-27 04:59:52 , udn , 美：樂見習近平與澤倫斯基通話 聽取烏方說法 , https://udn.com/news/story/6809/7126039?from=udn-ch1_breaknews-1-0-news
2023-04-27 05:00:03 , udn , 中國國家主席習近平26日和烏克蘭總統澤倫斯基進行通話，美國國務院表示，美方一直鼓勵習近平與澤倫斯基對話，直接聽取烏方說法... , https://udn.com/news/story/6809/7126039?from=udn-ch1_breaknews-1-0-news
2023-04-27 05:11:52 , udn , 拜登與尹錫悅會談 討論促進台海和平穩定 , https://udn.com/news/story/6809/7126038?from=udn-ch1_breaknews-1-0-news
2023-04-27 05:12:03 , udn , 美國總統拜登今天在與南韓總統尹錫悅舉行雙邊會談後表示，雙方討論共同促進台海和平穩定，確保南海與其他地區的航行自由 , https://udn.com/news/story/6809/7126038?from=udn-ch1_breaknews-1-0-news
2023-04-27 06:17:53 , udn , 【總編開箱】民進黨「精準投放」轟侯郭 先想想阿扁說過的話 , https://udn.com/news/story/123307/7125999?from=udn-ch1_breaknews-1-0-news
2023-04-27 06:18:03 , udn , 最近政壇熱區在新北市。新北市議會國民黨團以多數優勢變更議程，將總質詢時間從6月提前到4月27日，民進黨批評國民黨在幫新北市長侯友宜選總統解套，嘲諷侯友宜是落跑市長、高雄市前市長韓國瑜的升級版。侯友宜背負「落跑市長」罵名選總統，最高興的應該是民進黨，怎會對侯選總統有所忌憚？ , https://udn.com/news/story/123307/7125999?from=udn-ch1_breaknews-1-0-news
2023-04-27 06:18:24 , udn , 3大惡火死傷慘重 消防專法為何卡在立院24年？ , https://udn.com/news/story/7314/7125992?from=udn-ch1_breaknews-1-0-news
2023-04-27 06:18:34 , udn , 聯合報每天推出「圖解新聞」，希望藉由圖像設計幫助讀者理解生硬內容。這次的圖表帶你看近年大火不斷，關鍵的消防設備人員專法卻還在卡關，在立院躺了24年。 , https://udn.com/news/story/7314/7125992?from=udn-ch1_breaknews-1-0-news
2023-04-27 06:27:54 , udn , 對銀行擔憂超過科技財報 道瓊跌逾200點、那指獨紅上漲55點 , https://udn.com/news/story/6811/7126046?from=udn-ch1_breaknews-1-0-news
2023-04-27 06:28:04 , udn , 由於投資人對First Republic Bank的擔憂超過對大型科技股財報的興奮，道瓊工業平均指數下跌逾200點。 , https://udn.com/news/story/6811/7126046?from=udn-ch1_breaknews-1-0-news
2023-04-27 06:32:52 , udn , 避免口味越吃越重 營養師：覺得鹹香就得再減少調味 , https://udn.com/news/story/7266/7126082?from=udn-ch1_breaknews-1-0-news
2023-04-27 06:33:03 , udn , 滷肉飯堪稱國民美食，自國境開放後更有許多外國遊客慕名而來，香噴噴的滷汁加上久燉軟嫩的滷肉，令人齒頰留香。不過，營養師提醒... , https://udn.com/news/story/7266/7126082?from=udn-ch1_breaknews-1-0-news
2023-04-27 06:33:24 , udn , 郭台銘中部趴趴走 鴨子划水在南投特吃香 , https://udn.com/news/story/6656/7125973?from=udn-ch1_breaknews-1-0-news
2023-04-27 06:33:34 , udn , 各界關注國民黨何時徵召總統參選人，黨主席朱立倫多次透露徵召時程會比過去歷屆提早，政壇人士推估極可能在五月中旬到下旬之間。中部政界瀰漫「觀望」態度，此刻，新北市長侯友宜被困在市議會，鴻海集團創辦人郭台銘近日則在中部趴趴走，安排接觸政、產、學界人士，呈現兩樣情。 , https://udn.com/news/story/6656/7125973?from=udn-ch1_breaknews-1-0-news
2023-04-27 06:35:54 , udn , 拜登警告北韓 動用核武將是政權末日 , https://udn.com/news/story/6809/7126095?from=udn-ch1_breaknews-1-0-news
2023-04-27 06:36:04 , udn , 美國總統拜登26日在白宮與來訪的南韓總統尹錫悅舉行記者會，為強化美韓在朝鮮半島的核威懾能力，雙方成立「核諮商小組」，分享... , https://udn.com/news/story/6809/7126095?from=udn-ch1_breaknews-1-0-news
2023-04-27 06:45:00 , udn , 氣溫回升 吳德榮：周六入夜變天 鋒面雨帶有較大雨勢 , https://udn.com/news/story/7266/7126097?from=udn-ch1_breaknews-1-0-news
2023-04-27 06:45:11 , udn , 中央大學大氣科學系兼任副教授吳德榮在「三立準氣象．老大洩天機」專欄表示，今天白天起各地多雲時晴，山區午後及東半部有局部降... , https://udn.com/news/story/7266/7126097?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:24:14 , udn , 疫情指揮中心5月1日退場 蔡英文今最後視察 , https://udn.com/news/story/6656/7126103?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:24:24 , udn , 新冠肺炎5月1日調整為第四類法定傳染病，歷時三年多的疫情指揮中心也將退場。蔡英文總統今天下午將到指揮中心，感謝大家這段期... , https://udn.com/news/story/6656/7126103?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:27:14 , udn , 運動家魔球失靈潰不成軍  慣老闆想搬家撈錢是最大罪人 , https://udn.com/news/story/122629/7125748?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:27:24 , udn , 運動家隊的開季，不是普通的糟（皇家隊抱歉了，你們還沒那麼糟）。5勝18敗和皇家並列大聯盟最爛，而且有機會挑戰歷史上最爛單季勝率—.130（1899年的克里夫蘭蜘蛛隊，只有20勝134敗）。更可怕的是他 , https://udn.com/news/story/122629/7125748?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:27:45 , udn , 衛斯特布魯克谷底翻身 重新贏得球迷尊重 , https://udn.com/news/story/122629/7125392?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:27:55 , udn , 今年季後賽首輪，西區最不公平的一場較量當屬快艇對上太陽。原因在於快艇雙星不能合體出賽，後來甚至雙雙缺陣，以這樣的陣容要對上太陽的四星聚會，球星威能大減的快艇最終以1比4被淘汰。沒有巨星壓陣的對決，也意 , https://udn.com/news/story/122629/7125392?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:28:16 , udn , 張國煒談星宇航空最大挑戰 直呼這事讓他「很燒腦」 , https://udn.com/news/story/7266/7126107?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:28:26 , udn , 星宇航空26日首航洛杉磯，航網正式跨足北美，董事長張國煒更親駕該航班。談到公司發展挑戰之處，他受訪指出，疫後旅運潮爆發，... , https://udn.com/news/story/7266/7126107?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:28:47 , udn , 張國煒再曝北美航線布局 親揭K董專機要搭這機型 , https://udn.com/news/story/7266/7126104?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:28:57 , udn , 星宇航空「台北 - 洛杉磯」首航JX002，在美國時間4月26日上午11時，降落洛杉磯國際機場Tom Bradley航廈... , https://udn.com/news/story/7266/7126104?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:29:18 , udn , 水氣減少上看31度 鄭明典：今天白天可見陽光 , https://udn.com/news/story/7266/7126106?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:29:29 , udn , 中央氣象局長鄭明典在臉書PO出夜間模式的雲圖，他表示，雲圖紅色代表低雲或霧，液態水含量高的雲用紅色顯示，可以和冰晶為主的... , https://udn.com/news/story/7266/7126106?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:35:44 , udn , 那斯達克受微軟激勵上漲 美股仍受累於運輸股和銀行股 , https://udn.com/news/story/6811/7126102?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:35:54 , udn , 美國股市周三收盤下跌，微軟在內大型科技公司財報雖支撐大盤信心，但標普500指數和道瓊工業指數仍受美國經濟疑慮和銀行股拖累... , https://udn.com/news/story/6811/7126102?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:39:02 , udn , 「除了台積電還有什麼？」批台灣不夠重視觀光 張國煒：落後星國太多 , https://udn.com/news/story/7266/7126109?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:39:06 , udn , 疫情指揮中心5月1日退場 蔡總統今最後視察 , https://udn.com/news/story/123490/7126103?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:39:13 , udn , 展望亞洲轉機市場，星宇航空26日首航洛杉磯，董事長張國煒親自執飛。提到各國積極發展觀光，他說，台灣不夠重視觀光，認為是業... , https://udn.com/news/story/7266/7126109?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:45:02 , udn , 「除了台積電還有什麼？」張國煒批台灣不夠重視觀光 落後星國太多 , https://udn.com/news/story/7238/7126109?from=udn-ch1_breaknews-1-0-news
2023-04-27 07:45:42 , udn , 民進黨「精準投放」轟侯郭 先想想阿扁說過的話 , https://udn.com/news/story/123307/7125999?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:00:02 , udn , 日本女高中生瘋「推活」 砸百萬集點求跟地下偶像約一次會 , https://udn.com/news/story/6812/7124734?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:00:13 , udn , 東京警視廳發現，近來有高中少女花費數百萬日圓在「推活」（推し活），不惜從家裡偷錢、做援助交際，只為與偶像多相處幾分鐘。「推活」源自日本動漫、偶像圈，簡單來說，是為了自己「推」的角色、人、事所做的「活」動。
推活基本功，有聽演唱會、買專輯、寫真集、周邊商品等；年輕女生隨身帶「最推」的人形小立牌，出門玩、進餐廳，將「推」的立牌融入生活情境拍照。日本人的推活不侷限追一線明星，可能是手遊的二次元角色，可能是虛擬實況主VTuber。年輕女孩喜推地下男偶像，男子咖啡廳店員也令高中少女痴狂。... , https://udn.com/news/story/6812/7124734?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:00:33 , udn , 私校生存戰／校產保衛戰！專輔學校轉型突圍 南向招生扭轉退場命運 , https://udn.com/news/story/6885/7119406?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:00:44 , udn , 少子化海嘯來襲，去年私校退場條例通過，嘉義縣市私校展開生存保衛戰，求生存、保校產，同濟中學停辦國中部，形同斷尾同生；興華中學被列專輔學校，卻能迎來補教名師入主；職校萬能工商、東吳工家則響應南向政策，到東南亞招生突圍，面對眼前的懸崖，他們是如何臨危應變扭轉逆勢？ , https://udn.com/news/story/6885/7119406?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:03:00 , udn , 第一共和銀可能被限制 使用貼現窗口和Fed緊急貸款工具 , https://udn.com/news/story/6811/7126123?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:03:10 , udn , 美國銀行監管機構正考慮是否下調第一共和銀行（First Republic Bank）的信用評分，此舉可能限制該銀行通過聯... , https://udn.com/news/story/6811/7126123?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:03:31 , udn , Meta營收超預期 祖克柏讚「AI帶財」盤後股價狂噴12% , https://udn.com/news/story/6811/7126120?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:03:41 , udn , 臉書母公司Meta Platforms公布上季營收高於分析師預期，執行長祖克柏表示，人工智慧（AI）協助該公司提升臉書和... , https://udn.com/news/story/6811/7126120?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:12:03 , udn , 桑默斯：美通膨要想降至2% 將付出沉重經濟代價 , https://udn.com/news/story/6811/7126128?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:12:13 , udn , 美國前財政部長桑默斯表示，通膨降溫可能導致經濟「顯著」下滑。 , https://udn.com/news/story/6811/7126128?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:12:34 , udn , 台積電（2330）狂跌外資卻喊買 網看破伎倆：同一招騙十年 , https://udn.com/news/story/7252/7125173?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:12:44 , udn , 26日權王台積電（2330）下跌，股價跌幅1.3%，終場收491元，下跌6.5元，失守500元大關，不過外資卻認為「可趁淡季增持台積電部位」喊買。PTT網友緊張表示，「連外資都來為台積電送暖，明天不會再大跌了吧？」但其他網友卻不買帳，直呼「外商明明直接大出貨」。 , https://udn.com/news/story/7252/7125173?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:14:14 , udn , 拜登與尹錫悅宣布協議 美國核潛艦逾40年來將首度部署南韓 , https://udn.com/news/story/6809/7126062?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:14:24 , udn , 美國有線電視新聞網（CNN）報導，美國總統拜登與南韓總統尹錫悅今天在白宮宣布一項重要協議，意在嚇阻北韓的侵略，其中包括美... , https://udn.com/news/story/6809/7126062?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:30:01 , udn , 達里歐：美中處在戰爭邊緣 大選前是高風險期 , https://udn.com/news/story/6811/7126142?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:30:12 , udn , 橋水基金創辦人達里歐（ Ray Dalio）指出，全球最大的兩個經濟體已經處在戰爭邊緣，而局面將隨著美國進入2024年總... , https://udn.com/news/story/6811/7126142?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:30:33 , udn , 美韓領袖聯合聲明  重申台海和平穩定不可或缺 , https://udn.com/news/story/6809/7126139?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:30:43 , udn , 美國總統拜登與南韓總統尹錫悅今天舉行雙邊會談，會後發表聯合聲明指出，兩國元首重申維護台海和平穩定重要性，認為這是區域安全... , https://udn.com/news/story/6809/7126139?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:31:04 , udn , 歐洲學者團將訪台：法國挺台海穩定立場堅定 , https://udn.com/news/story/6809/7126140?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:31:14 , udn , 法、義學者代表團將訪台，深化台歐關係與互信。代表團成員法國學者博達安向中央社分析，儘管總統馬克宏涉台言論欠妥，但法國對台... , https://udn.com/news/story/6809/7126140?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:31:35 , udn , 監管虛擬貨幣金管會邁第一步 幣圈憂心法規跟不上產業 , https://udn.com/news/story/7238/7124421?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:31:45 , udn , 歷經去年加密交易所FTX交易平台倒閉事件，全球投資人損失慘重。金管會宣布成為監管虛擬資產的主責機關。業者對於政府翻開產業新紀元多持樂觀看法，但仍有散戶投資人擔憂監理原則過於空泛，「萬一業者不自律怎麼辦？」、「法律腳步追不上產業發展趨勢」、「空窗期怎麼監理？」等問題。 , https://udn.com/news/story/7238/7124421?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:32:06 , udn , 照片看歷史／1955年美安全總署參觀台北屠宰場與魚市場 曝早期殺豬情形 , https://udn.com/news/story/7314/7123767?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:32:16 , udn , 1955年4月27日，台北市長高玉樹市長於清晨5時半陪同美國國際合作總署台灣分署衛生組長及美大使館人員3人，赴台北市蘭州街屠宰場參觀殺豬情形，並參觀本市中央魚市場設備及開市盛況。美國國際合作總署透過農業復興委員會協助台灣進行畜牧的改良，並提供農業貸款協助農村建設。這批視察照片呈現了台灣早期市場屠宰及販賣的珍貴影像。... , https://udn.com/news/story/7314/7123767?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:33:04 , udn , 周六晚變天 周日氣溫跌幅10度 吳聖宇：梅雨鋒可能拖到5月下旬 , https://udn.com/news/story/7266/7126147?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:33:15 , udn , 天氣風險公司天氣分析師吳聖宇說，受到東北季風增強以及雲雨帶通過降雨的影響，昨天北部、東半部很有冬季的感覺，台灣南北之間溫... , https://udn.com/news/story/7266/7126147?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:33:35 , udn , 【重磅快評】稱謂重要？出席重要？晏子早有答案 , https://udn.com/news/story/6656/7126148?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:33:46 , udn , 前總統馬英九應邀出席希臘「德爾菲經濟論壇」，主辦單位一改再改馬的職銜，蔡政府因此認為馬不該出席。整個過程堪稱反轉再反轉，... , https://udn.com/news/story/6656/7126148?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:34:07 , udn , 高雄轎車遇警攔查逃竄失控 連撞3車後2男涉毒被捕 , https://udn.com/news/story/7315/7126145?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:34:17 , udn , 高雄市警保安大隊員警今天凌晨追查可疑車輛，這輛黑色轎車卻加速逃竄，在高雄市新興區七賢一路左轉失控，撞上路邊3輛車，車上2... , https://udn.com/news/story/7315/7126145?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:42:04 , udn , 全中運南市奪32金34銀27銅 游泳小將金牌數破10 , https://udn.com/news/story/6898/7126156?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:42:15 , udn , 全中運今天結束，台南市選手在游泳項目屢締佳績，獎牌數已累積10金9銀1銅，總計所有項目已拿下32金34銀27銅，市長黃偉... , https://udn.com/news/story/6898/7126156?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:42:36 , udn , 40名公安與網信辦官員遭美起訴 陸揚言堅決反制到底 , https://udn.com/news/story/7331/7126153?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:42:46 , udn , 針對美國司法部日前宣布針對34名中國公安部成員提出指控，稱這些人涉及騷擾居住在紐約都會區等美國多地的異議人士。大陸公安部... , https://udn.com/news/story/7331/7126153?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:50:53 , udn , 高雄愛河發現浮屍 女子死亡多時身分待查 , https://udn.com/news/story/7320/7126159?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:51:03 , udn , 高雄地方法院前的愛河水域，今天清晨民眾發現有人在水上載浮載沉，趕緊向警、消求救，前金消防分隊打撈起溺水者，發現溺水女子已... , https://udn.com/news/story/7320/7126159?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:52:25 , udn , 尹錫悅會馬斯克  邀請特斯拉到南韓設超級工廠 , https://udn.com/news/story/6811/7126150?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:52:35 , udn , 正在美國訪問的南韓總統尹錫悅，周三（26日）與特斯拉（Tesla）執行長馬斯克會面。尹錫悅邀請馬斯克到南韓投資設立特斯拉... , https://udn.com/news/story/6811/7126150?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:52:56 , udn , 美元下跌 受美銀行業疑慮拖累 , https://udn.com/news/story/6811/7126149?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:53:07 , udn , 美國銀行業危機揮之不去，美元對六種主要貨幣走勢的美元指數（DXY）周三下跌0.2%，回吐了周二的漲幅。 , https://udn.com/news/story/6811/7126149?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:53:52 , udn , 入境日本免疫苗證明可望提前 林氏璧解讀是這原因 , https://udn.com/news/story/7270/7126168?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:54:03 , udn , 前台大感染科醫師林氏璧（本名孔祥琪）在臉書「日本自助旅遊中毒者」發文，入境日本免驗疫苗接種證明，擬提前到4月29日開始，... , https://udn.com/news/story/7270/7126168?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:54:24 , udn , 最新雞蛋產銷資訊曝光 產蛋雞略增10萬隻、產蛋量持平 , https://udn.com/news/story/7266/7126163?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:54:28 , udn , 國際油價大跌近4% 回吐OPEC+宣告減產以來漲幅 金價跌 , https://udn.com/news/story/6811/7126146?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:54:34 , udn , 根據農委會最新雞蛋產銷資訊，本周產蛋雞隻數3083萬隻，比上周微增10萬隻；但雞蛋日產量仍維持11萬2000箱（每箱20... , https://udn.com/news/story/7266/7126163?from=udn-ch1_breaknews-1-0-news
2023-04-27 08:54:39 , udn , 國際油價周三（26日）收盤重挫近4%，寫下3月中旬以來最大跌幅，延續前一交易日跌勢，把石油輸出國組織與盟國（OPEC+）... , https://udn.com/news/story/6811/7126146?from=udn-ch1_breaknews-1-0-news
