2023-04-25 00:00:54 , udn , 中職／黃保羅「開箱」1.2局失5分 味全龍曹祐齊贏了娃娃兵之戰 , https://udn.com/news/story/7001/7120506?from=udn-ch1_breaknews-1-0-news
2023-04-25 00:44:56 , udn , 亂燉「豬食」成流量密碼  陸年輕人興起做飯糊弄學 , https://udn.com/news/story/7331/7120570?from=udn-ch1_breaknews-1-0-news
2023-04-25 00:45:06 , udn , 在萬物皆漲，唯有薪水不漲的年代裡，在外打拚的年輕人想省錢，自己下廚絕對比餐餐當「老外」便宜。但每天上班忙到根本沒時間自己煮飯，加上年輕人多沒有廚藝，怎麼辦呢？一種名為「做飯糊弄學」的飲食文化，近期就在大陸社交平台興起。 , https://udn.com/news/story/7331/7120570?from=udn-ch1_breaknews-1-0-news
2023-04-25 00:56:45 , udn , 加起來超過660歲的潮銀舞團阿嬤們 挑戰台大盃街舞大賽 , https://udn.com/news/story/7327/7120767?from=udn-ch1_breaknews-1-0-news
2023-04-25 00:56:56 , udn , 屏東縣一群年紀加起來超過660歲的阿嬤們，來自各社區關懷據點，曾是社區銀閃閃街舞團的一員，她們組成「Silver cre... , https://udn.com/news/story/7327/7120767?from=udn-ch1_breaknews-1-0-news
2023-04-25 00:57:16 , udn , 受夠惡鄰占地為王 怎樣檢舉才能給他好看 , https://udn.com/news/story/7266/7120768?from=udn-ch1_breaknews-1-0-news
2023-04-25 00:57:27 , udn , 停車位一處難求，不少巷弄或郊區的路邊沒有畫設路線，變成鄰居之間必爭「寶位」。嘉義縣有男子疑似不滿鄰居80幾歲婦人拿水瓶占位，直接移走爆發拉扯，結果婦人慘摔、後腦撞花盆；類似情況層出不窮，員警說，看過將香爐直接以水泥「加固」占在道路上；律師說，只要不屬私人土地，長期當道路、人行道「路霸」，是可以檢舉的，最嚴重恐涉竊佔罪。 , https://udn.com/news/story/7266/7120768?from=udn-ch1_breaknews-1-0-news
2023-04-25 00:57:48 , udn , 雙北64槍！藍營批治安惡化 警政署秀數據：全般刑案降 , https://udn.com/news/story/6656/7120764?from=udn-ch1_breaknews-1-0-news
2023-04-25 00:57:58 , udn , 新北、台北市接連兩起槍擊案共開64槍，國民黨立法院團批治安惡化，黑槍、毒品及詐欺氾濫。警政署說，近20年全般刑案、暴力犯... , https://udn.com/news/story/6656/7120764?from=udn-ch1_breaknews-1-0-news
2023-04-25 02:17:47 , udn , 成大醫學院學生凌晨做實驗 散發刺鼻氣體1人就醫 , https://udn.com/news/story/7320/7120805?from=udn-ch1_breaknews-1-0-news
2023-04-25 02:17:58 , udn , 台南市成功大學醫學院學生，今天凌晨零點30分在學校大樓2樓做實驗，將丙酮倒入廢料桶後產生刺鼻氣體，1名男學生接觸後感覺不... , https://udn.com/news/story/7320/7120805?from=udn-ch1_breaknews-1-0-news
2023-04-25 05:32:48 , udn , 科技財報前夕 那指收盤下跌 , https://udn.com/news/story/6811/7120841?from=udn-ch1_breaknews-1-0-news
2023-04-25 05:32:58 , udn , 那斯達克綜合指數下跌，投資人等待大型科技股本周發布的一系列企業財報和最新經濟數據。 , https://udn.com/news/story/6811/7120841?from=udn-ch1_breaknews-1-0-news
2023-04-25 05:53:46 , udn , 尹錫悅強調台海議題 白宮：區域緊張不應成衝突 , https://udn.com/news/story/6809/7120851?from=udn-ch1_breaknews-1-0-news
2023-04-25 05:53:57 , udn , 南韓總統尹錫悅赴美國是訪問，白宮國家安全顧問蘇利文（Jake Sullivan）24日表示，美國總統拜登將與尹錫悅討論嚇... , https://udn.com/news/story/6809/7120851?from=udn-ch1_breaknews-1-0-news
2023-04-25 06:20:46 , udn , 梅花鹿野放30年繁殖近10倍 圖解墾丁鹿滿為患 , https://udn.com/news/story/7314/7120791?from=udn-ch1_breaknews-1-0-news
2023-04-25 06:20:56 , udn , 聯合報每天推出「圖解新聞」，希望藉由圖像設計幫助讀者理解生硬內容。這次的圖表帶你看墾丁梅花鹿之亂。
墾丁梅花鹿復育30年，族群量約2千隻，也是官方引以為傲的生態復育案例，但鹿群數量持續增加，與人、生態系的衝突不斷，已演變成「鹿災」，墾丁國家公園管理處正展開野外族群移除減量計畫。 , https://udn.com/news/story/7314/7120791?from=udn-ch1_breaknews-1-0-news
2023-04-25 06:21:17 , udn , 誰讓台電非得流血買電、綠金蟑螂四處橫行？ , https://udn.com/news/story/6656/7120796?from=udn-ch1_breaknews-1-0-news
2023-04-25 06:21:28 , udn , 台電在短短不到一個月內，就啟動兩次「需量反應措施」，用每度電10元的高價向民間買電，好撐著岌岌可危的備轉容量率。經濟部長王美花稱這只是「買保險」，不會變成常態。但若電量充足，為何需要買保險？不只如此，台電還把需量競價上限加碼到14元，為了掩蓋缺電的馬腳，簡直已到流血買電的程度。如今台灣更是綠電蟑螂橫行，但又是誰讓「黑金權」三位一體的綠金產業鏈得以應運而生？ , https://udn.com/news/story/6656/7120796?from=udn-ch1_breaknews-1-0-news
2023-04-25 06:42:08 , udn , 侯友宜進深水區 議會戰場「壓力測試」 牽動2024總統路 , https://udn.com/news/story/6656/7120772?from=udn-ch1_breaknews-1-0-news
2023-04-25 06:42:18 , udn , 新北市議會25日開議，由於新北市長侯友宜的特殊身分，新北市議會將成「2024新戰場」。新北是侯友宜「政治本命區」，藍綠黨團25日都發出甲級動員令，藍營將主動出擊，綠營則磨刀霍霍；從25日起，侯友宜將踏進深水區，這一戰攸關2024，宛如侯的「壓力測試」，深水炸彈若引爆，最慘烈的結果將癱瘓新北市議會。 , https://udn.com/news/story/6656/7120772?from=udn-ch1_breaknews-1-0-news
2023-04-25 06:57:19 , udn , 今高溫上看33度 吳德榮：晚間起北部、東北部轉有雨 , https://udn.com/news/story/7266/7120877?from=udn-ch1_breaknews-1-0-news
2023-04-25 06:57:29 , udn , 中央大學大氣科學系兼任副教授吳德榮表示，今天白天各地多雲時晴，高溫約在25至33度；不過今晚起鋒面接近，北部、東北部轉有... , https://udn.com/news/story/7266/7120877?from=udn-ch1_breaknews-1-0-news
2023-04-25 07:08:23 , udn , 亂燉「豬食」成流量密碼 陸年輕人興起做飯糊弄學 , https://udn.com/news/story/7332/7120570?from=udn-ch1_breaknews-1-0-news
2023-04-25 07:21:18 , udn , 摩鐵毒趴涉害死2少女 法官裁定羈押禁見 , https://udn.com/news/story/7315/7120884?from=udn-ch1_breaknews-1-0-news
2023-04-25 07:21:28 , udn , 新北市新店一間摩鐵日前發生洪姓男子疑與2名未成年少女在房間開毒趴，2少女吸毒過量致死，洪棄屍後逃逸；檢警調閱監視器畫面，... , https://udn.com/news/story/7315/7120884?from=udn-ch1_breaknews-1-0-news
2023-04-25 07:30:16 , udn , 尼克鐵血防守被低估 騎士含淚認證這支紐約強隊 , https://udn.com/news/story/122629/7120349?from=udn-ch1_breaknews-1-0-news
2023-04-25 07:30:27 , udn , 下剋上是NBA季後賽最吸睛、最能創造關注力劇本。東區第五種子紐約尼克七戰四勝系列賽3：1領先第四種子克里夫蘭騎士，晉級只差臨門一腳。尼克季後賽打出聯盟第一防守效率，幾近一面倒系列賽戰況，窒息式防守令騎 , https://udn.com/news/story/122629/7120349?from=udn-ch1_breaknews-1-0-news
2023-04-25 07:30:47 , udn , 負荷管理能增加奪冠機會嗎？ 雷納德傷退成負面案例 , https://udn.com/news/story/122629/7120301?from=udn-ch1_breaknews-1-0-news
2023-04-25 07:30:58 , udn , 洛杉磯快艇隊正與鳳凰城太陽隊激戰爭季後賽晉級，前兩戰表現亮眼的快艇球星雷納德（Kawhi Leonard）又傷，直接缺席攸關重大的主場賽事，掀起體壇一片波瀾。球評各自表述，媒體再將負荷管理（Load  , https://udn.com/news/story/122629/7120301?from=udn-ch1_breaknews-1-0-news
2023-04-25 07:31:18 , udn , 台日樂天投手都出問題 打擊決定桃猿、金鷲戰績走向 , https://udn.com/news/story/122629/7120269?from=udn-ch1_breaknews-1-0-news
2023-04-25 07:31:29 , udn , 跟中職一樣，日職的戰績也呈現膠著的現象，兩聯盟的前4名勝差都在2場以內，且勝率都超過5成，但同樣地兩聯盟的最後2名都是處於敗多於勝的狀況，墊底的分別是中日及火腿，這兩支球隊的排名不令人意外，但倒數第2 , https://udn.com/news/story/122629/7120269?from=udn-ch1_breaknews-1-0-news
2023-04-25 07:57:06 , udn , 私中小聯考／補習班是良藥或毒藥？ 靠台大名師打口碑也會「挑家長」 , https://udn.com/news/story/6885/7119949?from=udn-ch1_breaknews-1-0-news
2023-04-25 07:57:16 , udn , 今年台中私立國中雖改成多元入學，但雙北私中仍維持筆試招生，為讓孩子擠進私中窄門，家長無不積極打探坊間補習班成效。就有台大名師靠口碑闖出名號，除了蒐集台大學霸讀書經驗，甚至會「挑家長」，堅持先跟家長與學生面談，確認家長教育理念並測試孩子程度，很多家長本身也是台大畢業；至於有補習班聲稱可拿到各校考古題，但北部私中考題鎖很緊，外人很難拿到，究竟考題如何外流？ , https://udn.com/news/story/6885/7119949?from=udn-ch1_breaknews-1-0-news
2023-04-25 07:57:37 , udn , 解放軍無人機大躍進？ 無偵-8「看得到打不到」成台海與美航艦大威脅？ , https://udn.com/news/story/10930/7119528?from=udn-ch1_breaknews-1-0-news
2023-04-25 07:57:47 , udn , 解放軍近年大力發展無人機，除了採用了火箭發動機的無偵-8，無偵-7、無偵-10、攻擊-2等都在去年11月第14屆中國航展亮相，可能都已服役。

美媒華盛頓郵報披露外洩美軍機密檔顯示，大陸軍方預計很快在東部沿海部署無偵-8（WZ-8）超音速高空偵察無人機。華郵講的是未來，部分大陸軍事專家卻說這可能已是過去式。說說可以，印證不容易，要如何才能證明無偵-8已經對台灣進行多次偵察任務？ , https://udn.com/news/story/10930/7119528?from=udn-ch1_breaknews-1-0-news
2023-04-25 07:59:58 , udn , 【專家之眼】中共攻台逾兩周習會出事？柯文哲做夢吧？ , https://udn.com/news/story/6656/7120895?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:00:09 , udn , 台灣民眾黨主席柯文哲訪美，從開始接機人不多，接著倒吃甘蔗，三進AIT總部見美官員，小黨可以獲得大國重視，柯主席及幕僚對美... , https://udn.com/news/story/6656/7120895?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:14:56 , udn , 吳聖宇：東北季風增強北東下雨降溫 中南部午後山區局部雨 , https://udn.com/news/story/7266/7120903?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:15:07 , udn , 天氣風險公司天氣分析師吳聖宇今天指出，北東今晚明天東北季風增強，中南留意午後山區局部降雨。今晚到明天因為微弱鋒面尾端快速... , https://udn.com/news/story/7266/7120903?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:15:27 , udn , 「600塊買台積電」放十年就不會輸錢？他論點被噓爆：漏1重點 , https://udn.com/news/story/7252/7119880?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:15:38 , udn , 台積電（2330）24日股價表現疲弱，到504元，創1個多月新低，終場收在507元，下跌4元。不過有PTT網友力挺，「以長期角度來看，買入台積電，就算你今天出價600塊來買，未來十年也很難輸錢」。然而他的論點卻被其他人噓爆，網友坦言「這個概念是要填息才有，沒有填息你只是把自己的錢拆成10年還給自己」。 , https://udn.com/news/story/7252/7119880?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:30:06 , udn , 重劃搶民地／伍厝重劃「偷吃步」 違平均地權條例 法院判失效有前例 , https://udn.com/news/story/7266/7120783?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:30:17 , udn , 高雄大寮伍厝自辦市地重劃案被指欺壓弱勢，開發商申請重劃過程也涉利用重劃舊法「偷吃步」。熟悉重劃問題的律師指出，重劃舊法有些條文根本牴觸母法平均地權條例「多數決」正當程序，已有兩起重劃會被判會議決議失效。伍厝重劃案依例也涉違法，重劃會、核准重劃會成立的高雄市政府都有責任。 , https://udn.com/news/story/7266/7120783?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:30:37 , udn , 又是國道1號145公里...1轎車衝落邊坡 駕駛受傷送醫 , https://udn.com/news/story/7320/7120907?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:30:48 , udn , 國道1號145.5公里苗栗縣銅鑼鄉南下路段，今天凌晨發生轎車撞擊內側護欄後衝落邊坡，車子翻覆四腳朝天，李姓駕駛（45歲）... , https://udn.com/news/story/7320/7120907?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:31:08 , udn , 蘋果跨醫療／台積晶片如何助Apple Watch測血糖？矽光子成半導體新戰場 , https://udn.com/news/story/7238/7119948?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:31:19 , udn , 蘋果創辦人史蒂夫賈伯斯時代，有一個結合穿戴裝置、新科技與醫療的「登月式」（moonshot）神祕專案：非侵入式血糖監測產品計畫，計畫代號為「E5」，目標是在無需刺穿皮膚取得血液情況下監測人體內的血糖。蘋果的最終目標是讓蘋果手表Apple Watch納入血糖監測系統，成為全球數百萬糖尿病患者必備裝置。
外媒指出，如果蘋果能完善這個功能，將成為糖尿病患者的福音，有助鞏固蘋果在醫療保健領域的地位。彭博認為，一旦實現，將顛覆價值數百億美元的全球產業。... , https://udn.com/news/story/7238/7119948?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:31:39 , udn , 張國煒親駕星宇首航北美洛杉磯 全球知名百萬網紅體驗頭等艙 , https://udn.com/news/story/7266/7119559?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:31:50 , udn , 星宇航空即將在4月26日開航首條長程航線－美國洛杉磯（LAX），除了由董事長張國煒親駕該航班之外，更是星宇A350廣體機推出頭等艙艙等服務以來，首度有旅客搭乘體驗的航班。聯合報數位版也掌握，在4席的頭等艙席位上，全球知名的航空評論家及旅遊YouTuber，其YouTube頻道有超過300萬名訂閱者，觀看次數達6億次的崔佳星（Sam Chui），也將會是頭等艙其中一名貴賓。... , https://udn.com/news/story/7266/7119559?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:32:11 , udn , 照片看歷史／1955年國軍率真、中程艦 載旅菲僑生團、國民黨藝宣隊返國勞軍 , https://udn.com/news/story/7314/7119386?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:32:21 , udn , 1955年4月25日，菲律賓華僑學生回國軍中服務總隊、國民黨馬尼拉支部藝術宣傳隊以及菲國華僑童子軍回國觀光團等三個團體，搭乘我海軍「率真」、「中程」兩艦，在三千餘台北基隆兩市各界代表、學生及市民的熱烈歡呼聲中到達基隆港。 

藝術宣傳隊與童子軍回國觀光團是在上午11時15分乘「率真」號兵艦先行到達，由蔡隆基、林玉崑分別率領，在數千歡迎群眾的歡呼聲、爆竹聲與軍樂聲中，眾人魚貫下艦，並在碼頭所佈置的臨時歡迎會場上，接受各界代表的獻花。 , https://udn.com/news/story/7314/7119386?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:38:40 , udn , 真實人生／單親媽媽與男爵相戀挺進上流 童話結局卻是豪門遺產殺人案 , https://udn.com/news/story/6812/7117778?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:38:51 , udn , 很少人像她那麼幸運──30多歲時，離婚帶著兩個孩子，在家烤蛋糕點心送到餐館去賣；47歲時，與比利時男爵結婚，開始結交王公貴族，進入上流社會。後來她在尼泊爾辦孤兒院及國際學校、在北京創設極具影響力的現代藝術中心、在一些醫院為癌症病患提供身心治療、自創時尚品牌……。米莉安．尤倫斯的人生，有人形容像是童話故事，只不過上個月底，這故事出現了悲慘轉折：70歲的她在比利時自家門口遭槍殺，凶手是男爵與前妻的兒子。豪門世家這條路，她如何走到盡頭？ , https://udn.com/news/story/6812/7117778?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:39:11 , udn , 緯創（3231）跟著大哥多！他嗨喊「一起乘風破浪」 網看衰：風險高 , https://udn.com/news/story/12806/7119841?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:39:22 , udn , 緯創（3231）近年積極擴大非PC及手機代工業務，聚焦伺服器等高毛利領域，今年3月營收雙成長，月增53.01%、年增0.11%，近一個月以來三大法人同步買超13.7萬張，其中外資尤為買超主力。PTT網友表示「跟著大哥多，一起乘風破浪」，但不少人認為已是高點，現在進場風險很高。 , https://udn.com/news/story/12806/7119841?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:50:56 , udn , 大陸以涉嫌分裂國家罪 正式批准逮捕台灣男子楊智淵 , https://udn.com/news/story/7331/7120923?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:51:06 , udn , 據環球網25日報導，去年8月3日遭大陸以「涉嫌分裂國家罪」逮捕的33歲台灣男子楊智淵，浙江省溫州市檢察院已於日前批准對其... , https://udn.com/news/story/7331/7120923?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:51:27 , udn , 影／警甩棍敲窗也不理 高雄車拒檢加速逃影片曝光 網友全怒了 , https://udn.com/news/story/7320/7120924?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:51:37 , udn , 高雄市鼓山警分局龍華所警員昨（24日）晚10時9分巡邏時，發現一輛白色休旅車違規，盤查對方卻拒檢，警方見駕駛意圖逃逸，持... , https://udn.com/news/story/7320/7120924?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:51:58 , udn , 全中運南市田徑、游泳穿金戴銀 23金23銀19銅向前衝 , https://udn.com/news/story/6885/7120917?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:52:09 , udn , 全中運邁入第4天，台南市持續搶金奪銀，金城國中吳宏侖在國男組田徑400公尺，衝出48秒97奪得金牌，崇明國中洪渝姍在10... , https://udn.com/news/story/6885/7120917?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:56:57 , udn , 紐時賞析／全球權力鬥爭 顯示外交時代終結 , https://udn.com/news/story/6904/7115331?from=udn-ch1_breaknews-1-0-news
2023-04-25 08:57:07 , udn , President Joe Biden visited Northern Ireland to mark the 25t... , https://udn.com/news/story/6904/7115331?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:05:13 , udn , 吳聖宇：東北季風增強北東下雨降溫中南部午後山區局部雨 , https://udn.com/news/story/7266/7120903?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:06:07 , udn , 印尼蘇門答臘西方規模7.3地震 海嘯警報解除 , https://udn.com/news/story/6809/7120925?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:06:17 , udn , 印尼氣象氣候暨地球物理局（BMKG）表示，印尼蘇門答臘西方今天發生規模7.3地震，當局發布了海嘯警報，但已於約兩個小時後... , https://udn.com/news/story/6809/7120925?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:06:38 , udn , 台南永康大灣路學生出租套房清晨起火 10人逃出消防救出8人 , https://udn.com/news/story/7320/7120953?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:06:49 , udn , 台南市永康區大灣路一棟學生出租套房，今天早上發生起火，現場居住多人，有人還在睡夢中被叫醒，倉皇逃出，消防人員救出8人，其... , https://udn.com/news/story/7320/7120953?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:07:09 , udn , 陸大學馬克思主義學院院長因發了張相片，被拔官了 , https://udn.com/news/story/7333/7120944?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:07:20 , udn , 大陸多家媒體24日報導，南京東南大學馬克思主義學院（簡稱「馬院」）院長袁久紅遭免職的消息。原因是袁久紅日前在一個名為「高... , https://udn.com/news/story/7333/7120944?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:07:40 , udn , 賈新興：下雨條件差、機會少 ５月梅雨不樂觀 , https://udn.com/news/story/7266/7120943?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:07:51 , udn , 台灣整合防災工程技術顧問公司總監賈新興今天在臉書指出，從歐洲展期模式來看，５月梅雨不樂觀，大家要節約用水。 , https://udn.com/news/story/7266/7120943?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:18:17 , udn , 台中后里民宅大火4人逃出 屋主母親和女兒2人受傷送醫 , https://udn.com/news/story/7320/7120962?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:18:27 , udn , 台中市后里區今天早上發生民宅火警，火煙迅速竄出，消防隊員到場搶救，屋內有4人，屋主夫妻逃出，屋主的母親和女兒受傷送醫，起... , https://udn.com/news/story/7320/7120962?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:18:48 , udn , 4/25【早晨財經速解讀】美債違約危機?美國主權CDS飆漲 壽險業見曙光 坐等降息? , https://udn.com/news/story/7251/7120932?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:18:59 , udn , 美股那斯達克綜合指數周一收盤下跌，表現不及標普500指數和道瓊工業指數，投資人觀望微軟在內即將公布的大型股企業財報，特斯拉股價則因支出計畫疑慮而下跌。 , https://udn.com/news/story/7251/7120932?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:19:19 , udn , 巴拉圭總統候選人：作為台灣邦交國喪失許多機會 但台未做相同犧牲 , https://udn.com/news/story/6809/7120959?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:19:30 , udn , 台灣在南美洲唯一的邦交國巴拉圭本月30日將舉行總統大選，在野黨候選人艾里格里（Efrain Alegre）24日表示自己... , https://udn.com/news/story/6809/7120959?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:21:16 , udn , 澎防部傳士兵失聯 母Po文急尋憂：大兵日記內容很不妙 , https://udn.com/news/story/7320/7120967?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:21:27 , udn , 澎湖一位焦急的母親昨晚在澎湖多個臉書社群PO文，急尋在澎防部服役的21歲兒子張兆林，部隊通知休假後失聯，提到兒子的莒光日... , https://udn.com/news/story/7320/7120967?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:27:17 , udn , 台南永康3樓學生套房起火18人幸運逃出 沒裝住警器將開罰 , https://udn.com/news/story/7320/7120975?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:27:28 , udn , 台南市永康區大灣路942巷一棟三層樓出租套房上午7點15分左右突然冒煙，起火後住在1樓2樓的10名住戶跑到屋外，2、3樓... , https://udn.com/news/story/7320/7120975?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:33:16 , udn , 十二星座「最愛拔刀相助」排行榜！巨蟹相挺到底、這星座是超神隊友 , https://udn.com/news/story/7268/7120185?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:33:26 , udn , 有的人個性雞婆、急公好義，看到別人身陷困難時，就會毫不猶豫出手相助，雖然是種美德，但也因此容易給自己找上麻煩。日本網站「占TV」近來就分析十二星座的人，誰最有愛插手別人糾紛的性格。 , https://udn.com/news/story/7268/7120185?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:33:47 , udn , 友台加州副州長康伊蓮  宣布競選下屆州長 , https://udn.com/news/story/6813/7120896?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:33:57 , udn , 加州副州長康伊蓮今天宣布競選2026年州長，接替現任州長紐松職務。康伊蓮與台灣友好，4月初總統蔡英文過境洛杉磯，她特別出... , https://udn.com/news/story/6813/7120896?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:34:18 , udn , 變態印傭猥褻小主人再自慰 5分鐘露骨影片瘋傳揭心寒內情 , https://udn.com/news/story/6812/7120940?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:34:29 , udn , 馬來西亞1名印尼籍女傭，竟然猥褻小主人並拍下猥褻不雅影片，包括自慰、讓小主人撫摸和舔其私處等，變態畫面的露骨程度令人咋舌 , https://udn.com/news/story/6812/7120940?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:34:49 , udn , 知名科企推廁所app捉「蛇王」去大便要計時！ 網友：像坐牢 , https://udn.com/news/story/7335/7120963?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:35:00 , udn , 在現今世代做社畜，一星期返五日每日9小時工作時間是基本，有時中午有一小時午飯抖抖氣的確不太足夠，所以不少上班族都會自製廁所位「蛇王」，在廁格內開大小之餘，有自己的空間，又可以滑手機上上社交平台。近日有大公司為防員工蛇王竟研發廁所軟件，顯示每個廁格的使用狀態，令網友不禁震驚：「這跟養畜牲有何分別？」 , https://udn.com/news/story/7335/7120963?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:35:20 , udn , 離奇命案！早上持槍追殺女友失敗 男子晚上命喪停車場死狀極恐怖 , https://udn.com/news/story/6812/7120974?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:35:31 , udn , 泰國發生離奇命案！1名30歲男子早上駕車持槍追殺29歲女友不果，晚上卻被發現伏屍曼谷一商場停車場車內，並遭人用電線綁在車內把手上。警察正調查案件內情。 , https://udn.com/news/story/6812/7120974?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:40:57 , udn , 零碳不再是夢！伊雲谷憑「這7招」達成綠色挑戰 , https://udn.com/news/story/7241/7120927?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:41:08 , udn , 數位轉型服務商伊雲谷（6689）透過臉書宣布，公司已正式達成「Go Green with ECV」綠色挑戰，並感謝分布於... , https://udn.com/news/story/7241/7120927?from=udn-ch1_breaknews-1-0-news
2023-04-25 09:42:18 , udn , 黃狗「兩腳站立騎滑板車」隨行飼主身後！小眼神鄙視路人：沒車的都遜咖 , https://udn.com/news/story/7470/7120112?from=udn-ch1_breaknews-1-0-news
