2023-04-13 00:05:42 , udn , 唐永紅：兩岸變敵我矛盾 惠台失去中國人幫中國人基礎 , https://udn.com/news/story/7331/7094392?from=udn-ch1_breaknews-1-0-news
2023-04-13 07:30:13 , udn , 大聯盟實施新規則以來，果然讓比賽的樣貌看起來不大一樣了，在季前各界所預期的變化一一成真。但到底變成什麼樣子？讓我們用數字來說話，雖然賽季進行還不到兩個禮拜，但還是可以為我們指引出一個方向。

比賽 , https://udn.com/news/story/122629/7093893?from=udn-ch1_breaknews-1-0-news
2023-04-13 07:30:33 , udn , 湖人挺過灰狼挑戰 首輪遇灰熊仍難過關 , https://udn.com/news/story/122629/7093799?from=udn-ch1_breaknews-1-0-news
2023-04-13 07:30:44 , udn , 西區附加賽第一場湖人克服了大半場的落後，在最後讀秒階段成功超車，雖然灰狼幸運地靠著罰球把比賽逼入延長，最終湖人還是在主場勝出。湖人在驚濤駭浪之中鎖定第七種子，接下來將對決第二種子的灰熊，而這場附加賽的 , https://udn.com/news/story/122629/7093799?from=udn-ch1_breaknews-1-0-news
2023-04-13 07:31:04 , udn , 中職／經典賽後遺症西武獅最慘 味全龍、中信兄弟影響也不小 , https://udn.com/news/story/122629/7093766?from=udn-ch1_breaknews-1-0-news
2023-04-13 07:31:15 , udn , 堪稱是世界最高強度國際賽事的經典賽在球季前的3月份開打，參加的選手們在提早調整到位的狀況下，是否能在正規賽季維持一定的表現，是過去幾屆經典賽結束後被關注的焦點，今年各國職棒也已進行了近兩週的賽程，看起 , https://udn.com/news/story/122629/7093766?from=udn-ch1_breaknews-1-0-news
2023-04-13 07:31:35 , udn , 台股交割擬改T+1掀討論 跟隨國際潮流是利是弊？ , https://udn.com/news/story/7238/7093348?from=udn-ch1_breaknews-1-0-news
2023-04-13 07:31:46 , udn , 台灣股市交割制度從T+3走到T+2，花了十年時間，投資人已相當熟悉此模式，近來各國股市交割制度陸續改為「T+1」，台灣也打算跟進。台股交割制度改變之後，對市場有無衝擊，對投資人有何影響？ , https://udn.com/news/story/7238/7093348?from=udn-ch1_breaknews-1-0-news
2023-04-13 07:32:06 , udn , 買「黃平洋的銅爐」被搶73萬？ 情侶說詞怪 法官不相信 , https://udn.com/news/story/7321/7094616?from=udn-ch1_breaknews-1-0-news
2023-04-13 07:32:17 , udn , 梁姓男子被控透過臉書兜售「黃平洋的銅爐」，陳姓男子與馮姓女友看到廣告後議定以73萬元購買，雙方約在宜蘭交易，但梁找來黃姓... , https://udn.com/news/story/7321/7094616?from=udn-ch1_breaknews-1-0-news
2023-04-13 07:33:03 , udn , 索席琳狄翁門票沒給錢！「鄭文燦用的貪官」辯：選舉很忙 , https://udn.com/news/story/7321/7094621?from=udn-ch1_breaknews-1-0-news
2023-04-13 07:33:13 , udn , 桃園市經濟發展局前局長朱松偉被控利用承辦公共工程、採購向廠商索賄，收受20萬元、iPad，連飯店房費、威而鋼都要，檢方起... , https://udn.com/news/story/7321/7094621?from=udn-ch1_breaknews-1-0-news
2023-04-13 07:42:12 , udn , 台積電ADR大跌2.7% 跌幅甚於費半 , https://udn.com/news/story/6811/7094625?from=udn-ch1_breaknews-1-0-news
2023-04-13 07:42:22 , udn , 台積電ADR周三大跌2.7%，收在盤中谷底86.87美元，較台北交易溢價縮為1.9%。費城半導體指數同日下挫1.8%。 , https://udn.com/news/story/6811/7094625?from=udn-ch1_breaknews-1-0-news
2023-04-13 07:48:15 , udn , 今明暖如夏要防曬 吳德榮：周六雨快閃下周各地33度以上 , https://udn.com/news/story/7266/7094627?from=udn-ch1_breaknews-1-0-news
2023-04-13 07:48:26 , udn , 今明兩天像夏天，各地高溫都在30度以上，要注意防曬。 , https://udn.com/news/story/7266/7094627?from=udn-ch1_breaknews-1-0-news
2023-04-13 07:55:17 , udn , 美股尾盤轉跌 通膨放緩但可能不足以阻止繼續升息 , https://udn.com/news/story/6811/7094611?from=udn-ch1_breaknews-1-0-news
2023-04-13 07:55:27 , udn , 美國股市周三尾盤下跌，較早公布的消費者物價指數顯示通膨放緩，但可能不足以阻止聯準會（Fed）今年再升息一次。 , https://udn.com/news/story/6811/7094611?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:03:14 , udn , 台灣僅13.3%的人願從軍如何面對中共侵台？ 學者籲美要正視 , https://udn.com/news/story/10930/7092945?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:03:24 , udn , 美國政治學者翁履中撰文分析美中台情勢，美台雙方的互動往來，很可能不知不覺當中，埋下了未來台海爆發衝突的可能，國民黨對於大陸比較溫和，但民進黨採取與美國一樣的強硬對中立場，可以討好美國政策制訂者，也對民進黨選舉有幫助，但長此以往，台灣可能會挑起衝突，將美國捲入其中。 , https://udn.com/news/story/10930/7092945?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:18:02 , udn , 北韓今再射飛彈「北海道落下」！日本政府急發國家警報 , https://udn.com/news/story/6809/7094639?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:18:13 , udn , 綜合外電報導，南韓軍方今天表示，北韓稍早向朝鮮半島東部海域發射彈道飛彈，最後飛彈在北海道周邊海域落下，促使日本政府緊急發... , https://udn.com/news/story/6809/7094639?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:18:33 , udn , 00919漲幅高成靠山…00713新黑馬選誰？ 網揭1原因：它比較好 , https://udn.com/news/story/123006/7093339?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:18:44 , udn , 高股息ETF主要以「現金股利分配狀況」去決定成分股與權重，許多投資人都偏好選擇這類標的，據統計，今年第一季群益台灣精選高息（00919）漲幅達15.52%，PTT網友大讚是「靠山」，但也有人持反面意見，直言「00919去年曬剛出，買還是買有幾年考驗過的，00713就很不錯」。 , https://udn.com/news/story/123006/7093339?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:19:04 , udn , 【專家之眼】陳吉仲廉價的眼淚 , https://udn.com/news/story/7314/7094634?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:19:15 , udn , 日前農委會主委陳吉仲為農委會可望升格為農業部，在鏡頭前激昂落淚，讓人印象深刻。諷刺的是，面對台灣缺蛋、豬價暴漲、出口受挫... , https://udn.com/news/story/7314/7094634?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:24:13 , udn , 清朝手工藝植物蓪草紙花讓人驚豔 每件逾萬元吸引民眾購買 , https://udn.com/news/story/7324/7094642?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:24:23 , udn , 嘉嘉市樹木園新建完工啟用的日式建築，上個月舉行「蓪草再現-蓪草紙花」特展，民眾看到蓪草學會老師以手工繁複工序，製作出一朵... , https://udn.com/news/story/7324/7094642?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:24:44 , udn , 悲！5歲童倒臥操場9分鐘 老師以為「詐死」不理 送院2日身亡 , https://udn.com/news/story/6810/7094638?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:24:54 , udn , 美國5歲男童路易斯（Romeo Pierre Louis）於去年在校內操場心臟病發，倒地不起，雖然身邊圍滿了同學和老師，但卻無人施救。由於孩子們當時喜歡玩「裝死遊戲」，所以老師便以為路易斯倒地「詐死」，直至同學們不斷提醒稱路易斯身體欠佳，才有老師上前查看。可惜，由路易斯病發至救護車到場，歷時足足35分鐘，他於送院2日後不幸死亡。 , https://udn.com/news/story/6810/7094638?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:33:13 , udn , 影／槍砲通緝犯駕車撞警逃9小時 昨夜宜蘭落網 , https://udn.com/news/story/7315/7094653?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:33:23 , udn , 槍砲通緝犯蔄姓男子昨天駕駛BMW汽車遇汐止員警攔查，不僅加速逃還涉嫌衝撞，導致員警受傷倒地，警朝該車左後方開一槍，該車仍... , https://udn.com/news/story/7315/7094653?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:33:44 , udn , 綠營嘉義市立委初選三腳督競爭 王美惠、黃露慧上演女人戰爭 , https://udn.com/news/story/6656/7094652?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:33:54 , udn , 綠營包辦嘉義縣市3席區域立委，嘉義縣第一選區議員黃榮利退選後和局收場，剩嘉市立委王美惠、兼黨部主委黃露慧議員、前議員凌子... , https://udn.com/news/story/6656/7094652?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:34:15 , udn , 入職僅6分鐘身亡！男子被裁定因工死亡 公司未做1件事需賠114萬 , https://udn.com/news/story/7332/7094646?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:34:25 , udn , 工傷意外無人想，大陸有清潔員入職僅6分鐘就摔倒受傷，導致顱腦嚴重受損，搶救無效，不幸死亡，經相關部門評定屬於因工死亡。而由於公司尚未為其繳納工傷保險，因此需獨力承擔逾100萬工傷賠償。不少網民都認為事故可悲，「員工和公司都可憐」、「認定沒問題，保潔公司也是真倒霉」。 , https://udn.com/news/story/7332/7094646?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:34:46 , udn , 被轟後急改口？馬克宏：支持台灣維持現狀 , https://udn.com/news/story/6813/7094651?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:34:56 , udn , 法國總統馬克宏12日造訪荷蘭時表示，法國對台灣問題的立場沒有改變，在台灣議題方面他支持「維持現狀」，強調作為美國盟友，不... , https://udn.com/news/story/6813/7094651?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:35:17 , udn , 柯文哲訪美卻只見娛樂化迎合年輕人 自陷尾巴搖狗困境 , https://udn.com/news/story/6656/7093829?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:35:27 , udn , 民眾黨主席柯文哲在美東時間10日到哥倫比亞大學以「台灣第三勢力的崛起」為題，在哥大東亞研究所的兩岸學生座談，在會中被問到對蔡英文總統與美國眾議院議長麥卡錫會面後，北京實施圍台軍演的看法，他說中國本來可以展現大國氣度，對蔡麥會一笑置之，卻因為過去操作民族主義過頭，被迫必須以軍事演習回應，從「狗搖尾巴」變「尾巴搖狗」。 , https://udn.com/news/story/6656/7093829?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:35:48 , udn , 美第一夫人邀女籃冠亞軍同訪白宮挨轟 「運動家精神」為何變炎上事件？ , https://udn.com/news/story/6809/7093721?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:35:58 , udn , 美國第一夫人吉兒．拜登一向力求四平八穩保持低調，但本月初她在一個公開場合無心說了幾句話，引發各方撻伐不斷。她在看過美國大學聯盟NCAA女籃錦標賽的精彩決賽後說，她要建議拜登總統，不只按照傳統，邀請冠軍「路易斯安那州立大學老虎隊」訪問白宮，也邀亞軍「愛荷華大學鷹眼隊」前去，因為她們打了一場好球，「這是優秀的運動家精神」。這話有什麼問題？ , https://udn.com/news/story/6809/7093721?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:36:19 , udn , 重劃搶民地／大寮伍厝重劃不談補償？這群弱勢恐被迫帶祖先牌位流浪 誰的罪過 , https://udn.com/news/story/7266/7092955?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:36:29 , udn , 91歲的鄭阿公好不容易出了加護病房，駝著45度彎的背回到高雄大寮伍厝獨居的三合院，對鄰居第一句話就是「阮卡操煩阮厝被重劃」。他其實不大明白「重劃」是什麼，只知道祖先傳承5代家宅將因重劃遭毀，從接到高雄市府核准建商統籌的自辦市地重劃通知起，就擔心到睡不著、生出病。

在伍厝，有86位居民像鄭阿公一樣，原本平靜生活被重劃案炸得不成形，而其中有26戶更是中低收入戶。「重劃區」常給人都市新興區域印象，但台灣由民間自辦的市地重劃案，卻造成不少居民遭迫遷慘劇。本系列以高雄大寮伍厝自辦重劃案為起點，看伍厝26戶中低收入戶居民在建商與政府聯手下如何受苦，揭發官商如何以建構美好都市為名獲利、犧牲基本人權，類似案例也在全台各地蔓延... , https://udn.com/news/story/7266/7092955?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:36:50 , udn , 照片看歷史／1977年鳳飛飛宣布加盟中視 台視不滿違約提告 , https://udn.com/news/story/7314/7092061?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:37:00 , udn , 1977年4月13日，歌星鳳飛飛由中視公司節目部負責人陪同召開記者會，她向新聞界正式表示自己已加盟中視。鳳飛飛表示，她重返中視，是飲水思源，也是履行她母親兩年前對中視的承諾，與待遇問題無關。至於為什麼沒有在兩個月前預先通知台視不再續約，鳳飛飛說，是為了怕台視挽留。 , https://udn.com/news/story/7314/7092061?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:48:55 , udn , 入職僅6分鐘身亡！男子被裁定因工死亡 公司未做1件事需賠443萬 , https://udn.com/news/story/7332/7094646?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:49:05 , udn , 工傷意外無人想，大陸有清潔員入職僅6分鐘就摔倒受傷，導致顱腦嚴重受損，搶救無效，不幸死亡，經相關部門評定屬於因工死亡。而由於公司尚未為其繳納工傷保險，因此需獨力承擔逾100萬（約443萬台幣）工傷賠償。不少網民都認為事故可悲，「員工和公司都可憐」、「認定沒問題，保潔公司也是真倒霉」。 , https://udn.com/news/story/7332/7094646?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:53:00 , udn , 北韓今再射飛彈「北海道海域落下」！日本政府急發國家警報 , https://udn.com/news/story/6809/7094639?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:56:54 , udn , 美股開高走低 法人：台股留意調節壓力 , https://udn.com/news/story/7251/7094664?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:57:05 , udn , 美聯準會擔憂流動性危機，美股開高走低，台股12日漲19點收在15932點，台積電高雄廠傳出將改建為5奈米至7奈米以下先進... , https://udn.com/news/story/7251/7094664?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:57:25 , udn , 天熱用電好兇...嘉義安裝智慧型電表進度慢惹民怨 台電：持續布建 , https://udn.com/news/story/7326/7094670?from=udn-ch1_breaknews-1-0-news
2023-04-13 08:57:36 , udn , 電費漲，天氣愈來愈熱，台電近年持續布建智慧電表（AMI），連結台電APP應用，成為夏季節電利器，廣受好評，嘉縣市已裝設9... , https://udn.com/news/story/7326/7094670?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:00:14 , udn , 4/13【早晨財經速解讀】Fed會議紀要預告衰退 CPI 5%低於預期 升息將結束?金融股還有戲? , https://udn.com/news/story/7251/7094681?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:03:13 , udn , 打火弟兄未闔眼 今晨木造房又起火 2火警1死燒毀9間房 , https://udn.com/news/story/7320/7094686?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:03:23 , udn , 台東市正氣路與精城路口一棟4層樓出租套房今零時火警造成1死，各消防分隊直到清晨4時結束任務各至返隊，未料，清晨6點附近和... , https://udn.com/news/story/7320/7094686?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:03:32 , udn , 高通卡位5G筆電有望？NB業者：一原因英特爾仍有影響力 , https://udn.com/news/story/7240/7094637?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:03:42 , udn , 筆電晶片戰場出現變動，英特爾退出筆電4G及5G數據晶片業務，將使筆電供應鏈再洗牌，為苦於打不進5G NB主流戰場的高通開... , https://udn.com/news/story/7240/7094637?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:03:44 , udn , 五角大廈外洩機密文件驚爆：聯合國秘書長遷就俄羅斯利益 , https://udn.com/news/story/6809/7094685?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:03:54 , udn , 根據五角大廈遭洩漏的高度機密文件，美國政府認為聯合國秘書長古特雷斯（António Guterres）過於遷就俄羅斯利益... , https://udn.com/news/story/6809/7094685?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:06:14 , udn , 周六鋒面快速通過  天氣風險公司：降雨對南部缺水幫助有限 , https://udn.com/news/story/7266/7094690?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:06:25 , udn , 天氣風險公司天氣分析師李至晟說，今明兩天悶熱東半部偶有雨，周六白天鋒面快速通過，變化大。 , https://udn.com/news/story/7266/7094690?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:12:12 , udn , 15天內瘦8公斤！委任律師：納瓦尼疑似慢性中毒導致健康不佳 , https://udn.com/news/story/6809/7094694?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:12:23 , udn , 一名女發言人12日透露目前正被監禁的俄羅斯反對派領袖納瓦尼（Alexei Navalny）疑似中毒導致健康狀況不佳。 , https://udn.com/news/story/6809/7094694?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:12:43 , udn , 【動物冷知識】史前開始當農夫！這種螞蟻種蘑菇自己吃 , https://udn.com/news/story/7470/7094115?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:12:54 , udn , 哈囉大家好，我是帽帽！ , https://udn.com/news/story/7470/7094115?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:13:45 , udn , 打火弟兄未闔眼 今晨木造房又起火、2火警1死燒毀9間房 , https://udn.com/news/story/7320/7094686?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:18:13 , udn , 陸人造太陽成功運行403秒  刷新原101秒舊記錄 , https://udn.com/news/story/7332/7094699?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:18:23 , udn , 大陸官媒新華社今天凌晨報導，在進行第12萬2254次的實驗中，大陸有「人造太陽」之稱的全超導託卡馬克核聚變實驗裝置（EA... , https://udn.com/news/story/7332/7094699?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:24:13 , udn , 影／19歲車手提領150萬 辯領自己帳戶錢不犯法 南警戳破謊言 , https://udn.com/news/story/7320/7094706?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:24:23 , udn , 台南警方11日接獲通報，19歲鍾姓男子一口氣臨櫃提領現金達150萬元，經行員報警，他辯稱是母親資助購買進口轎車，但帳戶內... , https://udn.com/news/story/7320/7094706?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:30:15 , udn , 葫蘆墩文化中心40歲了！ 15日九天民俗技藝團戰鼓開幕 , https://udn.com/news/story/7325/7094711?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:30:25 , udn , 台中市葫蘆墩文化中心40歲了！「豐采四十‧有葫同饗-40周年館慶慶典」本周六(15日)將由九天民俗技藝團磅礡開場，還有系... , https://udn.com/news/story/7325/7094711?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:30:46 , udn , 氫能車競爭不過電動車 為何BMW集團、豐田仍不斷開發？ , https://udn.com/news/story/7238/7093400?from=udn-ch1_breaknews-1-0-news
2023-04-13 09:30:56 , udn , 寶馬集團（BMW）2月底推出氫燃料車示範車隊，這家德國汽車巨頭將氫形容為「零排放機動車輛拼圖中缺失的一塊」。BMW的iX5 Hydrogen使用豐田的燃料電池，最高時速超過112英里，已開始在慕尼黑的一家工廠組裝。該車型將氫氣儲存在兩個氣槽中，可在三到四分鐘內加滿，其續航里程為313英里。它將在2023年投入使用，雖然推出的規模很小，不到100輛，但主要是「在國際間用於各種目標群體的示範和試驗」。

