2023-03-08 00:11:52 , udn , 鮑爾國會作證 暗示3月升息2碼機率升高 , https://udn.com/news/story/6811/7015918?from=udn-ch1_breaknews-1-0-news
2023-03-08 01:02:23 , udn , 男子蹲地變身人肉座椅服侍女友 網：心甘情願做張凳 , https://udn.com/news/story/7335/7015883?from=udn-ch1_breaknews-1-0-news
2023-03-08 01:02:33 , udn , 常言愛要以行動表達，網上流傳圖片，顯示相信為大陸機場的安全檢查隊伍中，1名男子蹲在地上，甘願讓疑為女友的女子坐於其背上等候，兩人若無其事玩手機... , https://udn.com/news/story/7335/7015883?from=udn-ch1_breaknews-1-0-news
2023-03-08 01:02:54 , udn , 1993年壽星出列！憑有效證件「王品牛排」主菜免費升級 , https://udn.com/news/story/7270/7016139?from=udn-ch1_breaknews-1-0-news
2023-03-08 01:03:04 , udn , 王品集團創始品牌「王品牛排」歡慶30周年，即日起至4月10日，凡與王品牛排同為1993年出生的壽星，到店消費1,790元... , https://udn.com/news/story/7270/7016139?from=udn-ch1_breaknews-1-0-news
2023-03-08 01:26:21 , udn , 三年三班手工薯條現身基隆 童子瑋籲拒當薯條遭「詐」 , https://udn.com/news/story/7328/7016153?from=udn-ch1_breaknews-1-0-news
2023-03-08 01:26:32 , udn , 基隆警方昨晚在崁仔頂向民眾宣導反詐騙，警方利用網路用語「三年三班手工薯條」現場贈送免費炸薯條。議長童子瑋出席活動，表示詐... , https://udn.com/news/story/7328/7016153?from=udn-ch1_breaknews-1-0-news
2023-03-08 01:27:53 , udn , 北市積極助旅宿業者 盼攜手響應「淨零」浪潮 , https://udn.com/news/story/7266/7016133?from=udn-ch1_breaknews-1-0-news
2023-03-08 01:28:03 , udn , 清明連假即將到來，旅宿業迎來另一波復甦商機，卻同時面臨未來不可主動提供一次性旅宿用品、旅宿缺工人力荒及未來用電大戶（觀光... , https://udn.com/news/story/7266/7016133?from=udn-ch1_breaknews-1-0-news
2023-03-08 01:31:24 , udn , 走進春日花海！Booking.com 推薦「全台海芋目的地」 , https://udn.com/news/story/7270/7016127?from=udn-ch1_breaknews-1-0-news
2023-03-08 01:31:34 , udn , 優雅的海芋季即將到來。為了讓旅人更輕鬆的開啟賞花之旅，Booking.com 推薦「全台海芋目的地」和周邊在地優質住宿，... , https://udn.com/news/story/7270/7016127?from=udn-ch1_breaknews-1-0-news
2023-03-08 01:31:55 , udn , 讓旅客更便利  Klook「日本新幹線點對點票券預訂」服務新上線 , https://udn.com/news/story/7270/7016123?from=udn-ch1_breaknews-1-0-news
2023-03-08 01:32:05 , udn , 疫後旅遊潮持續升溫，許多旅客會選擇一次玩遍日本多個地區，一解長久無法飛往日本的思念；全球旅遊和休閒娛樂電商平台Klook... , https://udn.com/news/story/7270/7016123?from=udn-ch1_breaknews-1-0-news
2023-03-08 02:20:22 , udn , 北市客家文化公園爆工程索回扣 衛工處副司長漏夜偵訊 , https://udn.com/news/story/7321/7016166?from=udn-ch1_breaknews-1-0-news
2023-03-08 02:20:32 , udn , 台北市工務局施作「北市客家文化主題公園空間改善計畫」採購案時，衛工處副工程司龔永健被控護航承包廠商冠君營造，多次變更原本... , https://udn.com/news/story/7321/7016166?from=udn-ch1_breaknews-1-0-news
2023-03-08 03:38:24 , udn , 經濟學人：台灣最大威脅 民眾未準備好對抗中國 , https://udn.com/news/story/10930/7015986?from=udn-ch1_breaknews-1-0-news
2023-03-08 03:38:34 , udn , 當蔡英文總統宣布兵役將恢復為1年時，說這是「無比困難的決定」。經濟學人兩岸特派員蘇奕安指出，這決定不該這麼難，卻反映一個... , https://udn.com/news/story/10930/7015986?from=udn-ch1_breaknews-1-0-news
2023-03-08 04:22:56 , udn , 手球／台中龍井國中勇奪手球男子組全國冠軍 , https://udn.com/news/story/7005/7016083?from=udn-ch1_breaknews-1-0-news
2023-03-08 05:47:25 , udn , 強化美韓同盟 南韓總統尹錫悅下月對美國是訪問 , https://udn.com/news/story/6809/7016210?from=udn-ch1_breaknews-1-0-news
2023-03-08 05:47:36 , udn , 白宮7日宣布，歡迎南韓總統尹錫悅夫婦下月26日赴美國是訪問，歡慶美韓同盟70周年，此行將強化美韓同盟，深化雙邊政治、經濟... , https://udn.com/news/story/6809/7016210?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:17:22 , udn , 經典賽A組球星爭鋒 中華隊地獄賽程拚8強 , https://udn.com/news/story/7314/7016042?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:17:33 , udn , 聯合報每天推出「圖解新聞」，希望藉由圖像設計幫助讀者理解生硬內容。暌違十年，世界棒球經典賽再度降臨台灣，這次的圖表帶你看中華隊能否再造經典。 , https://udn.com/news/story/7314/7016042?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:17:53 , udn , 南投敲警鐘 國民黨加速徵召侯友宜選總統以凝聚士氣 , https://udn.com/news/story/6656/7016159?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:18:04 , udn , 南投立委補選，國民黨「贏贏筊博到輸」，一棒敲醒等著坐享四連勝榮耀的國民黨高層；國民黨雖質疑民進黨用抹黑戰術「博歹筊」取勝，但不夠團結、無法延續討厭民進黨氛圍，恐怕才是吞敗主因。國民黨中常會今天將討論立委和總統提名作業，暫時不會有明確的辦法出爐，不過已有國民黨人士希望能盡早徵召新北市長侯友宜參戰2024來凝聚非綠陣營士氣，黨主席朱立倫如何繼續扮演最強總教練打好明年總統與立委大選，各界關注。 , https://udn.com/news/story/6656/7016159?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:35:16 , udn , 立委、縣長「換換愛」 有人如魚得水 有人踢鐵板 , https://udn.com/news/story/6656/7016150?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:35:32 , udn , 南投縣立委補選結果，國民黨推出的老縣長林明溱以不到2000票的些微差距，輸給2022參選縣長失利的蔡培慧，讓蔡得以重回立法院。林明溱已擔任過兩屆立委，回鍋參選遭外界詬病，最後踢鐵板落選；不過國民黨在花蓮縣，近幾年幾乎是由縣長徐榛蔚和立委傅崐萁「統包」，兩人都當過立委，也做過縣長。 , https://udn.com/news/story/6656/7016150?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:38:09 , udn , WeMo RenTour共享運具推進器版圖 提供跨二輪、四輪運具服務 , https://udn.com/news/story/7241/7016183?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:38:25 , udn , 亞洲共享運具服務先驅WeMo Scooter (以下簡稱WeMo)， 2022年第3季強勢推出子品牌『WeMo RenT... , https://udn.com/news/story/7241/7016183?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:38:57 , udn , 維珍航空正式加入天合聯盟 旅客可以享受天合聯盟所提供的便捷服務 , https://udn.com/news/story/7241/7016184?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:39:12 , udn , 維珍航空於 2023 年 3 月 正式加入天合聯盟，成為聯盟首家英國籍航空公司，也提升了天合聯盟在英國希斯洛機場及曼徹斯... , https://udn.com/news/story/7241/7016184?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:39:37 , udn , Lalamove以「全球視野、在地行動」理念為基石 推動企業四大永續方針 , https://udn.com/news/story/7241/7016185?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:39:51 , udn , 即時貨運平台Lalamove發表首份《2022年永續發展報告：推動永續，卓越運程》，內容指出Lalamove以「全球視野... , https://udn.com/news/story/7241/7016185?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:40:19 , udn , 瑞穗天合國際觀光酒店 推出大手牽小手暢遊親子別墅 , https://udn.com/news/story/7241/7016186?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:40:33 , udn , 即將迎來大農大富平地森林園區螢火蟲季，以及花蓮地區柚花綻放的時節，瑞穗天合國際觀光酒店看準春遊商機，即日起至6月30日前... , https://udn.com/news/story/7241/7016186?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:41:03 , udn , Uber 宣布 Margarita Peker 出任 Uber 台灣總經理 , https://udn.com/news/story/7241/7016182?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:41:21 , udn , Uber 今（7）日宣布 Margarita Peker （楊麗達）即日起接任 Uber 台灣總經理。原總經理 Raym... , https://udn.com/news/story/7241/7016182?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:41:43 , udn , 貴婦讓人幫 生活靠「55688」女神節打造三大服務寵愛妳 , https://udn.com/news/story/7241/7016174?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:42:05 , udn , 普天之下每一位女子，都值得被用心珍惜、好好對待。為了歡慶3月8日女神節，55688集團推出「寵愛女神特別企劃」，打造「女... , https://udn.com/news/story/7241/7016174?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:50:53 , udn , 道指下挫575點 回吐今年漲幅 , https://udn.com/news/story/6811/7016220?from=udn-ch1_breaknews-1-0-news
2023-03-08 06:51:04 , udn , Fed主席鮑爾發表評論指稱利率可能需要更高更久，加劇了人們對Fed下次政策會議可能更大幅度升息的擔憂，美股大幅下挫。 , https://udn.com/news/story/6811/7016220?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:05:34 , udn , 打119能算自首嗎？ 遭施暴她捅死男友嚇到漏尿 盼減刑 , https://udn.com/news/story/7321/7016249?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:05:54 , udn , 女子李貞如和張姓男友酒後大吵，她拿刀刺張肚子，張失血過多斃命。李女辯長期遭家暴，律師也說她當時嚇到漏尿，可見很害怕。一、... , https://udn.com/news/story/7321/7016249?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:17:34 , udn , 冷氣團來襲！ 周日晚間變天 部分地區恐出現6度極低溫 , https://udn.com/news/story/7266/7016260?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:17:45 , udn , 中央大學大氣科學系兼任副教授吳德榮今天在「三立準氣象．老大洩天機」最新專欄表示，今(8日)晨觀測資料顯示，大氣乾燥、穩定... , https://udn.com/news/story/7266/7016260?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:26:43 , udn , 中職／少了球星讓小將更競爭 富邦熱身賽展現成效 , https://udn.com/news/story/122629/7015880?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:26:53 , udn , 隨著第五屆世界棒球經典賽即將開打，今年的棒球熱潮飆升，尤其中華隊在熱身賽保持不敗之身，更讓球迷對本屆大賽有所期待。另一個讓人關注的焦點，仍是每年休賽季最具話題的富邦悍將，他們對戰中職對手或中華隊只有1 , https://udn.com/news/story/122629/7015880?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:27:13 , udn , 練出投手獎、防禦率不到1 高龍偉如何帶東體出投天 , https://udn.com/news/story/122629/7015697?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:27:24 , udn , 「不管他們畢業後有沒有要繼續打球，我希望他們離開東體的時候是健康的…」─台東體中教練高龍偉。

在高中木棒聯賽創下季軍隊史最佳成績，台東體中寫下新的一頁，不斷被總教練陳峰岳提到的，就是團隊不到1的 , https://udn.com/news/story/122629/7015697?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:27:44 , udn , 大聯盟4大新規則啟用  享受「舊版的美好」只剩經典賽 , https://udn.com/news/story/122629/7015587?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:27:55 , udn , 世界棒球經典賽（World Baseball Classic）A 組賽事將在三月八日於台中洲際棒球場率先開打，其他組的賽程，也將緊接著於日本東京、美國鳳凰城、邁阿密等三地展開。總共二十支國家隊，將經過 , https://udn.com/news/story/122629/7015587?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:28:15 , udn , 周日晚變天！ 吳德榮估強度直逼強烈冷氣團 下探6度極低溫 , https://udn.com/news/story/7266/7016260?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:29:45 , udn , 北市客家文化公園爆工程索回扣  衛工處副司長20萬交保 , https://udn.com/news/story/7321/7016265?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:30:15 , udn , 四月電價漲定了！不只國際燃料飆 離岸風電也是促漲原因之一 , https://udn.com/news/story/7238/7015174?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:30:26 , udn , 經濟部將在3月中下旬召開電價費率審議會，一般預估4月電價漲定了。據了解，本周將陸續開完四場審議會前的工作小組會議，方向偏向「要漲」，但是到底該漲多少？台電本次電價「應漲」比率據傳達三、四成，其實不只是因為國際燃料價格居高不下，和遴選離岸風電即將大量完工也有關係。 , https://udn.com/news/story/7238/7015174?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:38:42 , udn , 【即時短評】計較大法官由誰提名？不如揪學閥、審薦小組問題 , https://udn.com/news/story/6656/7016267?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:38:53 , udn , 大法官黃虹霞、吳陳鐶、蔡明誠、林俊益9月底任期屆滿，司法院大法官提名審薦小組啟動作業，蔡英文總統將提人選咨請立法院同意後... , https://udn.com/news/story/6656/7016267?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:39:13 , udn , 不論晴雨泥濘奔跑、打滾拚戰 八斗高中全國橄欖球奪銀 , https://udn.com/news/story/7005/7016266?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:39:24 , udn , 成軍26年的基隆市立八斗高中橄欖球隊員，不論颳風、下雨都照樣在泥濘地上奔跑、打滾，練習全力拚戰的衝徑，曾培育多位優秀的國... , https://udn.com/news/story/7005/7016266?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:44:42 , udn , 雲林麥寮天空「灰濁」 鄭明典驚訝 莊秉潔點出汙染來源 , https://udn.com/news/story/7266/7016271?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:44:52 , udn , 雲林縣麥寮出現嚴重空汙，環保署提醒麥寮地區所有族群應減少在戶外活動（紅色警示），中部、雲嘉南地區、觀音地區敏感族群應減少... , https://udn.com/news/story/7266/7016271?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:45:12 , udn , 蛋荒再擴大...台南小吃也頂不住 這些美食漲價、店家休 , https://udn.com/news/story/7326/7016269?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:45:23 , udn , 蛋荒愈趨嚴重，連南部產地都出現蛋價狂漲仍然買不到蛋的窘況，連帶影響到台南不少知名的美食小吃，像是古早味銀波布丁，業者表示... , https://udn.com/news/story/7326/7016269?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:45:43 , udn , 獨／侯友宜備戰2024？ 新北行動治理座談今年提早開跑 , https://udn.com/news/story/7323/7016270?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:45:53 , udn , 南投立委補選上周結束，國內下一戰選舉即是2024總統大選，不少人關注新北市長侯友宜的下一步，現在永和地方傳出新北行動治理... , https://udn.com/news/story/7323/7016270?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:52:36 , udn , 橄欖球／不論晴雨泥濘奔跑、打滾拚戰 八斗高中全國橄欖球奪銀 , https://udn.com/news/story/7005/7016266?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:53:34 , udn , 【專家之眼】黃埔建軍百年，忠魂之後的九成仍待證明？ , https://udn.com/news/story/10930/7016276?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:53:44 , udn , 就在上周二二八國殤日的期間，日本經濟新聞刊出報導指稱：高達九成的台灣退役軍官會前往中國大陸，並靠軍中情資換取金錢報酬，涉... , https://udn.com/news/story/10930/7016276?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:56:45 , udn , 基捷蓋不蓋／基捷燒錢又掀波 台鐵4大解方能解基隆人通勤之苦？ , https://udn.com/news/story/6656/7015465?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:56:56 , udn , 基隆捷運興建費用暴增至697億元、基隆市負擔額倍增，讓基隆市長謝國樑跳腳，但解決北基之間的聯外交通，只剩興建基捷一途嗎？專家早已提出可台鐵可透過延駛、增停、支線、跳蛙式列車等四大解方，透過管理、調度改善，替痛苦的11萬名基隆通勤族，舒緩長期難解之題。... , https://udn.com/news/story/6656/7015465?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:57:16 , udn , 馬祖國軍「沒肉吃」事件 背後是軍方危機處理與訓練役心態大問題 , https://udn.com/news/story/10930/7015409?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:57:26 , udn , 112年3月6日星期一，國防部到立法院外交國防委員會報告兵役改革相關事宜。報告前晚，一則來自馬祖西莒島的「阿兵哥沒肉吃，沙灘寫字求救」新聞橫空出世，頓時壓過報告主題。翌日不僅立委與媒體爭相追問，網路名人、電視政論節目也搶著發表看法。

然而，前線官兵為何會出現缺肉的狀況？是否已到宛如漂流荒島的窘境？相關問題的背景因素，乃至事件暴露出的軍方窘境，是熱鬧口水之餘，更須正視的問題。 , https://udn.com/news/story/10930/7015409?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:59:43 , udn , 影／台中北屯大樓起火 燃燒模版濃煙竄天燒2小時 , https://udn.com/news/story/7320/7016282?from=udn-ch1_breaknews-1-0-news
2023-03-08 07:59:53 , udn , 台中市北屯區太原路一棟大毅建設的建案，在今天凌晨傳出火警，濃煙竄天，數公里可見，起火位置在大樓的14樓，當時工地僅有警衛... , https://udn.com/news/story/7320/7016282?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:02:45 , udn , 父母照護不周害兄弟檔1死1命危 學者指0到6歲有大漏洞 , https://udn.com/news/story/7320/7016284?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:02:55 , udn , 桃園市周姓夫妻爭吵衝突害死3個月大的長子，事隔多年無人知悉，全案若非周妻自首，恐怕要3年後長子須就讀國小才會曝光，學者直... , https://udn.com/news/story/7320/7016284?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:05:45 , udn , 金融股用「資本公積」穩定配息不好嗎？ 專家解析：是你自己的錢！ , https://udn.com/news/story/7252/7014237?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:05:56 , udn , 金融股是許多存股族的心頭肉，看準的就是股價穩、配息穩、重點是股價也很小資，買起來不會太有負擔。然而2022年股債雙殺、還有防疫險理賠的問題，14家金控眼看只剩第一金一家維持獲利正成長，其餘全數衰退，不僅股價跌，小股民也開始擔心配息縮水。 , https://udn.com/news/story/7252/7014237?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:14:44 , udn , 市容新風貌 台南新營綠圳步道營造驚喜 , https://udn.com/news/story/7326/7016288?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:14:54 , udn , 位貫串台南新營市區的新營綠圳步道，在市政府都發局重新植栽新樹種營與改善設施，除營造新風貌，更添綠意盎然，成為居民休憩好去... , https://udn.com/news/story/7326/7016288?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:26:45 , udn , 3/8【早晨財經速解讀】三月升兩碼?鮑爾國會放鷹火力全開 美股崩跌 台灣蛋價失控再創高 , https://udn.com/news/story/7251/7016289?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:26:55 , udn , 美國聯準會（Fed）主席鮑爾7日出席參議院銀行委會作證時表示，利率可能必須更高，最終利率可能比之前的預期更高，且可能須升得更快，暗示Fed在3月21-22會議時一次升息2碼的機率升高。 , https://udn.com/news/story/7251/7016289?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:29:42 , udn , 日本夢幻職業YouTuber收入兩極化 百萬訂閱網紅跌落神壇 , https://udn.com/news/story/6812/7012573?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:29:52 , udn , 陸續有日本人氣網紅抱怨在YouTube平台分潤劇減，同時間，也有千萬訂閱的YouTuber表示廣告收益成長。大數據顯示，日本前30大網紅近三年觀看次數與2017年不能比，專家指出，靠影片賺錢會愈來愈兩極化。 , https://udn.com/news/story/6812/7012573?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:30:13 , udn , 丁學文專欄／美國升息仍難解...面對停滯性通貨膨脹 台灣真能老神在在？ , https://udn.com/news/story/7238/7014835?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:30:23 , udn , 一轉眼，美國聯準會（Fed）啟動升息動作已經屆滿一周年。聯準會的抗通膨之戰贏了嗎？利率到底還會不會拉高？這些問題至今仍是難解之謎。

通貨膨脹難搞，各國央行當然頭痛。台灣央行總裁楊金龍最近赴立院進行業務報告，他認為進口原油及糧食成本上揚等供給面因素，才是導致近來國內物價高漲的原因。另一方面，他認為隨著廠商對未來景氣看法保守而縮減投資計畫，今年的消費者物價指數（CPI）年增率可望降至約2%，台灣不會出現停滯性通貨膨脹，只是我們真能如此老神在在嗎？ , https://udn.com/news/story/7238/7014835?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:32:42 , udn , 烏俄戰爭最長一戰 西方官員：俄軍在巴赫穆特戰場傷亡2至3萬人 , https://udn.com/news/story/6809/7016299?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:32:53 , udn , BBC報導，西方國家官員7日表示，俄羅斯軍隊在過去六個多月試圖攻下的烏克蘭東部城市巴赫穆特（Bakhmut）戰場中，已有... , https://udn.com/news/story/6809/7016299?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:33:13 , udn , 大巨蛋進行煙控性能現場試驗 李四川：7月底前取得使照 , https://udn.com/news/story/7323/7016298?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:33:23 , udn , 懸宕多時的台北大巨蛋，新市長蔣萬安上任時宣示要盡速解決並力拚年底試營運。北市副市長李四川今在臉書貼出大巨蛋正在辦理煙控性... , https://udn.com/news/story/7323/7016298?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:35:44 , udn , 螞蟻腰小姊姊集合啦！李瑜美同場Minnie出席巴黎時裝周 , https://udn.com/news/story/7270/7016301?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:35:54 , udn , 每個人都希望自己擁有纖細身形，近日便有兩位韓國人氣偶像：《魷魚遊戲》李瑜美（이유미）、韓團 (G)I-DLE成員M... , https://udn.com/news/story/7270/7016301?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:36:15 , udn , 炸毀北溪管線的幕後黑手？德媒：親烏團體之「6人小組」所為 , https://udn.com/news/story/6809/7016302?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:36:25 , udn , 紐約時報8日報導指出，美國官員的最新情報顯示去年北溪（Nord Stream）天然氣管線遭炸毀的幕後黑手為「一個支持烏克... , https://udn.com/news/story/6809/7016302?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:41:44 , udn , 把握好天氣 周日入夜轉濕冷 下周起恐強烈冷氣團襲台 , https://udn.com/news/story/7266/7016307?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:41:54 , udn , 今天依然是雲量偏少的穩定天氣，天氣風險管理公司天氣分析師歐宗學說，白天各地晴時多雲天氣，明天有些華南雲系東移接近台灣北部... , https://udn.com/news/story/7266/7016307?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:42:14 , udn , 跟進日韓！傳美國最快10日起 取消中國旅客入境篩檢要求 , https://udn.com/news/story/6811/7016308?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:42:25 , udn , 華盛頓郵報報導，根據三名不具名的美國官員透露，美國最快將在當地時間10日起，取消對中國旅客的新冠檢測要求。 , https://udn.com/news/story/6811/7016308?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:53:52 , udn , 結束牡蠣養殖浮具汙染 台南用PE塑膠取代發泡浮具 , https://udn.com/news/story/7326/7016314?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:54:03 , udn , 蚵棚保麗龍等發泡型浮具因會碎裂成細末危及海洋環境，原規畫去年禁用，因有反對聲音而暫緩，為鼓勵蚵農使用PE塑膠浮具，市府今... , https://udn.com/news/story/7326/7016314?from=udn-ch1_breaknews-1-0-news
2023-03-08 08:59:53 , udn , 經典賽／虎尾連2天戶外轉播 驚喜送球迷中華隊加油棒 , https://udn.com/news/story/7001/7016329?from=udn-ch1_breaknews-1-0-news
2023-03-08 09:00:03 , udn , 2023第5屆WBC世界棒球經典賽，台灣區賽事今天起在台中市洲際球場開打，許多球迷無法親自進球場觀賽，只能在家收看電視或... , https://udn.com/news/story/7001/7016329?from=udn-ch1_breaknews-1-0-news
