2023-05-16 00:24:15 , udn , 天道盟同心會租名車不還恐嚇「拿錢買回」 和運也受害 , https://udn.com/news/story/7320/7167372?from=udn-ch1_breaknews-1-0-news
2023-05-16 06:06:17 , udn , 立法院長游錫堃15日拜訪華府國會山莊，上午被彭博資訊目擊從聯邦眾議院議長麥卡錫（Kevin McCarthy）辦公室離開... , https://udn.com/news/story/6656/7167522?from=udn-ch1_breaknews-1-0-news
2023-05-16 06:21:07 , udn , 誠品個資外洩接到統戰電話 唐鳳就醒了？ , https://udn.com/news/story/7314/7167444?from=udn-ch1_breaknews-1-0-news
2023-05-16 06:21:17 , udn , 有民眾在誠品書店網購「阿共打來怎麼辦」一書，日前卻接到一通「自稱」來自該書局的回訪市調電話，卻大談中國武統，民眾質疑是誠品個資外洩。消息傳出後，行政院副院長鄭文燦立刻表示關切，數位發展部不僅第一時間就要求誠品說明，今（16日）天還要與警方大陣仗前往該公司實地行政檢查。奇怪的是，這半年多來，民眾個資三天兩頭傳出外洩事件，相關部會不是裝死就是裝睡，尤其是數位部長唐鳳更是一推258，怎麼這回突然統統都醒了？ , https://udn.com/news/story/7314/7167444?from=udn-ch1_breaknews-1-0-news
2023-05-16 06:21:38 , udn , 重粒子精準消滅腫瘤 收治6癌症 自費要多少？ , https://udn.com/news/story/7314/7167432?from=udn-ch1_breaknews-1-0-news
2023-05-16 06:21:49 , udn , 聯合報每天推出「圖解新聞」，希望藉由圖像設計幫助讀者理解生硬內容。這次的圖表帶你看最新的重粒子癌症治療。 , https://udn.com/news/story/7314/7167432?from=udn-ch1_breaknews-1-0-news
2023-05-16 06:30:47 , udn , 【總編開箱】誠品個資外洩接到統戰電話 唐鳳就醒了？ , https://udn.com/news/story/7314/7167444?from=udn-ch1_breaknews-1-0-news
2023-05-16 06:42:15 , udn , 為住工業宅開資本5千元商號 營業額0元還是被抓到 , https://udn.com/news/story/7266/7167442?from=udn-ch1_breaknews-1-0-news
2023-05-16 06:42:25 , udn , 台北市稅捐稽徵處曹姓女助理稅務員，十多年前買了「第三種工業區」房子當住家，以「住家用稅率」繳房屋，前年被發現違規使用後，設立資本額5千元的商號「自己當老闆」；一人公司雖「名符其實」，但因公務員服務法明定「公務員不得經營商業」，當了3個月老闆、營業額0元的她，被懲戒法院依違反公務員服務法判處申誡確定... , https://udn.com/news/story/7266/7167442?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:27:22 , udn , 熱火很難再靠奇蹟贏球 塞爾蒂克沒有輸的理由 , https://udn.com/news/story/122629/7167028?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:27:33 , udn , 東區決賽由熱火vs.塞爾蒂克，東區第二種子塞爾蒂克不論天賦、球星、規格、陣容深度，都沒有輸的理由。熱火是第八種子，靠附加賽打進季後賽，儘管熱火第一輪殺了公鹿，震驚全世界，第二輪壓制尼克，展現非凡韌性， , https://udn.com/news/story/122629/7167028?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:27:53 , udn , 約柯奇是個硬茬不好對付 湖人恐怕要打7戰才能贏 , https://udn.com/news/story/122629/7166989?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:28:04 , udn , 在驚心動魄的六戰廝殺後，季後賽第7種子洛杉磯湖人隊晉級西區冠軍賽，將與頭號種子丹佛金塊隊決戰搶四，這戲碼在2022-23年球季初沒人相信，但如今卻真實發生了！那麼西區冠軍最終誰屬？民間各有說法，以我的 , https://udn.com/news/story/122629/7166989?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:28:25 , udn , 本季一起喊All In   中日、富邦卻同陷好投拙攻困境 , https://udn.com/news/story/122629/7166948?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:28:35 , udn , 上週賽事結束，中職戰績出現了一些變化，前段班依然是勝率都超過5成的樂天、統一及味全3隊，至於在後段班的中信及富邦，由於中信拉出一波5連勝，加上富邦上週僅有2勝3敗，因此中信擺脫獨自墊底的局面，兩隊目前 , https://udn.com/news/story/122629/7166948?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:28:56 , udn , 公幼海嘯／老師陷超額危機！公幼不再躺著招生 創意精進課程卻本末倒置 , https://udn.com/news/story/6885/7164498?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:29:06 , udn , 去年多個縣市突然出現公幼缺額，甚至進入二招還招不滿，這可把公幼嚇得不輕，紛紛推課後留園，或發揮創意精進課程反擊，要和大軍壓境的準公幼抗衡，但就算今年招生扳回的公幼也不敢大意，生怕園生又被搶走，明年又招不滿，過去公幼躺著招生的年代已經結束，被視為鐵飯碗的公幼老師，也陷入超額危機，全教總批國家政策本末倒置，已失幼教核心精神與意義。

本報數位版記者去年即發現，台北市、新北市、新竹市公幼招生家長搶破頭，但其他縣市的公幼招生狀況顯得慘澹，高雄市公幼缺額超過2000人，有公幼新生只剩個位數，台南市公幼招生第一階段缺額也逾2000人，連進入二招也是冷清。

為什麼幾年前才搶破頭，甚至還要抽籤才有機會就讀的公幼，轉眼間光環已經不再？許多人都在問，孩子到底跑去那裡了？公幼出了什麼問題？ , https://udn.com/news/story/6885/7164498?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:29:27 , udn , 銀行業綠色新時尚 太陽能分行「遍地開花」助攻100%綠電願景 , https://udn.com/news/story/7238/7165345?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:29:37 , udn , 銀行業吹起綠色分行風潮。國內36家銀行，包括第一、國泰、玉山、台新、華南、合庫、京城、新光等銀行，相繼成立太陽能分行，占比至少已超過國銀總數的四分之一，太陽能分行的發電量結合銀行採購綠電，可望逐步達成分行用電全面綠電化。

隨著政府推動2050年淨零碳排政策，除了國泰銀已宣布今年的新設計畫，一銀作為八大公股行庫ESG平台統籌，同時也是全體國銀太陽能分行家數前二大銀行，今年也將擴增太陽能分行家數，顯示這一波綠能風潮將席捲更多國銀。 , https://udn.com/news/story/7238/7165345?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:29:58 , udn , G-SHOCK改當「煉金師」打造周年紀念表款  嶄新科技加持讓人看不到後尾燈  , https://udn.com/news/story/7270/7167572?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:32:57 , udn , 還有什麼比復刻當年劃時代腕表作品，當作紀念品牌誕生40周年的里程碑呢？那就是G-SHOCK在眾人期待下，推出RECRYSTALLIZED系列表款，既傳承歷史，同時更有創新，激起了消費者想入手的決心。 , https://udn.com/news/story/7270/7167572?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:45:15 , udn , IU李知恩生日快樂！近50明星同場  今晚將迎首爾最大趴 , https://udn.com/news/story/7270/7167576?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:45:25 , udn , 一個人過生日是一個人的事，但「全民妹妹」IU過生日？那就是大家的事！有「全民妹妹」之稱的IU李知恩今天（五月16日）過生... , https://udn.com/news/story/7270/7167576?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:51:14 , udn , 今明逾30度暖如夏 吳德榮：梅雨鋒面周四接近周五到 , https://udn.com/news/story/7266/7167582?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:51:25 , udn , 陽光普照，天氣很熱。中央大學大氣科學系兼任副教授吳德榮今天指出，今明兩天各地逾30度暖如夏，梅雨鋒面周四接近周五到，天氣... , https://udn.com/news/story/7266/7167582?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:54:23 , udn , 520「我愛你」來了！苗栗竹南鎮最受新人青睞 , https://udn.com/news/story/7324/7167583?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:54:34 , udn , 520諧音「我愛你」，有意義又好記，今年5月20日適逢周六假日，苗栗縣鄉鎮市戶政事務所開放新人預約當天結婚，目前以竹南鎮... , https://udn.com/news/story/7324/7167583?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:57:25 , udn , 「瞎貓刀口上開戰機」的烏克蘭飛行員 向美苦求F-16因被俄機吃死死 , https://udn.com/news/story/10930/7166095?from=udn-ch1_breaknews-1-0-news
2023-05-16 07:57:35 , udn , 烏克蘭空軍航空發展部門負責人洛哈喬夫（Volodymyr Lohachov）說，「我們的飛行員目前像在刀口上飛行，（若有）F-16戰機，將使我們能夠超越敵人的防空系統」。

烏克蘭一直向外界請求增援F-16的主因之一，是F-16的飛彈有效射程可達150公里，可使烏克蘭能夠遠距攻擊俄羅斯的戰機。洛哈喬夫說，「當然，我們依然會成為目標。但這將是一場公平的戰鬥。以目前狀況，我們無法回擊…」 , https://udn.com/news/story/10930/7166095?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:03:14 , udn , 獨／抓到了！ 台中霧峰光復新村空屋火警是他幹的 , https://udn.com/news/story/7320/7167590?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:03:25 , udn , 台中市霧峰光復新村昨天凌晨發生火警，仁愛路6號空屋在大火中化為灰燼，當地的活化利用和治安引起各界重視。案經霧峰警分局追查... , https://udn.com/news/story/7320/7167590?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:12:16 , udn , 00878報酬率9.2%該賣嗎？網一面倒喊賣：獲利比一年配息還多 , https://udn.com/news/story/123006/7166500?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:12:27 , udn , 高股息ETF每年穩定配息，是「懶人投資」的最佳方式之一。不過有投資人表示，他投資國泰永續高股息（00878）報酬率已達9.2%，若賣出可現賺5989元，讓他猶豫「該賣掉改買006208，還是再放著等配息？」其他人則一面倒喊賣，直言「一年配息才領6%，你賣掉馬上賺超過1年」。 , https://udn.com/news/story/123006/7166500?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:12:47 , udn , 「夢見事故發生」四種情節全解析！第二種看似不祥其實是吉兆 , https://udn.com/news/story/7268/7167104?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:12:58 , udn , 心理學認為，夢境能夠一定程度反映出人的潛在意識。透過解析夢境，或許就能瞭解內心的想法。日本網站「占TV」近來分析，在夢到「意外事故發生」的夢境時，根據四種情節上的差異，有可能反映出的不同想法。 , https://udn.com/news/story/7268/7167104?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:24:23 , udn , MLB／大谷翔平挨2轟後怒敲超前三分砲 一臉奧嘟嘟繞壘 , https://udn.com/news/story/6999/7167598?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:24:34 , udn , 兩度搞砸領先，大谷翔平自己把分數討回來，4局上炸裂三分砲，一揮擊出去就邁開確信步，這一球飛行距離456呎，他的本季第9轟... , https://udn.com/news/story/6999/7167598?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:30:39 , udn , adidas不想認賠234億元 著手重新販售Yeezy聯名款！ , https://udn.com/news/story/7270/7167600?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:30:49 , udn , 歌手兼時裝品牌Yeezy創辦人的Kanye West（後更名為YE）去年10月各種爭議言論，以及種族歧視，不得不讓自2014年就開始合作的adidas做出切割，並中止生產Yeezy品牌產品，同時停止向YE及其公司支付款項，因此adidas+KANYE WEST系列成絕響。然而，經過半年評估，adidas集團總裁Bjørn Gulden在日前股東大會上，首度針對現有Yeezy產品做出回應，認了將會繼續銷售，但方式為何仍未定。 , https://udn.com/news/story/7270/7167600?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:31:10 , udn , 00878的收益平準金像龐式騙局？ 專家：別糾結…配息也是拿本金配 , https://udn.com/news/story/123006/7167595?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:31:21 , udn , 本週三又是00878配息的時間點了，現在不少人質疑，為什麼00878持有不少殖利率低到哭出來的金融股，配息卻依然不受影響？收益平準金是不是拿你的本金配給你？是不是龐式騙局？ , https://udn.com/news/story/123006/7167595?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:31:41 , udn , 照片看歷史／1962年花蓮北埔機場新建跑道啟用 中美空軍將領並肩駕機 , https://udn.com/news/story/7314/7165329?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:31:52 , udn , 1962年5月16日，民航局新建花蓮北埔機場瀝青混凝土跑道及助航設備已全部竣工，上午舉行落成典禮，由交通部長沈怡主持，菲律賓駐華大使羅慕斯夫人剪綵，美國援華公署署長郝樂遜、美援運用委員會副主任委員尹仲容及立監委員等中外來賓，花蓮地方機關首長100多人應邀觀禮。... , https://udn.com/news/story/7314/7165329?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:32:13 , udn , 真實人生／伊朗因他被制裁 雙面間諜用核武機密換英國籍 卻走上死刑台 , https://udn.com/news/story/6812/7164002?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:32:24 , udn , 伊朗在今年初以間諜罪名處死了前國防部副部長阿克巴里（Alireza Akbari），這是伊朗40年多來首度以絞刑懲處高官。阿克巴里在1月11日傍晚，被帶到一個四面皆是高牆的內院，獄方在他脖子上套了繩索，幾分鐘後他就喪命。真實人生有各種錯假亂，間諜世界尤其撲朔迷離，曾經深受伊朗高層倚重的阿克巴里，究竟如何被送上絞刑台？ , https://udn.com/news/story/6812/7164002?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:32:44 , udn , 醫護勞權／蔡英文昔喊全體醫師納勞基法 主治醫仍卡關 三班護病比也跳票 , https://udn.com/news/story/7266/7139737?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:32:55 , udn , 上百名醫護人員於五一勞動節時上凱道抗議「防疫津貼透明化」、「改善護病比」，「幫助降低護理人員離職率」。形象溫柔婉約的護理人員們，拿起大聲公，將護理職場不人道的排班和工作量，清清楚楚講給整個社會聽；不過，醫師算勞工嗎？這問題若在十年前提出來，許多醫學生和醫師都會說「不算」，但現在，他們會毫不猶豫地回答「 算！」
台北市醫師職業工會努力近十年，住院醫師才在2019年納入勞基法，但公立醫院住院醫師尚不適用；至於主治醫師納勞基法還在卡關，恐還需要多年努力才會有點進展。至於三班護病比，醫院經營者總是拿「勞動條件太差」出來當理由，「千錯萬錯都是別人的錯，離開的人已經回不來了。」 , https://udn.com/news/story/7266/7139737?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:33:16 , udn , 日男為治病「殺人割屁股熬湯」 逍遙法外三年後又為錢害命 , https://udn.com/news/story/6812/7167084?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:33:26 , udn , 1902年，日本東京曾經發生一起獵奇的殺人案。一位名為野口男三郎的男子，不僅殺害了一位11歲少年河合莊亮，還割下對方臀部1.2公斤的肉，以及挖除對方雙眼，死壯相當悽慘。 , https://udn.com/news/story/6812/7167084?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:33:47 , udn , 巴菲特除了出清台積電 第1季還賣光哪些股票？ , https://udn.com/news/story/6811/7167597?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:36:51 , udn , 「股神」巴菲特的波克夏公司公司在第1季除了出清台積電ADR之外，也在美國地區銀行動盪的情勢下調整了金融股部位，全數出脫了... , https://udn.com/news/story/6811/7167597?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:37:43 , udn , 美元走貶因美國經濟數據疲軟 土耳其里拉逼近新低 , https://udn.com/news/story/6811/7167596?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:37:53 , udn , 除日圓外主要貨幣兌美元周一普漲。隨著美國債務違約大限臨近，市場擔心預算談判能否拿出解決方案。交易者也評估美國經濟數據和聯... , https://udn.com/news/story/6811/7167596?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:42:38 , udn , 立委質疑再生醫療雙法複製高端模式 立院暫緩二讀 , https://udn.com/news/story/6656/7167606?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:42:49 , udn , 立法院院會今天原本排定再生醫療雙法草案二讀，由於學界質疑，在野黨團質疑民進黨政府複製高端模式，希望朝野協商。民進黨立法院... , https://udn.com/news/story/6656/7167606?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:48:36 , udn , 金秀賢湖水綠巧搭藍色時計  懷舊也清新 , https://udn.com/news/story/7270/7167611?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:48:47 , udn , 懷舊風格之所以迷人，其一是傳承了來自過往年代的美好，更有展現不被時間沖刷的雋永經典。瑞士鐘表品牌美度（MIDO）推出全新... , https://udn.com/news/story/7270/7167611?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:51:24 , udn , 把握今明好天氣 周四起至周末下雨下周二再一道鋒面來 , https://udn.com/news/story/7266/7167615?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:51:35 , udn , 把握今明兩天好天氣，周四起又有一波梅雨鋒面接近，要下雨了。 , https://udn.com/news/story/7266/7167615?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:51:55 , udn , 5/16【早晨財經速解讀】那指再創波段高 日股將創史高 兩個世界? 台幣跌破30.8 中信金加碼台股 新一波下殺? , https://udn.com/news/story/7251/7167613?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:52:06 , udn , 上市櫃公司第1季財報出爐，納入金控獲利自結數後，全體獲利合計5,985.5億元，季增1.6%、年減48.2%，符合法人預期；單季獲利為史上同期第三高，僅次於2022年、2021年的紀錄，等於揮別疫情、美中貿易戰兩大紅利，回歸疫情前水準。 , https://udn.com/news/story/7251/7167613?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:52:57 , udn , 「大賣空」貝瑞Q1敲進美區域銀行 重押京東、阿里巴巴 , https://udn.com/news/story/6811/7167607?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:53:08 , udn , 電影「大賣空」原型人物貝瑞（Michael Burry）的避險基金Scion Asset Management，在第1季... , https://udn.com/news/story/6811/7167607?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:54:26 , udn , 紐時賞析／在這波蘭小鎮 俄烏戰爭「讓一切天翻地覆」 , https://udn.com/news/story/6904/7162163?from=udn-ch1_breaknews-1-0-news
2023-05-16 08:54:37 , udn , Set in a thick forest, ringed by limpid lakes and free of vi... , https://udn.com/news/story/6904/7162163?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:00:28 , udn , 22歲準媽媽進產房生孩！門外4男爭認「孩子爸爸」 揭真相極心酸 , https://udn.com/news/story/7335/7167616?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:00:39 , udn , 一個孩子竟有4個「爸爸」？原來背後藏洋蔥！大陸一名22歲女子到醫院產房生小孩，但當醫護人員問「產婦丈夫是誰」時，產房外　4名男子竟然都自認是孩子父親，令醫生和護士都十分吃驚。更令人疑惑的是，4人都極度關心女子，且沒有妒忌或吃醋，事後才揭開了心酸真相。 , https://udn.com/news/story/7335/7167616?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:01:00 , udn , 無護照被送出國！女子乘內陸機因1人疏忽 誤飛至加勒比海牙買加 , https://udn.com/news/story/6810/7167621?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:01:11 , udn , 無護照卻能搭飛機前往另一國家！較早前美國有女子原搭乘從費城飛往佛羅里達州的航班，不料登機後才被空姐告知，預定航班登機門早已變更，她乘坐的航班是前往牙買加，雖然感到震驚，但還是在沒有護照情況下飛到國外。 , https://udn.com/news/story/6810/7167621?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:02:02 , udn , 美股新里程碑 蘋果一家公司就比羅素2000指數還值錢 , https://udn.com/news/story/6811/7167618?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:02:13 , udn , 財經網站MarketWatch報導，根據彭博資訊數據，蘋果公司的市值已連續兩周超越羅素2000指數的整體總市值，時間為歷... , https://udn.com/news/story/6811/7167618?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:06:39 , udn , 捷克總統：中國比俄羅斯更危險 用「一中兩制」與台交往 , https://udn.com/news/story/6809/7167620?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:06:49 , udn , 捷克總統帕維爾在一場國際會議表示，中國企圖支配世界，長期來看比俄羅斯更危險，他並強調捷克與台灣關係密切，與台灣交往的原則... , https://udn.com/news/story/6809/7167620?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:07:10 , udn , 影／紐西蘭旅館驚傳大火至少10死！凶猛火勢「吞沒頂樓」畫面曝 , https://udn.com/news/story/6809/7167623?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:07:21 , udn , 紐西蘭首都威靈頓（Wellington）一間4層樓高的旅館16日凌晨發生大火，目前已造成至少10人死亡，另外還有多人失蹤... , https://udn.com/news/story/6809/7167623?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:09:35 , udn , 油價反彈勁揚逾1%、因加拿大油產減少 黃金小幅收漲 , https://udn.com/news/story/6811/7167631?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:09:46 , udn , 國際油價在連三天走跌後反彈回升，勁揚超過1%，因加拿大和其他地區的石油供應將緊縮，但對經濟衰退的疑慮繼續令油市承壓，抑... , https://udn.com/news/story/6811/7167631?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:10:07 , udn , 憶老戰友：林淑雅放最開的就是升等 在靜宜超過10年還是助理教授 , https://udn.com/news/story/121484/7167617?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:10:17 , udn , 而她放的最開的，就是自己的升等。所以，她在靜宜任教已超過10年，卻還是助理教授。這不是學術能力的問題，是目標清楚，知道該如何取捨的決定。她所參與的每一個事件，寫成I級論文發表，都可以升特聘了。 , https://udn.com/news/story/121484/7167617?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:13:42 , udn , 把握今明好天氣！周四起至周末下雨 下周二再一道鋒面來 , https://udn.com/news/story/7266/7167615?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:14:43 , udn , 金秀賢湖水綠巧搭藍色時計 懷舊也清新 , https://udn.com/news/story/7270/7167611?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:18:36 , udn , 澳洲貿易部長：不希望脫鉤，盼擴大與中國的經貿往來 , https://udn.com/news/story/7333/7167643?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:18:47 , udn , 新華社15日刊登日前訪問中國大陸的澳洲貿易部長法瑞爾的專訪，法瑞爾說，「澳大利亞不希望與中國脫鉤，相反，我們希望擴大同中... , https://udn.com/news/story/7333/7167643?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:19:07 , udn , 上班注意！國1北向4小車追撞 回堵5公里 , https://udn.com/news/story/7266/7167634?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:19:18 , udn , 上班注意！高公局8時10分指出，上午7:50國1北向61.6K發生交通事故，國1北向61.6K處4小車追撞占用內線事故，... , https://udn.com/news/story/7266/7167634?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:21:39 , udn , 台東3.7地震 最大震度台東縣3級 , https://udn.com/news/story/7266/7167601?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:21:50 , udn , 根據中央氣象局最新資訊，今天6時28分發生芮氏規模3.7地震，地震深度15.3公里，震央位於台東縣政府南南東方105.4... , https://udn.com/news/story/7266/7167601?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:36:35 , udn , 雲林警官駕警車載美妹違規自拍下場曝光…網友竟逆風挺 , https://udn.com/news/story/7320/7167678?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:36:45 , udn , 網路社群昨天流傳雲林一名警官駕警車載著2名女志工但未繫安全帶、自拍還對鏡頭比出「YA」手勢的影片，引起大批網友熱議，有人... , https://udn.com/news/story/7320/7167678?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:37:06 , udn , 菲籍女旅客遺失手耭 清水警國際快遞寄回她跨國寄感謝信 , https://udn.com/news/story/7320/7167675?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:37:16 , udn , 一名菲籍女旅客到台中市沙鹿旅遊時遺失手耭，民眾撿到拿到清水警分局，警方查出手機主人已離境回到菲律賓，員警自掏腰包寄國際快... , https://udn.com/news/story/7320/7167675?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:37:37 , udn , 入選「刺客列傳」展出 藝術家洪天宇陳屍畫室 死亡逾1周 , https://udn.com/news/story/7320/7167674?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:37:48 , udn , 知名藝術家洪天宇前晚被發現陳屍在苗栗縣大湖鄉的畫室內，死亡已超過一周，檢警研判為心因性休克死亡，排除他殺，家屬沒意見；6... , https://udn.com/news/story/7320/7167674?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:38:08 , udn , 金氏紀錄「最長壽狗狗」歡慶31歲生日！主人曝長壽關鍵原因 , https://udn.com/news/story/6812/7167666?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:38:19 , udn , 金氏世界紀錄（Guinness World Records）中「最長壽的狗狗」近日慶祝牠的31歲生日，主人也透露愛犬長壽... , https://udn.com/news/story/6812/7167666?from=udn-ch1_breaknews-1-0-news
2023-05-16 09:38:40 , udn , 5G新應用／5G能讓生活更安全？ 助消防技術升級還能導入VR訓練 , https://udn.com/news/story/7240/7163360?from=udn-ch1_breaknews-1-0-news
