2023-03-27 00:05:49 , udn , 路跑／紐崔萊日月潭環湖賽 3000跑者浪漫起跑 , https://udn.com/news/story/7879/7058351?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:06:20 , udn , 新加坡的文官制度獨具特色：恩極恩而威極威。正因為這樣，使得新加坡從建國時1965年的人均GDP 516美元，暴漲到202... , https://udn.com/news/story/6656/7058501?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:09:10 , udn , 彭博：破產的矽谷銀行將被併購 傳買家是它 , https://udn.com/news/story/6811/7058503?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:09:21 , udn , 彭博引述知情人士報導，First Citizens BancShares 即將收購倒閉的矽谷銀行（SVB）。 , https://udn.com/news/story/6811/7058503?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:11:38 , udn , 烏軍操作挑戰者2型坦克完訓 英國防部公布影片 , https://udn.com/news/story/122663/7058504?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:11:49 , udn , 英國國防部今天表示，烏克蘭官兵和志願者已在英國完成操作與維護「挑戰者2型」坦克的訓練並返回烏國。國防大臣華勒斯（Ben ... , https://udn.com/news/story/122663/7058504?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:32:49 , udn , 即時短評／侯友宜半個總統候選人 「侯侯做代誌」很難補血 , https://udn.com/news/story/6656/7058518?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:33:00 , udn , 依照國民黨中央日程，最晚恐拖到六月才有機會徵召新北市長侯友宜選總統，然而民進黨對手副總統賴清德早開始全台巡迴。侯在新北市... , https://udn.com/news/story/6656/7058518?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:33:20 , udn , 北韓又射飛彈！南韓軍方：向朝鮮半島東海發射彈道飛彈 , https://udn.com/news/story/6809/7058517?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:33:31 , udn , 韓聯社報導，南韓軍方指出「北韓27日又向朝鮮半島東部海域發射一枚彈道飛彈」。 , https://udn.com/news/story/6809/7058517?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:33:51 , udn , 【專家之眼】正義何在？即將破產的勞保如何起死回生？ , https://udn.com/news/story/7238/7058515?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:34:02 , udn , 勞保與健保構成我國社會安全制度的脊梁；勞保破產，全民蒙難，社稷永無寧日。 , https://udn.com/news/story/7238/7058515?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:34:22 , udn , 島國根性成絆腳石 亞洲白領不再嚮往日商 受不了「菠菜」法則 , https://udn.com/news/story/6812/7051902?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:34:32 , udn , 曾幾何時，日商在亞洲人心目中，不再有高人氣。一份「嚮往跨國企業」的調查顯示，近年亞洲白領人才對日商的好感度在下滑，除語言障礙，愈來愈多外國人忍受不了從「島國根性」成形的公司文化，其中還包括所謂的「菠菜」法則... , https://udn.com/news/story/6812/7051902?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:34:53 , udn , 馬英九抗戰之旅 追憶差點炸死老蔣的黃山空襲 , https://udn.com/news/story/6656/7056464?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:35:03 , udn , 前總統馬英九27日起出訪大陸祭祖，順道參訪抗戰歷史遺址，其中包括抗戰時期陪都重慶的抗戰遺址博物館，博物館館藏展覽物件，部分由熱心台商捐贈，博物館昔日為蔣中正重慶黃山官舍舊址，是真正的戰爭遺跡。2005年連戰訪陸破冰之旅後，兩岸關係緩和，大陸當局才以紀念抗戰勝利60年名義，將這裡改建為抗戰遺址博物館，馬英九到訪，象徵著改善兩岸關係的傳承與往前邁進。 , https://udn.com/news/story/6656/7056464?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:35:24 , udn , 消失兒童節／小孩急診卻被公司要求處理專案 不友善職場誰敢生 , https://udn.com/news/story/7266/7057597?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:35:34 , udn , 兒童節將至，但兒童在哪裡？少子化危機嚴重，地方政府競相加碼生育獎勵金、中央大肆宣傳托育補助對策，去年新生兒數13.8萬人，卻創歷史新低，顯然狂撒幣卻撒錯重點。當政府與企業皆未顧及在通膨、生活壓力下，雙薪家庭面臨不友善職場、無法彈性育兒，只好不生小孩的現實問題時，台灣勢必得迎來無人可慶祝、消失的「兒童」節。

下周就是兒童節，但台灣在新生兒數逐年下降、屢創新低下，已陷入空有兒童節，卻愈來愈難看見兒童的尷尬窘境。 , https://udn.com/news/story/7266/7057597?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:35:55 , udn , 照片看歷史／清光緒中法戰爭法國士兵遺骸 遷葬基隆法國公墓 , https://udn.com/news/story/7314/7057648?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:36:05 , udn , 1954年3月27日，600噸的法國軍艦皮莫當號自澎湖遷運來兩具遺骸，葬於基市法國公墓。遺骸是清光緒11年中法戰爭時率領法國水師軍沿海北上，襲掠我台澎海疆後而病歿於馬公要港之法國水師提督孤拔（Anatole-Amédée-Prosper Courbet）衣冠及其士兵路易士．若內和馬丁．若瑟夫路易士。... , https://udn.com/news/story/7314/7057648?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:36:26 , udn , 本周台股／歐美銀行危機暫歇 台股長假前留意資金轉觀望 , https://udn.com/news/story/7238/7057894?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:36:36 , udn , 受美國科技股影響，台股上周由台積電及高價IC設計股帶動，上周五大盤指數收在1萬5914點，統計上周台股強彈461.74點，周線大漲2.99%，逆轉連二黑窘境，日均量也提升至2316.95億元，呈現價穩量增情況。... , https://udn.com/news/story/7238/7057894?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:36:57 , udn , 生態災難！知本濕地大火在環頸雉調查後是巧合？ , https://udn.com/news/story/7328/7058512?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:37:07 , udn , 台東知本溪岸濕地昨下午發生雜草火警，大火被強風助長大面積延燒，火光濃煙沖天，數公里外清晰可見，直到今凌晨1時許才撲減，因... , https://udn.com/news/story/7328/7058512?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:37:28 , udn , 蘋果對百位主管展示MR頭戴裝置 為6月公開發表暖身 , https://udn.com/news/story/7086/7058509?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:37:38 , udn , 根據一篇報導，蘋果已經在蘋果總部園區Apple Park把混合實境（MR）頭戴裝置對內展示給自家主管。這距離預期該產品公... , https://udn.com/news/story/7086/7058509?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:41:49 , udn , 之後可下載？蘋果iOS 17不僅修正漏洞 還要增加效能和新功能 , https://udn.com/news/story/7098/7058376?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:42:00 , udn , 除了透露蘋果（Apple）已經向內部約100名主管級員工展示即將揭曉的混合視覺頭戴裝置，彭博新聞記者Mark Gurman也透露預計今年釋出更新的iOS 17，在原本計畫中僅聚焦漏洞修正，並且提高運作效能，但目前似乎將會額外加入更多實用新功能。 , https://udn.com/news/story/7098/7058376?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:42:20 , udn , Fed官員卡斯哈里：銀行業壓力拉近經濟衰退風險 , https://udn.com/news/story/6811/7058519?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:42:31 , udn , 明尼阿波利聯邦準備銀行總裁卡斯哈里表示，最近的銀行業動盪增添美國經濟衰退的風險，但現在就判定經濟和貨幣政策該如何因應，尚... , https://udn.com/news/story/6811/7058519?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:53:59 , udn , 廢土何處去？ 鍾東錦：研究公辦民營 合法就支持 , https://udn.com/news/story/7324/7058526?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:54:09 , udn , 苗栗縣近來頻傳廢棄物入侵，掩埋場、土石方資源堆置場設置案爭議，縣長鍾東錦表態「合法就支持」，因為不管誰執政，都是很頭痛，... , https://udn.com/news/story/7324/7058526?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:54:29 , udn , 3/27【早晨財經速解讀】小台全面轉空 台股嘎到外太空?德銀違約風險連環爆 費半卻創波段高? , https://udn.com/news/story/7251/7058522?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:54:40 , udn , 最近金融市場走勢詭譎多變，但在銀行業危機、信用緊縮引發衰退、央行政策轉向和停滯性通膨等危機警報大響之際，分析師表示，至今為止最好的投資策略，尤其是對美股而言，就是「躺平」，什麼都不做。 , https://udn.com/news/story/7251/7058522?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:55:00 , udn , 兒童節免費看電影 保證金捐公益團體打造善的循環 , https://udn.com/news/story/7323/7058524?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:55:11 , udn , 兒童節即將來臨，為歡慶並創造親子相處機會，新北有民代多年來持續辦理看活動電影，今年還首度將保證金捐給公益團體，讓親子享受... , https://udn.com/news/story/7323/7058524?from=udn-ch1_breaknews-1-0-news
2023-03-27 08:59:59 , udn , 如何知道爸媽內心偏袒誰？用Netflix一秒釣出內心真實答案 , https://udn.com/news/story/7088/7053173?from=udn-ch1_breaknews-1-0-news
2023-03-27 09:00:09 , udn , 父母真的沒有偏愛某一個小孩嗎？這一直以來都是許多孩子難以得知的秘密。但近日，一位TikTok網紅發現一個釣出父母內心「最愛的孩子」的方法... , https://udn.com/news/story/7088/7053173?from=udn-ch1_breaknews-1-0-news
2023-03-27 09:00:29 , udn , 周四第二波春雨 賈新興：嘉南高有機會 清明節全台雨襲 , https://udn.com/news/story/7266/7058531?from=udn-ch1_breaknews-1-0-news
2023-03-27 09:00:40 , udn , 今年第一波春雨明天暫歇，但中南部旱象仍未紓解。台灣整合防災工程技術顧問公司總監賈新興表示，周四至周五第二波春雨，接著4月... , https://udn.com/news/story/7266/7058531?from=udn-ch1_breaknews-1-0-news
2023-03-27 09:06:00 , udn , 日本防衛省：北韓疑似又射飛彈 落在日專屬經濟區外 , https://udn.com/news/story/6809/7058514?from=udn-ch1_breaknews-1-0-news
2023-03-27 09:06:10 , udn , 日本防衛省（國防部）今天上午7時50分（台灣時間上午6時50分）左右宣布，北韓可能發射了彈道飛彈，研判飛彈已落下 , https://udn.com/news/story/6809/7058514?from=udn-ch1_breaknews-1-0-news
2023-03-27 09:17:59 , udn , 陸媒：宏都拉斯不會是最後一個與台斷交的國家 , https://udn.com/news/story/7266/7058544?from=udn-ch1_breaknews-1-0-news
2023-03-27 09:18:10 , udn , 中美洲國家宏都拉斯26日宣布與台灣斷交，並與中國大陸簽署建交公報，這是蔡英文總統2016年上任以來台灣失去的第九個邦交國... , https://udn.com/news/story/7266/7058544?from=udn-ch1_breaknews-1-0-news
2023-03-27 09:18:31 , udn , MLB／與大谷的對決好好玩 但楚奧特慶幸現在是隊友 , https://udn.com/news/story/6999/7058542?from=udn-ch1_breaknews-1-0-news
2023-03-27 09:18:41 , udn , 天使隊離開春訓基地，回到大本營洛杉磯，今天起將與道奇隊展開熱身賽3連戰，大谷翔平、楚奧特（Ｍike Trout）都在先發... , https://udn.com/news/story/6999/7058542?from=udn-ch1_breaknews-1-0-news
2023-03-27 09:19:01 , udn , MLB／張育成的守備足以免試過關 紅襪總仔要看隊形需求 , https://udn.com/news/story/6999/7058541?from=udn-ch1_breaknews-1-0-news
2023-03-27 09:19:12 , udn , 效力紅襪隊的旅美台將張育成，終於將在明天的官辦熱身賽初次亮相，儘管「開箱秀」來得晚，但當地媒體對於他進入開季名單抱持樂觀... , https://udn.com/news/story/6999/7058541?from=udn-ch1_breaknews-1-0-news
2023-03-27 09:19:32 , udn , 唐綺陽星座運勢週報：魔羯職場人際關係佳 天秤工作財運好 , https://udn.com/news/story/7268/7058537?from=udn-ch1_breaknews-1-0-news
2023-03-27 09:19:43 , udn , 諸星皆在開創度數或開創星座，此時開創能量強，計畫已久之事將蓄勢待發，突發事件多，易產生煩躁感，要用新思維來面對人生。火星進巨蟹，巨蟹要動起來，把握5/20之前的能量，只要奮鬥就有機會搞定。心中內在擔憂亦有可能爆發，安全感受到挑戰，注意控制自己的情緒和脾氣。 , https://udn.com/news/story/7268/7058537?from=udn-ch1_breaknews-1-0-news
2023-03-27 09:20:03 , udn , 日本防衛省：北韓試射2枚飛彈 落入日專屬經濟區外 , https://udn.com/news/story/6809/7058534?from=udn-ch1_breaknews-1-0-news
