2023-03-01 00:20:20 , udn , 即時短評／蔣萬安DNA如雙面刃？上任以來第一道大難關 , https://udn.com/news/story/6656/7000443?from=udn-ch1_breaknews-1-0-news
2023-03-01 06:17:31 , udn , 聯合報每天推出「圖解新聞」，希望藉由圖像設計幫助讀者理解生硬內容。勞保老年年金財務缺口惡化加劇，這次的圖表帶你看10年5大變化加劇勞保破產危機。 , https://udn.com/news/story/7314/7000506?from=udn-ch1_breaknews-1-0-news
2023-03-01 06:26:19 , udn , 北一女畢旅「6450之亂」 國旅文化才是亂源 , https://udn.com/news/story/6656/7000459?from=udn-ch1_breaknews-1-0-news
2023-03-01 06:26:29 , udn , 228連假網路最熱的話題莫過於有北一女學生上網批評，今（3月1日）天就要出發前往南部的3天2夜畢業旅行，行程規畫太潦草，根本不值6450元，認為是「絕望行程」。另一方面，近年來政府為了硬湊連假好創造「小確幸」，卻導致補班太多，集中式放假也讓國旅品質與價格更加失衡。這兩起事件背後恰巧都暴露了國旅結構性問題，可能才是真正的亂源。 , https://udn.com/news/story/6656/7000459?from=udn-ch1_breaknews-1-0-news
2023-03-01 06:38:20 , udn , 王婉諭剛接時力主席 就被同志「相忘於江湖」 , https://udn.com/news/story/6656/7000490?from=udn-ch1_breaknews-1-0-news
2023-03-01 06:38:31 , udn , 時代力量日前舉行第4屆決策委員會預備會議，推選出時力立委王婉諭出任新任黨主席，王婉諭表示，2024年是時代力量決定能否維持、甚至突破國會席次重要的一年。不過，彰化縣前議員吳韋達當天卻隨即請辭決策委員；時力進入「邱（顯智）王（婉諭）體制」時代，黨內矛盾依然存在。 , https://udn.com/news/story/6656/7000490?from=udn-ch1_breaknews-1-0-news
2023-03-01 06:39:21 , udn , 道指跌232點 回吐年來漲幅 , https://udn.com/news/story/6811/7000554?from=udn-ch1_breaknews-1-0-news
2023-03-01 06:39:32 , udn , 主要股指下跌，股市度過了艱難的2月。 , https://udn.com/news/story/6811/7000554?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:29:41 , udn , 經典賽／中華隊年輕有活力 只怕抗壓性不足遇大賽手軟 , https://udn.com/news/story/122629/7000154?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:29:51 , udn , 歷經大幅度換血的中華隊，為了備戰即將在3月8日開打的第五屆世界棒球經典賽，率先與中華職棒各隊進行交流賽。在張育成的豪打帶動下，加上中職各隊都還在春訓調整中，中華隊得以全勝之姿進入官辦熱身賽。後續將於5 , https://udn.com/news/story/122629/7000154?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:30:12 , udn , 經典賽／年紀輕輕就有老將之風 宮城大彌躋身最強武士之列 , https://udn.com/news/story/122629/7000130?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:30:22 , udn , 本次經典賽日本隊來勢洶洶，特別是豪華的投手陣容，讓日本隊備受外界看好，還有「史上最強日本隊」之稱。一般的目光焦點，或許會放在達比修有、大谷翔平、山本由伸和佐佐木朗希這些強力右投上，但其他投手實力也不容 , https://udn.com/news/story/122629/7000130?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:30:43 , udn , 瑞登成新任洛杉磯院長 重返巔峰機會渺茫 , https://udn.com/news/story/122629/7000104?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:30:53 , udn , 瑞登（Anthony Rendon）曾是聯盟的明星三壘手之一，安心的守備能力與突出的進攻火力是當年進入自由市場的一大賣點，如今卻淪為天使多筆失敗投資中的其中一筆，7年2億4500萬美元合約將正式過半， , https://udn.com/news/story/122629/7000104?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:31:13 , udn , 數位韌性／網軍頭、只會點麵線？數位部6大爭議 唐鳳完整回應一次看 , https://udn.com/news/story/7238/6998047?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:31:24 , udn , 數位發展部已成立半年，成立之初就引發不少爭議，近來更因多起資安事件再讓外界質疑數位部未扮演積極角色。數位部長唐鳳強調，數位部重視的是全民韌性，並不是只防禦關鍵基礎設施、只為政府重點機關提供T-Road、零信任機制，也要幫助中小企業數位轉型，並從中做好資安防護。

她也支持政府成立個資獨立監督機關，具有獨立性，保障任期、預算不受干擾，不歸屬任何部會之下，甚至可以監督數位部。

唐鳳日前接受本報專訪，針對外界對數位部的6大質疑，從她是否成為「網軍頭」，到被指為數位部只會「點麵線」，以及是否與數位中介法有關、為何要建立個資獨立監督機關等，一次做出完整回應。 , https://udn.com/news/story/7238/6998047?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:31:44 , udn , 居家保母高齡化、人力海嘯式斷層 托育團體砸重金搶人才 , https://udn.com/news/story/7266/6999065?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:31:55 , udn , 比起當上班族，居家保母日間顧兩名幼兒，薪水相對優厚，近幾年年輕保母投入相對少，預估5年到10年後，會發生保母斷層危機。背後原因，除了年輕人自有住宅比例低，租房當保母恐不敷成本，加上虐嬰事件頻鬧上新聞版面，保母被視為高風險行業，影響年輕人入行意願，專家建議政府應提出更多友善政策，穩定托育人力，也能讓更多職業婦女無後顧之憂，穩定就業。 , https://udn.com/news/story/7266/6999065?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:41:29 , udn , 今晚變天！ 連2波東北季風接力 最冷10度時間點曝光 , https://udn.com/news/story/7266/7000586?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:41:39 , udn , 中央大學大氣科學系兼任副教授吳德榮今天在「三立準氣象．老大洩天機」最新專欄表示，今晨觀測資料顯示，各地晴朗，西半部有低雲... , https://udn.com/news/story/7266/7000586?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:46:33 , udn , 蔣萬安首度為228事件道歉 228國家紀念館：天馬茶房緝菸事件非主因 , https://udn.com/news/story/122701/7000380?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:46:43 , udn , 台北市長蔣萬安今天說，願意為76年前發生在台北市大稻埕天馬茶房附近的事情，致上歉意。228國家紀念館晚間指出，「天馬茶房... , https://udn.com/news/story/122701/7000380?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:47:43 , udn , 今晚變天！連2波東北季風接力 最冷10度時間點曝光 , https://udn.com/news/story/7266/7000586?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:56:41 , udn , 全民防衛戰／16歲學生動員服勤 專家：每年只訓練8小時等於去送死 , https://udn.com/news/story/10930/6999643?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:56:51 , udn , 政府打算重建停擺多年的校園民防系統，將學生納入國防部動員體系。陸軍中將退伍的立委吳斯懷說，動員民眾從事非戰鬥勤務有其價值，但必須釐清，這些校園、地方的防護，和軍警關係為何？成員是否發給自衛武器？如果持有武器，就符合日內瓦公約的交戰人員身分，敵軍便可對其開火。另外每年只有8小時訓練，最基本概念都無法建立，到時要孩子去從事民防、協助軍隊，等於害他們去送死。 , https://udn.com/news/story/10930/6999643?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:57:12 , udn , 全民皆兵進行式 蔡政府要年輕人拿掃帚上戰場？ , https://udn.com/news/story/10930/6999595?from=udn-ch1_breaknews-1-0-news
2023-03-01 07:57:22 , udn , 蔡總統去年國慶談話宣示落實全民防衛，成立「全民防衛動員署」，她強調「守土衛國」從來都不只是軍人的事，每一位國民都是國家的守護者。對應今日國防部預告全民防衛動員準備法修正草案、教育部要求各地方政府積極配合國防部將學生動員計畫造冊納管，原來蔡總統這段話已在預告，要為全民皆兵做好準備。 , https://udn.com/news/story/10930/6999595?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:03:45 , udn , 美股六債四比投資組合 回報20多年首度被現金資產打敗 , https://udn.com/news/story/6811/7000580?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:03:45 , udn , 芝加哥聯準銀行總裁：決策者過度依賴市場反應 錯誤也危險 , https://udn.com/news/story/6811/7000590?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:03:55 , udn , 芝加哥聯邦準備銀行總裁古斯比（Austan Goolsbee）表示，央行官員必須利用從實體經濟中收集到的線索來補充他們從... , https://udn.com/news/story/6811/7000590?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:03:55 , udn , 二十多年來第一次，世界上最沒風險的證券收益居然超過傳統的股六債四比的投資組合。 , https://udn.com/news/story/6811/7000580?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:04:15 , udn , 美股三大指數收黑 投資人仍擔心Fed長時間維持高利率 , https://udn.com/news/story/6811/7000578?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:04:26 , udn , 美國股市周二（2月28日）收低，2月表現低迷，三大指數月線均收黑，因投資人持續評估利率是否會在較長時期內保持高位。 , https://udn.com/news/story/6811/7000578?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:04:46 , udn , 美眾院委員會陸制裁案獲進展 白宮國安會對華鷹派少1人 , https://udn.com/news/story/6813/7000584?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:04:56 , udn , 美國眾議院金融服務委員會周二推進一系列與中國大陸相關的制裁提案，其中包括指示美國官員支持台灣加入國際貨幣基金組織（IMF... , https://udn.com/news/story/6813/7000584?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:05:39 , udn , 【專家之眼】為何福利國家比資本國家更具制度優越性？ , https://udn.com/news/story/6656/7000596?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:05:50 , udn , 鑑於國人對於福利國家有著嚴重誤解，這篇文章就來討論福利國家與資本國家的差別。這世界上的福利國家有好幾個，例如丹麥、荷蘭、... , https://udn.com/news/story/6656/7000596?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:06:10 , udn , 驚男友偷拍裸照想分手 接連收到性愛片...要她生不如死 , https://udn.com/news/story/7321/7000595?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:06:21 , udn , 林姓美容師發現郭姓按摩師男友偷拍裸照，決意分手。郭傳性愛片給林女並恫「跟我作對，我是妳的惡夢」「準備好了幾十支USB，裡... , https://udn.com/news/story/7321/7000595?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:08:41 , udn , 代表蔣萬安訪日 李四川曝這事：全球市長都不是人幹的 , https://udn.com/news/story/7323/7000598?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:08:51 , udn , 台北市副市長李四川目前人正出訪日本東京，李四川今天一早上工前，也特別在臉書提到這次城市外交經驗，包括世界各城市代表分享氣... , https://udn.com/news/story/7323/7000598?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:09:12 , udn , 戴綠帽還被姦夫邀合影取笑 「欺人太甚」判賠50萬確定 , https://udn.com/news/story/7321/7000597?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:09:22 , udn , 王姓室內裝修公司老闆攀搭人妻，陳姓男子發現妻子手機裡有「好朋友來了嗎」、「回來上廁所就有紅的了，下午量就有漸增了」、「好... , https://udn.com/news/story/7321/7000597?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:14:40 , udn , 五角大廈：至2027年無跡象顯示北京會突然侵台 , https://udn.com/news/story/10930/7000602?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:14:51 , udn , 美國國防部政策次長卡爾（Colin Kahl）28日在聯邦眾議院軍事委員會表示，到2027年前，沒有跡象顯示中國大陸可能... , https://udn.com/news/story/10930/7000602?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:15:11 , udn , 鄭明典示警：空品不好 雲嘉南紅燈 晚間再一波境外空汙 , https://udn.com/news/story/7266/7000601?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:15:22 , udn , 今晚起受到東北季風影響，各地氣溫下探10、11度。氣象局長鄭明典也在臉書示警「空氣品質不好」。鄭明典表示，看預測，今晚半... , https://udn.com/news/story/7266/7000601?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:15:42 , udn , ChatGPT掀起人工智能生成應用熱潮 AI芯片供應鏈加速發展 , https://udn.com/news/story/7240/7000450?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:15:52 , udn , 隨著聊天機器人ChatGPT掀起人工智能生成內容（AIGC）熱潮，對人工智能生成內容軟件應用的佈侷成為新的潮流。包括人工智能服務器在內的AIGC應用，需要高階半導體芯片支持，相關需求帶動GPU、GPGPU、CPU、ASIC、FPGA等人工智能相關芯片的性能和需求提升。 , https://udn.com/news/story/7240/7000450?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:26:42 , udn , 2024高雄立委選戰 藍拚破蛋人選卻難產 綠飄內鬥硝煙味 , https://udn.com/news/story/6656/6999914?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:26:52 , udn , 國民黨2024立委選舉北部掀世代交替爭議，高雄市藍營則在「破蛋」困境中奮戰，國民黨主席朱立倫與智庫執行長柯志恩都喊出，下屆立委選舉要在高雄「拚2至3席」，左楠、鼓鹽前新苓、鳳山選區被視為有綠地翻轉為藍天的機會。

民進黨已連續兩屆在高雄立委席次「八仙過海」，但下屆多個選區可能出現黨內挑戰者，新潮流、湧言會各有布局，民進黨高市黨部主委許智善表示，8位現任立委皆有連任意願，若協調不成將辦黨內初選。 , https://udn.com/news/story/6656/6999914?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:27:13 , udn , 誰說MZ世代怕吃苦？南韓年輕人捨棄白領改當「藍領職人」 , https://udn.com/news/story/6812/6998122?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:27:23 , udn , 人們通常會認為2、30多歲的人不願做辛苦的工作，但近來南韓社會對「有前途職業」的認知產生變化，開始有MZ世代放棄當白領。
隨著MZ世代（千禧世代與Z世代的總稱）踏入社會，南韓職場文化悄然改變。從履行最低限度職責的「默默辭職」（quiet quitting）蔓延，現在真正辭掉工作的離職Vlog廣受南韓年輕人喜愛。... , https://udn.com/news/story/6812/6998122?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:27:43 , udn , 照片看歷史／1954年警察廣播電台成立 警務處長陳仙洲兼首任台長 , https://udn.com/news/story/7314/6999049?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:27:54 , udn , 1954年3月1日，籌備年餘的台灣省警察廣播電台下午2時成立，揭幕典禮邀請省主席俞鴻鈞主持並發表廣播演說，隨後舉行茶會招待各界人士。首任台長由警務處長陳仙洲兼任，副台長則由警務處內選聘。該台播音設備均係最新式者，於23日開始試播。 , https://udn.com/news/story/7314/6999049?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:28:14 , udn , 人生逆轉學／被父女友罵「下女生的雜種」 前主播劉蕙苓感謝經歷家庭傷痛 , https://udn.com/news/story/7266/6999905?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:28:25 , udn , 臺北藝術大學教授劉蕙苓身分多重，既是學者、教育工作者，也是資深媒體人，還在老三台時代風光當上一職難求的中視主播。沒人知道當年她在主播台光鮮亮麗模樣下，深埋著揮不去的陰影，那來自爸爸女友從她10歲起不斷的咒罵，「妳這下女生的雜種。」 , https://udn.com/news/story/7266/6999905?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:28:45 , udn , 數位韌性／從被敵國網攻的暗黑中崛起 愛沙尼亞駭客導師：資安是種文化 , https://udn.com/news/story/7238/6999487?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:28:55 , udn , 2007年4月27日那天，對愛沙尼亞人民，是場難以忘卻的災難。

一頭棕色長髮、圓潤臉龐帶著警醒微笑的洛倫茲（Birgy Lorenz），接受《聯合報》專訪時回憶：那天，愛沙尼亞總統府、國會、各政府部門網站、新聞網、電信公司和銀行網站全數癱瘓，民眾不只無法連上銀行網站，就連實體ATM都提不出錢。打開電腦，愛沙尼亞半數以上網站遭駭，被換上敵國俄羅斯的宣傳口號。這場國家級網攻，讓當年的愛沙尼亞一度陷入混亂，從網路瀰漫至現實，有1500位民眾趁亂上街奔跑、焚燒旗幟、縱火，約20家商店和機構被闖入。

不過，時至今日，愛沙尼亞成為了被外媒Wired讚譽的全世界「最先進的數位社會」，世界銀行組織更點名，愛沙尼亞擁有全球最成功的數位身分證系統。到底他們如何從網站全攤的黑暗中崛起，想要借鏡他們的台灣，又面臨什麼難題？來聽聽這位被喻為「駭客導師」的洛倫茲怎麼說。 , https://udn.com/news/story/7238/6999487?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:29:16 , udn , 庫存調整放緩、半導體底部近 對台股屬正面訊息 , https://udn.com/news/story/7238/7000605?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:29:26 , udn , 針對近期盤勢，安聯投信台股團隊表示，回顧2月以來市場的大方向，其中，台股加權指數表現相對其他亞股要來得強勁，主要是受惠市... , https://udn.com/news/story/7238/7000605?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:32:40 , udn , 【專家之眼】全動法爭議 是人民不信任政府 , https://udn.com/news/story/6656/7000609?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:32:50 , udn , 國防部預告修正全民防衛動員準備法引起的爭議，表面上看，是對政府於平時可能干預新聞、言論自由，乃至於戰時把十六歲青少年捲入... , https://udn.com/news/story/6656/7000609?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:38:41 , udn , 水情嚴峻嘉義今起燈號由綠轉黃燈 仁義潭沙洲小島浮現民眾憂快見底 , https://udn.com/news/story/7326/7000613?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:38:51 , udn , 嘉義縣市水情嚴峻，仁義潭、蘭潭到昨天為止，合計蓄水量1154萬噸，蓄水率剩33.86％，經濟部宣布今起嘉義水情燈號由綠燈... , https://udn.com/news/story/7326/7000613?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:47:21 , udn , 阻中犯台  美眾院金融委員會通過3項挺台法案 , https://udn.com/news/story/6656/7000581?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:47:31 , udn , 隨著中國對台脅迫日益嚴峻，國際對台灣安全的關切也隨之增加。美國聯邦眾議院金融委員會今天通過3項與台相關法案，從經濟角度嚇... , https://udn.com/news/story/6656/7000581?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:50:21 , udn , 3/1【早晨財經速解讀】Fed這輪鷹到底?美股拉不動 2023巴菲特股東信 波克夏現金大增還要跌? , https://udn.com/news/story/7251/7000617?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:50:31 , udn , 業界傳出，受超微、輝達、聯發科、高通、英特爾等五大客戶庫存調整狀況比預期激烈影響，台積電（2330）本季營運逆風大增，面臨美元計價營收恐無法達成財測低標問題，單季營收季減幅度恐大於17%，高於原本財測預期的14.2%。由於營收規模縮小，毛利率、營益率也多少會受衝擊。 , https://udn.com/news/story/7251/7000617?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:50:52 , udn , 巴西原住民人道危機 美眾議員籲嚴懲波索納洛失職 , https://udn.com/news/story/6813/7000600?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:51:02 , udn , 巴西前總統波索納洛在美國滯留2個月後，再次成為美國民主黨籍眾議員公開聲明的目標，要求波索納洛對造成巴西羅賴馬州亞諾馬米原... , https://udn.com/news/story/6813/7000600?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:51:23 , udn , 阻中犯台 美眾院金融委員會通過3項挺台法案 , https://udn.com/news/story/6656/7000581?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:52:23 , udn , 全福乾眼症新藥BRM421三期臨床試驗 完成首位病患收案 , https://udn.com/news/story/7238/7000610?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:52:34 , udn , 全福生物科技（6885）今（1）日表示，用於治療乾眼症新藥BRM421在去年12月啟動第三期人體臨床試驗後，已成功在美國... , https://udn.com/news/story/7238/7000610?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:54:51 , udn , 漢達戒菸輔助劑HND-032申請美國上市 收到FDA通知補件 , https://udn.com/news/story/7241/7000616?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:55:01 , udn , 漢達（6620）2月28日晚間公告，子公司Handa Pharmaceuticals, LLC戒菸輔助劑HND-032向... , https://udn.com/news/story/7241/7000616?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:56:26 , udn , 挑戰ASML！應材推新機台減少微影成本 英特爾已採用 , https://udn.com/news/story/6811/7000604?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:56:37 , udn , 美國半導體設備大廠應用材料（Applied Materials）已開始銷售一種晶片製造設備，它能讓產業降低對荷蘭艾司摩爾... , https://udn.com/news/story/6811/7000604?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:57:58 , udn , 通用汽車砍掉500名受薪員工 , https://udn.com/news/story/6813/7000599?from=udn-ch1_breaknews-1-0-news
2023-03-01 08:58:08 , udn , 財經網站CNBC報導，通用汽車（General Motors）跟進競爭對手在內的其他大型公司，裁減數百個受薪職位，縮編以... , https://udn.com/news/story/6813/7000599?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:05:31 , udn , 對決ChatGPT！Meta曝將在Messenger、WhatsApp、IG加入全新人工智慧 , https://udn.com/news/story/123313/7000262?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:05:41 , udn , 在近期OpenAI、微軟、Google接連開啟全新人工智慧技術市場競爭之後，先前同樣佈局人工智慧已有一段時間的Meta，稍早也由執行長Mark Zuckerberg表明將展開能是用各類多媒體格式的人工智慧數位助理，並且將用於旗下Messenger、WhatsApp、Instagram（IG）服務。 , https://udn.com/news/story/123313/7000262?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:06:02 , udn , 惠普維持樂觀展望不變 即使電腦需求暴跌 , https://udn.com/news/story/6811/7000631?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:06:12 , udn , 儘管面臨個人電腦需求下滑的窘境，惠普公司（HP）維持年度展望不變，這是預期今年稍晚需求反彈的跡象。 , https://udn.com/news/story/6811/7000631?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:06:32 , udn , 特斯拉將在墨西哥蓋新廠 總統親自證實 化解外界疑慮 , https://udn.com/news/story/6811/7000628?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:06:43 , udn , 墨西哥總統羅培茲表示，特斯拉（Tesla）將在該國北部興建一座新的組裝廠，化解外界對特斯拉可能取消建廠計畫的疑慮。知情人... , https://udn.com/news/story/6811/7000628?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:07:03 , udn , 油價連四個月下跌 金價2月跌5.1%創近兩年最重頹勢 , https://udn.com/news/story/6811/7000623?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:07:14 , udn , 國際原油價格連續四個月下跌，美國經濟放緩的疑慮持續壓制市場信心。隨著交易員準備迎接美國進一步升息，黃金創下近兩年來最大單... , https://udn.com/news/story/6811/7000623?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:11:40 , udn , 烏官員坦言巴赫姆特將失守！成俄軍奪取頓巴斯地區重要一步 , https://udn.com/news/story/6809/7000637?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:11:51 , udn , 烏克蘭官員表示，被俄軍圍困的東部前線城市巴赫姆特（Bakhmut）可能很快就會失守。烏克蘭總統澤倫斯基日前表示，敵軍正在... , https://udn.com/news/story/6809/7000637?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:12:11 , udn , 聊天互動機器人超夯 但「人類」的判斷能力才是最重要 , https://udn.com/news/story/123313/7000263?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:12:21 , udn , 日前傳出Google內部要求員工必須每天花費2-4的小時，以人力互動方式與日前公布的對話式人工智慧模型「Bard」進行對話，而在進一步說法中更指出，負責Bard項目主管Jack Krawczyk希望Google員工提問個人喜好內容，或是擅長領域等相關問題，並且評估Bard所作回答是否正確，藉此確保回答內容可以令人滿意。 , https://udn.com/news/story/123313/7000263?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:17:41 , udn , 後疫情時代 如何投保才安心？ , https://udn.com/news/story/7239/7000640?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:17:52 , udn , 隨著疫情趨緩、邊境解封，人與人之間的互動往來漸回復常態，返回到疫情前的生活可期。 , https://udn.com/news/story/7239/7000640?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:29:41 , udn , 每月用50％薪水買00878行嗎？ 專家：釐清「三件事」後就剩下對抗心魔 , https://udn.com/news/story/123006/7000636?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:29:52 , udn , 自己不適合做價差，現在改定時定額，每個月拿一半的收入投入00878；希望能夠替自己加薪，甚至未來可以早點退休，因為不知道這樣做是否ok？所以來問問看我的想法… , https://udn.com/news/story/123006/7000636?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:32:41 , udn , 「AI繪圖」版權遭美著作財產局撤銷 原因曝光：不是人類畫的 , https://udn.com/news/story/7088/7000653?from=udn-ch1_breaknews-1-0-news
2023-03-01 09:32:51 , udn , 近期美國法院的裁決表明，AI不能被列為專利的發明人，這引發了關於AI生成的藝術品是否可以被版權保護的一連串問題。 , https://udn.com/news/story/7088/7000653?from=udn-ch1_breaknews-1-0-news
