2023-03-19 00:26:27 , udn , 殺破狼周運勢／白羊面臨社恐症 1星座偏財運好「發票中獎率高」 , https://udn.com/news/story/7268/7029830?from=udn-ch1_breaknews-1-0-news
2023-03-19 06:17:38 , udn , 聯合報每天推出「圖解新聞」，希望藉由圖像設計幫助讀者理解生硬內容。科學日新月異，這次的圖表帶你看台灣進入「重粒子抗癌療法」時代，「癌王」患者治療出現曙光。 , https://udn.com/news/story/7314/7041070?from=udn-ch1_breaknews-1-0-news
2023-03-19 06:17:58 , udn , 朱侯之戰進入第二回合 侯友宜恐難解圍 , https://udn.com/news/story/6656/7041167?from=udn-ch1_breaknews-1-0-news
2023-03-19 06:18:09 , udn , 朱侯之爭，並未隨著選策會終止運作而落幕，反而因為要成立中央提名委員會、並且邀請新北市長侯友宜加入，將兩人新一回合的暗中較勁，帶到另一個新戰場。 , https://udn.com/news/story/6656/7041167?from=udn-ch1_breaknews-1-0-news
2023-03-19 06:23:30 , udn , 健美健身／秀肌肉展現力與美 基隆子弟勇奪三冠王 , https://udn.com/news/story/7005/7041208?from=udn-ch1_breaknews-1-0-news
2023-03-19 06:23:40 , udn , 2023Fitmodel模特健體、形體錦標賽暨111年度全國中等學校健美健身錦標賽暨亞洲盃國手選拔及基隆市長盃，17日起... , https://udn.com/news/story/7005/7041208?from=udn-ch1_breaknews-1-0-news
2023-03-19 06:24:32 , udn , 【總編開箱】朱侯之戰進入第二回合 侯友宜恐難解圍 , https://udn.com/news/story/123431/7041167?from=udn-ch1_breaknews-1-0-news
2023-03-19 06:38:38 , udn , 星期人物／法國「柯賜海」 示威像戀愛 猜猜我在哪 , https://udn.com/news/story/6812/7041151?from=udn-ch1_breaknews-1-0-news
2023-03-19 06:38:48 , udn , 各色旗海飄揚、示威者聲嘶力竭地吶喊激昂口號，在工會領袖帶隊上街遊行下，抗議人潮一擁而上，衝撞嚴陣以待的維安警力。這是1月法國首都巴黎街頭出現的場景，可謂這個「示威遊行大國」的「日常」。根據法國政府統計，光巴黎每天就有5場示威！現場的紐約時報等媒體記者，很難不注意到將一個手書「抓逃漏稅、濟民退休金」的巨幅標語牌，高舉頭上的紅色捲髮男子，他就是法國集會遊行活動無役不與的「抗議天王」芮迪（Jean-Baptiste Redde）。 , https://udn.com/news/story/6812/7041151?from=udn-ch1_breaknews-1-0-news
2023-03-19 06:56:49 , udn , 厄瓜多沿海和秘魯北部地區今天發生規模6.8強震，造成至少4人喪生，還有一些建築物遭到破壞 , https://udn.com/news/story/6809/7041204?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:11:37 , udn , 整理包／明天起防疫大鬆綁 確診輕症免隔離 8大QA一次解惑 , https://udn.com/news/story/7314/7041224?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:11:47 , udn , 國內外疫情趨緩，疫情穩定，中央流行疫情指揮中心9日宣布，3月20日（個案採檢日）起，輕症或無症狀民眾如檢驗陽性，不需通報... , https://udn.com/news/story/7314/7041224?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:12:08 , udn , 北部零星飄雨明起逐日回暖 吳德榮：下周末鋒面雨帶觸台 , https://udn.com/news/story/7266/7041223?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:12:18 , udn , 今天仍受微弱東北季風影響，中央大學大氣科學系兼任副教授吳德榮在「三立準氣象．老大洩天機」最新專欄表示，北海岸、大台北東側... , https://udn.com/news/story/7266/7041223?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:17:36 , udn , 全英公開賽／激戰3局 戴資穎錯過4賽末點無緣決賽 , https://udn.com/news/story/7005/7041225?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:17:46 , udn , 尋求全英公開賽第4冠的我國「一姊」戴資穎，台灣時間今天凌晨和南韓名將安洗瑩激戰3局，搶下首局的小戴決勝局錯過4個賽末點，... , https://udn.com/news/story/7005/7041225?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:26:57 , udn , 銀行風暴從美國蔓延歐洲 關注Fed升息是否收手 , https://udn.com/news/story/6811/7040543?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:27:08 , udn , 美國兩家地區銀行矽谷銀行（SVB）及第一共和銀行在上周倒閉、銀行業危機又從美國蔓延至歐洲的瑞信集團，愈來愈多投資人預期聯準會（Fed）的升息周期可能結束，23日的FOMC會議可能暫停升息。甚至有人認為最快5月或6月降息，預期年底時Fed的政策利率比現在低整整一個百分點，也就是利率區間會回到3.5%至3.75%。 , https://udn.com/news/story/6811/7040543?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:27:28 , udn , 線上課程打破傳統學習方式 網推：學習新選擇！ , https://udn.com/news/story/6885/7035888?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:27:39 , udn , 《Social Lab社群實驗室》本次透過《OpView社群口碑資料庫》追蹤近三個月內「線上課程」話題的網路聲量表現，帶您了解網友熱議的八大線上課程類型有哪些。 , https://udn.com/news/story/6885/7035888?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:27:59 , udn , 全英公開賽／和安洗瑩激戰3局 戴資穎錯過4賽末點無緣決賽 , https://udn.com/news/story/7005/7041225?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:28:30 , udn , 整理包／明起防疫大鬆綁 確診輕症免隔離 8大QA一次解惑 , https://udn.com/news/story/120940/7041224?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:32:57 , udn , 維安幕後／專訪319槍擊案第一線辦案人員 揭露當年不為人知祕辛 , https://udn.com/news/story/6656/7040795?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:33:08 , udn , 2004年總統大選前一天，民進黨正副總統候選人陳水扁、呂秀蓮搭吉普車在台南市掃街拜票，下午1點45分行經金華路，突遭槍擊，選情驟然急轉直下。聯合報數位版專訪當年第一線辦案人員，首度揭露許多不為人知的祕辛。 , https://udn.com/news/story/6656/7040795?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:41:47 , udn , 中南部水庫和2021年比較 鄭明典：感覺可以處理 但非常緊張 , https://udn.com/news/story/7266/7041228?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:41:58 , udn , 中南部旱象持續，中央氣象局長鄭明典在臉書PO出中南部6大水庫的2021年和今年蓄水量圖表比較，他說，和2021年比一比，... , https://udn.com/news/story/7266/7041228?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:42:18 , udn , 還在猶豫畢旅該不該去嗎？網揭關鍵考量點是這個！ , https://udn.com/news/story/7266/7035952?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:42:29 , udn , 《Social Lab社群實驗室》本次透過《OpView社群口碑資料庫》追蹤近三個月內「畢旅」相關話題的網路聲量，帶您了解帶您了解網友對「畢旅不去會後悔嗎」的正反意見有哪些。 , https://udn.com/news/story/7266/7035952?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:44:48 , udn , 摘下口罩後沒自信露出微笑？網友盤點5大齒科煩惱 , https://udn.com/news/story/7266/7035937?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:44:58 , udn , 《Social Lab社群實驗室》本次透過《OpView社群口碑資料庫》追蹤近三個月內「齒科煩惱」話題的網路聲量表現，帶您了解網友熱議的齒科煩惱有哪些。 , https://udn.com/news/story/7266/7035937?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:47:49 , udn , 你也有落髮危機嗎？快來看網議六大「頭髮常見困擾」 , https://udn.com/news/story/7266/7038809?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:47:59 , udn , 《Social Lab社群實驗室》本次透過《OpView社群口碑資料庫》追蹤三個月內「頭髮常見困擾」話題的網路聲量表現，帶您了解網友熱議的六大頭髮困擾有哪些。 , https://udn.com/news/story/7266/7038809?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:56:47 , udn , 盧秀燕對2024再次表態：沒有起心動念 , https://udn.com/news/story/6656/7041230?from=udn-ch1_breaknews-1-0-news
2023-03-19 07:56:58 , udn , 台中市長盧秀燕第二任就職將滿100天，網友直球對決逼問是否要選總統？盧秀燕回答「謝謝大家愛護，我沒有起心動念」。台中治安... , https://udn.com/news/story/6656/7041230?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:02:48 , udn , 厄瓜多和秘魯發生6.8強震 至少12人喪生、仍有人困在瓦礫中 , https://udn.com/news/story/6809/7041232?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:02:59 , udn , 厄瓜多南部和秘魯北部地區18日發生規模6.8強震，造成至少12人喪生，許多房屋、學校和醫院建築物受損，還有一些人被困在瓦... , https://udn.com/news/story/6809/7041232?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:17:46 , udn , 319槍擊案滿19年 侯友宜：歡迎大家用科學專業檢驗 , https://udn.com/news/story/7315/7041234?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:17:56 , udn , 2004年總統大選發生「319槍擊案」震驚全國，當年擔任刑事局長參與調查的新北市長侯友宜，今年角逐總統呼聲高。槍擊案滿1... , https://udn.com/news/story/7315/7041234?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:20:18 , udn , 中南部水庫和2021年比較 鄭明典：感覺可處理 但非常緊張 , https://udn.com/news/story/7266/7041228?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:26:47 , udn , 電子支付新時代來臨 只裝1個App任何店家都能消費 , https://udn.com/news/story/7239/7040131?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:26:58 , udn , 國內電子支付、第三方支付機構多，但對民眾來說，手機裡往往要下載好幾個電子支付App，到各家商店消費時，都還要特別詢問店員可以用哪些電子支付，消費體驗上不便利。但從今年下半年開始，這樣的情況將有所轉變，民眾到店家用電子支付消費時，不用再受限於店家配合哪些電子支付機構，使用手機裡任何一個電子支付App都能消費。 , https://udn.com/news/story/7239/7040131?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:27:18 , udn , 健康來得及／想運動卻沒動力？研究：與腸道菌群有關 該吃健康點 , https://udn.com/news/story/6812/7033653?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:27:29 , udn , 明明知道運動好處多，不僅有益健康、雕塑外型、還能讓心情愉悅，但就是莫名動不起來嗎？最近研究發現，缺乏運動動機可能與「腸道微生物群」的狀態有關，腸道微生物所分泌的代謝物會刺激神經元，進而提高大腦中的多巴胺濃度，進而提高運動表現，建議想增加運動頻率者，先吃更健康一點。 , https://udn.com/news/story/6812/7033653?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:27:49 , udn , 「兒時」網咖1小時多少錢？釣出一大批苦主：以前有錢人未免太多 , https://udn.com/news/story/7088/7039440?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:27:59 , udn , 說起7、8年級生的回憶，網咖絕對是不可或缺的重要回憶之一，不過隨著物價飆漲，現在網咖「包時」計算反而比以前便宜，有網友就詢問「以前網咖1小時是多少錢」引起熱議。 , https://udn.com/news/story/7088/7039440?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:28:20 , udn , 解密大學排名／抵制大學排名難遍地開花？ 3原因說明榜單仍然香 , https://udn.com/news/story/6885/7038618?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:28:30 , udn , 去年5月中國人民大學、南京大學及蘭州大學這三所985院校（指列入大陸「985工程」的重點學校）先後宣布不再參與世界大學排名，在學術界投下震撼彈。去年11月以來，耶魯、哈佛、哥倫比亞、史丹佛、加大柏克萊分校等頂尖大學法學院和醫學院相繼退出《美國新聞與全球報導》（U.S. News & World Report）學院排名，不再主動提供相關數據給該機構進行評比，全球掀起「退出排名」浪潮，高教排名爭議就此延燒。

這兩起退出事件背景雖不完全相同，卻都反映出對大學排名科學性、準確性和獨立性的質疑。對大學而言，排名往往和聲望畫上等號，聲望能帶來更多人才、學費及校友捐贈，但為何有學校甘願棄守？名校接二連三退出排名，也讓各界開始反思，大學排行榜是否還有存在必要。 , https://udn.com/news/story/6885/7038618?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:28:51 , udn , 他鄉故鄉／黃春明的鄉土情——腳踩在泥土裡，開出漂亮的花 , https://udn.com/news/story/7272/7017957?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:29:01 , udn , 被學校勒令退學，小小年紀，人生可能就此瘀青一大塊；若被退學四次，百口莫辯，應是「作惡多端」了，而這小子最後居然完成「師範」教育，為人師表，並成為備受敬重的大作家，除了得到國家文藝獎，他還獲得四個大學榮譽博士學位，最新一個是台灣大學在2022年、他88歲時頒贈的。

他是黃春明。多數人就算沒看過他的小說，也看過改編的同名電影：《兒子的大玩偶》、《看海的日子》、《莎喲娜拉．再見》⋯⋯。 , https://udn.com/news/story/7272/7017957?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:35:48 , udn , 參選2024宣言？ 侯友宜今再談兩岸：國民都希望台海穩定 , https://udn.com/news/story/6656/7041241?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:35:58 , udn , 新北市長侯友宜18日出席新北城巿祈禱早餐會，提及台海與區域和平穩定議題，外界解讀是為競逐大位鋪陳。侯友宜今天再強調，身為... , https://udn.com/news/story/6656/7041241?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:36:19 , udn , 通用汽車透露 將以ChatGPT技術打造車用數位助理 , https://udn.com/news/story/123313/7041177?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:36:29 , udn , 通用汽車證實，將以OpenAI的ChatGPT技術打造一款對應車輛使用的數位助理服務。 , https://udn.com/news/story/123313/7041177?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:41:45 , udn , 國民黨自亂陣腳 盧秀燕：黨不缺人才 缺的是犧牲自己成全別人 , https://udn.com/news/story/6656/7041242?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:41:56 , udn , 明年總統大選，民進黨已定於一尊，國民黨因選策會爭議自亂陣腳。台中市長盧秀燕接受本報專訪，語重心長說「國民黨不缺人才，缺的... , https://udn.com/news/story/6656/7041242?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:47:57 , udn , 一周數位爆報／百度文心一言對決ChatGPT網狂酸！新Bing會傲嬌生氣氣、沖繩店員看悠遊卡滿頭問號、三星月球圖掀波 , https://udn.com/news/story/7086/7040564?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:48:27 , udn , BLACKPINK演唱會散場北返潮 高鐵今晚加開1班次北上列車 , https://udn.com/news/story/7266/7041245?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:48:38 , udn , 南韓知名女團BLACKPINK昨天和今天在高雄世運主場館舉行「BORN PINK」世界巡迴演唱會，數萬名粉絲湧入高雄。今... , https://udn.com/news/story/7266/7041245?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:48:58 , udn , Ubike遊台南新營 自行車串連快易通 , https://udn.com/news/story/7326/7041244?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:49:08 , udn , 台南市政府上月公共腳踏車YouBike 2.0上路，目前在新營設有7處站點，是北台南最密集地區，市府觀旅局說，搭配新營區... , https://udn.com/news/story/7326/7041244?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:49:29 , udn , 新竹兒童藝術節4月登場 將轉型為以科技和藝術為主 , https://udn.com/news/story/7324/7041243?from=udn-ch1_breaknews-1-0-news
2023-03-19 08:49:39 , udn , 往年受大小朋友喜愛、強調五感及探索遊具體驗的新竹市兒童藝術節，今年在市長高虹安上任後，將轉型為以科技和藝術為主，搭配劇團... , https://udn.com/news/story/7324/7041243?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:05:48 , udn , 228連假塞在三義頭屋民怨沸騰 清明節匝道儀控試新制 , https://udn.com/news/story/7324/7041250?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:05:58 , udn , 苗栗縣三義鄉、頭屋鄉2月27日下午市區塞爆，許多用路人怨國道1號交流道匝道儀控造成回堵，清明節連假即將到來，高速公路局、... , https://udn.com/news/story/7324/7041250?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:06:19 , udn , 加入國民黨中央提名會？ 侯友宜：團隊需要他站在那個位置 會全力以赴 , https://udn.com/news/story/6656/7041249?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:06:29 , udn , 國民黨昨天宣布2024提名作業回歸中央提名委員會處理，並邀請縣市長等重要意見領袖組成。媒體今天詢問新北市長侯友宜是否加入... , https://udn.com/news/story/6656/7041249?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:08:48 , udn , 注意！台74明晚施工 崇德北屯二段雙向封閉8小時 , https://udn.com/news/story/7325/7041251?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:08:58 , udn , 台74線銜接國道一號工程，高公局在明天晚間9時30分起，在台74現北屯二至崇德交流道段，封閉東西雙向全車道，進行橋面版銜... , https://udn.com/news/story/7325/7041251?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:11:49 , udn , 虛擬貨幣監管新紀元 政院最快3月底宣布金管會主責 , https://udn.com/news/story/7239/7041246?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:11:59 , udn , 虛擬貨幣在台灣確定將有業務主管機關，開啟監管新紀元。行政院已研議進一步納管並由金管會擔綱主責角色，最快今年3月底對外宣布 , https://udn.com/news/story/7239/7041246?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:12:20 , udn , 影／噪音改裝車未掛及掛變造車牌車遊 清水警舉發8車主 , https://udn.com/news/story/7320/7041255?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:12:30 , udn , 多輛改裝車深夜發出吵人噪音，車遊台中市清水區，有改裝車未掛車牌，也有車遮住車牌一起車遊，清水警方發現跟隨，發現改裝車還集... , https://udn.com/news/story/7320/7041255?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:12:50 , udn , TikTok執行長作證美國國會前 母公司涉嫌監視記者 , https://udn.com/news/story/6813/7041236?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:13:01 , udn , TikTok執行長周受資將出席美國眾議院能源暨商業委員會聽證會，向國會說明TikTok現況。就在聽證會前夕，傳出美國司法... , https://udn.com/news/story/6813/7041236?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:13:21 , udn , 回暖轉晴 彭啟明：南部未見可解渴雨勢「到月底仍不樂觀」 , https://udn.com/news/story/7266/7041252?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:13:32 , udn , 天氣風險管理公司總經理彭啟明今天表示，未來幾天天氣將回暖轉晴，氣溫稍熱，非常適合外出活動，好好珍惜好天氣；下周末開始將有... , https://udn.com/news/story/7266/7041252?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:14:46 , udn , 那些年共度的青春！ 高市文化中心候車亭打造成懷舊教室 , https://udn.com/news/story/7327/7041258?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:14:56 , udn , 高雄市立文化中心五福路正門口的候車亭超級睛！高雄市文化局邀請在地藝術家黃法誠復刻《那些年，我們一起度過的青春》藝術裝置，... , https://udn.com/news/story/7327/7041258?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:15:47 , udn , 警察哥哥好帥 彰化員警「神救援」吸起落水溝車鑰匙 , https://udn.com/news/story/7320/7041254?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:15:57 , udn , 當車鑰匙從被焊死的溝蓋掉入臭水溝內怎麼辦？本月16日晚間，彰化分局大竹派出所接獲報案「救援」一對母女時，員警在燒腦之際，... , https://udn.com/news/story/7320/7041254?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:17:19 , udn , 回暖轉晴 彭啟明：南部未見可解渴 雨勢「到月底仍不樂觀」 , https://udn.com/news/story/7266/7041252?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:29:46 , udn , 國旅聰明玩／玩阿里山免住高檔飯店 走訪一祕境 看遍日出、雲海與夕照 , https://udn.com/news/story/7266/7040783?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:29:57 , udn , 阿里山英迪格酒店遭民眾批評在228連假入住時開了驚人房價，品質卻不佳，引發連日各界指責國旅又貴又不好玩。但事實上，要玩阿里山並不是只能入住阿里山英迪格，周圍其實有很多特色民宿、飯店可供選擇。觀光局阿里山國家景區管理處更建議，來阿里山千萬不要錯過獨特的日出、雲海、夕照美景，10條精選步道讓遊客好好享受森林中的清幽氣息。此外，產茶聞名的阿里山更有豐富優質的茶文化體驗，讓遊客充分體驗五感被洗滌的感受。 , https://udn.com/news/story/7266/7040783?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:30:17 , udn , 照片看歷史／1954年正副總統選前 蔣中正和陳誠獲贈個人油畫像 , https://udn.com/news/story/7314/7040492?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:30:28 , udn , 1954年3月19日，來自港澳地區的國民大會代表在台北賓館，把描繪時任總統蔣中正及時任行政院長陳誠的巨幅油畫像，分別呈獻給兩人，總統派總統府參軍長桂永清代表接受，陳誠則親自接受，並同時以茶會招待港澳代表，以示答謝。 , https://udn.com/news/story/7314/7040492?from=udn-ch1_breaknews-1-0-news
2023-03-19 09:32:46 , udn , 影／好美 福壽山農場白色系櫻花與雪白李花盛開如雪 , https://udn.com/news/story/7325/7041270?from=udn-ch1_breaknews-1-0-news
