2023-05-05 00:00:11 , udn , 里長為1間破爛鐵皮屋拍片請命 細說苦命老人說不出的痛 , https://udn.com/news/story/7320/7143579?from=udn-ch1_breaknews-1-0-news
2023-05-05 01:06:34 , udn , AS女鞋集團全台首間BYHUE概念店昨天在台中三井LaLaport北館開幕，業者邀請藝人炎亞綸擔任一日品牌見習生，他還「... , https://udn.com/news/story/7270/7143703?from=udn-ch1_breaknews-1-0-news
2023-05-05 01:51:02 , udn , 媽媽姓名有「月」！八月堂「可頌買3送3」　只有一天 , https://udn.com/news/story/7270/7143722?from=udn-ch1_breaknews-1-0-news
2023-05-05 01:51:12 , udn , 母親節的腳步將至，針對喜愛甜點的媽媽們，凡是姓名中有「月」字的媽媽，可享「八月堂」所推出的「買3送3」限時優惠。「杏桃鬆... , https://udn.com/news/story/7270/7143722?from=udn-ch1_breaknews-1-0-news
2023-05-05 02:12:03 , udn , im.B吸金詐騙25億 台高檢統合各地檢確立7共識 , https://udn.com/news/story/7321/7143741?from=udn-ch1_breaknews-1-0-news
2023-05-05 02:12:14 , udn , 台灣金隆科技經營的「不動產借貸媒合平台im.B」遭爆吸金詐騙，超過5000名民眾共遭騙25億元。由於該平台犯罪多年，受害... , https://udn.com/news/story/7321/7143741?from=udn-ch1_breaknews-1-0-news
2023-05-05 03:58:03 , udn , NBA／安比德回歸帶來安定感 哈里斯：G3他將統治比賽 , https://udn.com/news/story/7002/7143402?from=udn-ch1_breaknews-1-0-news
2023-05-05 03:58:14 , udn , 在奪得生涯首座年度MVP後，76人隊一哥安比德在昨天傷癒歸隊出戰塞爾蒂克隊，不過卻遭到對手狂轟20顆三分球，最終76人也... , https://udn.com/news/story/7002/7143402?from=udn-ch1_breaknews-1-0-news
2023-05-05 05:00:00 , udn , 台南超商男店員遭槍擊墜樓亡 涉案2男清晨聲押禁見 , https://udn.com/news/story/7315/7143795?from=udn-ch1_breaknews-1-0-news
2023-05-05 05:00:11 , udn , 台南永康連鎖超商30歲丁姓店員前天遭槍擊墜樓身亡，警方前晚拘提4男2女，包括案發在場的曾姓男子、陳姓女店長與女店員，昨天... , https://udn.com/news/story/7315/7143795?from=udn-ch1_breaknews-1-0-news
2023-05-05 05:27:02 , udn , 股指連跌四天 道指全年轉負 , https://udn.com/news/story/6811/7143806?from=udn-ch1_breaknews-1-0-news
2023-05-05 05:27:12 , udn , 因為對區域銀行危機蔓延的擔憂重新點燃，美股收跌。 , https://udn.com/news/story/6811/7143806?from=udn-ch1_breaknews-1-0-news
2023-05-05 05:57:04 , udn , 從台灣吵到韓戰 大陸、南韓動真火？看習近平風向球 , https://udn.com/news/story/6809/7143684?from=udn-ch1_breaknews-1-0-news
2023-05-05 05:57:14 , udn , 南韓總統尹錫悅2022年3月當選後，大陸國家主席習近平就與其通話，呼籲推動雙方關係「行穩致遠」，大陸時任國家副主席王岐山5月也特地飛往首爾參加尹錫悅就職儀式。如今尹錫悅即將上任一周年之際，中韓近來卻頻生齟齬，甚至發生互相召見對方大使抗議。原因乃過去韓國長久奉行的「事大主義」已是過去式... , https://udn.com/news/story/6809/7143684?from=udn-ch1_breaknews-1-0-news
2023-05-05 06:18:02 , udn , 廣募民力又一招！圖解民防編組 警為何召募熱血青年 , https://udn.com/news/story/11685/7143705?from=udn-ch1_breaknews-1-0-news
2023-05-05 06:18:13 , udn , 聯合報每天推出「圖解新聞」，希望藉由圖像設計幫助讀者理解生硬內容。這次的圖表帶你看政府召募民防的多元管道。 , https://udn.com/news/story/11685/7143705?from=udn-ch1_breaknews-1-0-news
2023-05-05 06:21:02 , udn , 【總編開箱】揭開「打詐國家隊」升級版的神祕面紗 , https://udn.com/news/story/7315/7143672?from=udn-ch1_breaknews-1-0-news
2023-05-05 06:21:13 , udn , 行政院慎重其事地號稱投入13億元，通過「新世代打擊詐欺策略行動綱領1.5版」，也就是去年蘇貞昌內閣「打詐」的升級版。所以要升級，正說明原先許諾的國家隊打詐功效不彰，詐欺騙術仍然行遍天下，不升級無以表達政府的努力。只不過，看起來誠懇實在的陳建仁內閣，因為換湯不換藥地承繼了蘇貞昌內閣的作風，依然是「吹牛大話滿嘴」，用盡辦法要告訴老百姓「政府在打詐」，口號滿天飛，實務沒半件，糊弄百姓伎倆實在不下於詐騙集團。 , https://udn.com/news/story/7315/7143672?from=udn-ch1_breaknews-1-0-news
2023-05-05 06:26:59 , udn , 若中共犯台 美：衝擊全球金融每年6000億至1兆美元 , https://udn.com/news/story/6811/7143826?from=udn-ch1_breaknews-1-0-news
2023-05-05 06:27:10 , udn , 若中國大陸犯台造成半導體和全球貨運斷鏈，將對全球經濟造成巨大影響，是拜登政府近來的主張；美國國家情報總監海恩斯（Avri... , https://udn.com/news/story/6811/7143826?from=udn-ch1_breaknews-1-0-news
2023-05-05 06:30:02 , udn , 今明酷熱上看38度極端高溫 吳德榮：周日鋒面到變天 , https://udn.com/news/story/7266/7143846?from=udn-ch1_breaknews-1-0-news
2023-05-05 06:30:13 , udn , 中央大學大氣科學系兼任副教授吳德榮今天在「三立準氣象．老大洩天機」專欄表示，今明兩天台灣在暖氣團內，各地晴朗穩定，山區午... , https://udn.com/news/story/7266/7143846?from=udn-ch1_breaknews-1-0-news
2023-05-05 06:30:33 , udn , 吃「A肝毒莓」真的會感染病毒？ 醫：四大症狀應先熟記 , https://udn.com/news/story/7266/7143827?from=udn-ch1_breaknews-1-0-news
2023-05-05 06:30:44 , udn , Costco（好市多）「A肝毒莓」風波持續不斷。原先經食藥署驗出A肝病毒的15公噸藍莓產品已被邊境攔截，應未流入市面，但... , https://udn.com/news/story/7266/7143827?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:03:13 , udn , 鄧振中訪華府拜會4部會官員 爭取晶片補助和稅務協定 , https://udn.com/news/story/6811/7143858?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:03:23 , udn , 行政院政務委員鄧振中4日在華府表示，日前拜會商務部長雷蒙多（Gina Raimondo），為台積電供應商爭取補助，並拜會... , https://udn.com/news/story/6811/7143858?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:12:23 , udn , 熱到立夏！ 中南部紅燙發紫恐飆38度高溫 周日雨彈襲2天有雷雨 , https://udn.com/news/story/7266/7143863?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:12:33 , udn , 氣象局發布濃霧特報，今天金門及馬祖易有局部霧或低雲影響能見度，目前金門已有能見度不足200公尺的現象。 , https://udn.com/news/story/7266/7143863?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:12:54 , udn , 女開心買車卻不能上路 竟是前車主違規舊帳算她頭上 , https://udn.com/news/story/7321/7143864?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:13:05 , udn , 桃園一名徐姓女子去年10月在拍賣市場標到一輛二手車，原本開心上路，但一個月後收到罰單，車子因前車主嚴重超速要吊扣牌照半年... , https://udn.com/news/story/7321/7143864?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:30:23 , udn , 台南久旱又飆高溫 載水上山擴大搶救芒果、龍眼、酪梨 , https://udn.com/news/story/7326/7143870?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:30:33 , udn , 南部雨情不佳，用水岌岌可危，台南山區芒果樹正值開花結果期，果農憂心缺水影響果實「長不大」或「只開花不結果」，市長黃偉哲獲... , https://udn.com/news/story/7326/7143870?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:30:54 , udn , 團隊戰力超強+障礙自動掃除 塞爾蒂克貴不可言 , https://udn.com/news/story/122629/7143000?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:31:04 , udn , 塞爾蒂克今年爭冠運氣真的不錯。對76人系列賽G1大意輸給年度MVP安比德傷停沒打的76人，系列賽首戰就輸，但G2馬上用一場121：87大勝，扳回情勢和士氣，儘管系列賽1：1平手，主場優勢回到76人手裡 , https://udn.com/news/story/122629/7143000?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:31:25 , udn , 國王前車之鑒歷歷在目 湖人戴維斯恐怖的考驗即將開始 , https://udn.com/news/story/122629/7143528?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:31:35 , udn , 西區季後賽第二輪堪比世紀之戰的勇士湖人系列賽，在戴維斯(Anthony Davis)首場30分23籃板5助攻4火鍋的神獸級帶領下攻破勇士主場，這一勝也讓湖人在最新的奪冠賠率中正式超車勇士來到第三名。 , https://udn.com/news/story/122629/7143528?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:31:56 , udn , 春哥侃陸／五一長假「北熱南冷」 山東淄博爆紅 香港被唱衰比上海落後 , https://udn.com/news/story/7331/7141530?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:32:06 , udn , 中國大陸的五一小長假，四處人山人海，誰料也有門庭冷落處。據稱是大陸1997年有「黃金周」以來，觀光熱潮首度出現「北熱南冷」現象，變局由「南方三熱」雲南麗江、海南島、香港的遊客反映可見端倪。麗江和海南過去逢旅遊熱季人山人海，此次卻人客稀疏；而香港在五一假期大陸觀光客仍多，但許多人離港後紛紛唱衰香港，原因究竟是什麼？ , https://udn.com/news/story/7331/7141530?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:32:27 , udn , 第一共同銀行被收購 但美國的銀行業危機卻還未終止 , https://udn.com/news/story/6811/7143043?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:32:38 , udn , 美國第一共和銀行收購案塵埃落定，但這不會是3月銀行業危機的終結，而是延續，甚至是另一波風暴的前兆。

美國聯邦存款保險公司（FDIC）5月1日宣布，第一共和銀行被售予摩根大通，成為繼矽谷銀行、Signature Bank之後，兩個月來被關閉、接管的第三家美國區域性銀行；同時也是美國史上倒閉的第二大銀行。

但這波始於矽谷銀行倒閉、席捲美國銀行業數周之久的動盪，是否就此畫上句點？ , https://udn.com/news/story/6811/7143043?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:37:01 , udn , 地區銀行危機愈演愈烈 美股三大指數全收黑 , https://udn.com/news/story/6811/7143859?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:37:11 , udn , 美國股市周四收跌，PacWest Bancorp暴跌51%，因其研究戰略選項的行動加深外界對美銀行業健康狀況的擔憂，衝擊... , https://udn.com/news/story/6811/7143859?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:48:22 , udn , 認養毛孩「黑名單」全國竟有近萬人 呂秋遠教1招避免託付給惡人 , https://udn.com/news/story/7266/7143875?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:48:33 , udn , 律師呂秋遠為新北恐怖虐貓「茶茶案」打官司，他在臉書透露，收到很多人傳給他關於黎姓被告疑似領養貓的訊息，未經查證應保持冷靜... , https://udn.com/news/story/7266/7143875?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:57:23 , udn , 台灣8050悲歌／啃老族是養來的！孩子成年後父母更要推一把 「立界線」是關鍵 , https://udn.com/news/story/7266/7136985?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:57:34 , udn , 因為高齡、未婚、就業環境嚴苛、社會安全網不完備、家庭功能改變、親子關係沒有終點等等原因，日本近年出現「8050問題」，意旨「年邁的80歲的父母，要照顧50歲的中年子女」。

而在台灣，討論區Dcard日前曾出現過一篇文章，自稱37歲沒有做過任何工作的男子，教大家如何稱職無痛地成為啃老族，引來熱烈討論。振興醫院精神醫學部主治醫師袁瑋認為，多數時候，啃老是個養成過程，人本質上都會有自我實現的需求，但在自我實現這樣高階的需求前，可能先要滿足生理與安全的需求。她表示，父母在這個「啃老族養成之路」上，每個階段許若能有不一樣的參與、介入或不介入，結果都可能不同。以下是袁瑋第一人稱分享。 , https://udn.com/news/story/7266/7136985?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:57:54 , udn , 神秘虎井島／軍民一家親 阿兵哥成居民公差主力 有連長娶了里長女兒 , https://udn.com/news/story/10930/7139599?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:58:05 , udn , 每逢星期三，馬公往虎井的交通船總比其他日子少一班，因為要搭載居民所需的燃料，帶有危險性，不開放載客。船進了虎井漁港，砲兵連官兵早已在碼頭邊待命，迅即把瓦斯桶、油桶與其他物資搬上岸。

虎井居民多半是老人，年輕力壯的阿兵哥，可說是島上僅有男丁，當然也成為「人力派遣」的當然人選。不誇張地說，國軍在虎井的存在，替人口外流嚴重的離島，保住了生活機能，也帶來一分朝氣。 , https://udn.com/news/story/10930/7139599?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:58:25 , udn , 涉美國會暴動案 極右團體「驕傲男孩」成員遭定罪 , https://udn.com/news/story/6813/7143874?from=udn-ch1_breaknews-1-0-news
2023-05-05 07:58:36 , udn , 極右派團體「驕傲男孩」（Proud Boys）的4名成員因涉及2021年1月6日美國前總統川普（Donald Trump... , https://udn.com/news/story/6813/7143874?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:06:34 , udn , 300多塊的台積電（2330）進場才穩？網：等美國廠折舊備好資金抄底 , https://udn.com/news/story/7252/7142553?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:06:44 , udn , 4日台股反彈，權王台積電（2330）上漲，股價漲幅0.4%，終場收498元，上漲2元。有投資人詢問「台積電什麼時候出手好一點？」他表示，正考慮趁近兩個月股價慢慢下降時進場。其他人則多建議「三字頭進場比較穩」，也有人建議「分批買，每跌10%買一次」。 , https://udn.com/news/story/7252/7142553?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:18:34 , udn , 好熱！ 中南部花東高溫預警 明天立夏午後天氣漸轉變 , https://udn.com/news/story/7266/7143890?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:18:45 , udn , 天氣風險公司天氣分析師歐宗學說，今天台灣附近仍是偏南風環境，水氣略微增多，各地晴到多雲天氣，午後山區熱對流雲系發展稍增多... , https://udn.com/news/story/7266/7143890?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:19:05 , udn , 立法院今擬三讀社會福利基本法 政府至少5年檢討一次 , https://udn.com/news/story/6656/7143889?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:19:16 , udn , 民進黨團預計在今天立法院會中提出變更議程，將社會福利基本法草案列為討論事項第一案。根據委員會初審通過條文，政府應考量社會... , https://udn.com/news/story/6656/7143889?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:27:33 , udn , 國中會考／自然科「3多1沒有」 答題勿執著、利用刪去法 , https://udn.com/news/story/6885/7143893?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:27:44 , udn , 近20萬人報考的國中教育會考，5月20日至21日舉行。聯合新聞網推出會考衝刺系列報導，1日至3日為國文、英文、數學科；4... , https://udn.com/news/story/6885/7143893?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:28:04 , udn , 5月環境不利梅雨鋒形成 賈新興：6月上旬前降雨極不樂觀 , https://udn.com/news/story/7266/7143892?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:28:15 , udn , 5、6月是台灣梅雨季，民眾期待梅雨能解除中南部旱象，不過，台灣整合防災工程技術顧問公司總監賈新興今天在臉書表示，6月上旬... , https://udn.com/news/story/7266/7143892?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:33:32 , udn , im.B借貸媒合平台吸金詐騙25億 負責人曾國緯父子收押禁見 , https://udn.com/news/story/123498/7143895?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:33:43 , udn , 台灣金隆科技經營的「不動產借貸媒合平台im.B」被控吸金詐騙逾5000名民眾，總金額高達25億元，檢方複訊後依詐欺、違反... , https://udn.com/news/story/123498/7143895?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:34:03 , udn , 郭台銘致歉韓國瑜會面可期？韓對當年一件事耿耿於懷​ , https://udn.com/news/story/6656/7142166?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:34:14 , udn , 國民黨總統徵召之爭，鴻海集團創辦人郭台銘積極爭取高雄市前市長韓國瑜的支持，並為4年前的總統大選批韓言詞向韓道歉，韓也在臉書回應「逝者已矣，來者可追」。對於與郭會面，韓持開放態度，挺郭陣營並規畫周日（7日）在高雄市舉辦大型造勢活動，雖然郭韓見面與韓是否表態支持是兩回事，但郭陣營的大動作仍讓外界充滿想像空間。 , https://udn.com/news/story/6656/7142166?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:34:34 , udn , 高教學費戰／學雜費漲幅0.53%多校苦笑 學者：背後恐付更大代價 , https://udn.com/news/story/6928/7142823?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:34:45 , udn , 萬物齊漲的年代，物價指數、台灣基本工資、健保費都在漲，大學學雜費卻「凍漲」近20年，教育部最新公告112學年度大專院校學雜費漲幅上限0.53%，以前年公立大學平均一年學雜費約5萬8728元計算，每名學生等於多繳311元，若有6000名學生，學校只增加186萬元收入，不想背負漲價罵名，多數學校選擇打退堂鼓，學雜費連年凍漲，家長以為省荷包，但學者指出，背後付出的代價恐更多。 , https://udn.com/news/story/6928/7142823?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:36:33 , udn , 恐怖！男子裸屍遭倒吊路中央示眾 陰莖被剁塞嘴巴 揭驚人死亡內情 , https://udn.com/news/story/6810/7143897?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:36:43 , udn , 這是性侵女童的下場？墨西哥發生恐怖兇殺案，1名男子被殘忍殺害，血淋淋的全裸屍體被倒吊在馬路中央的鋼架上示眾，陰莖更被切下塞進嘴裏，畫面極度驚嚇。死者遺體上更有紙板寫着「這就是強姦犯的命運（This was his fate for being a rapist）」。而有墨西哥組織稱，該男子是因為性侵1名5歲女孩受到懲罰，當地警方則暫未確認死者身份。 , https://udn.com/news/story/6810/7143897?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:42:32 , udn , 日本首相官邸驚傳有員警開槍尋短！送醫不治 , https://udn.com/news/story/6809/7143899?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:42:43 , udn , 讀賣新聞報導，日本首相岸田文雄官邸當地時間今天清晨4時40分左右，驚傳有警察在一樓廁所開槍尋短，最後送醫宣告不治。 , https://udn.com/news/story/6809/7143899?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:45:34 , udn , 少子化浪潮實驗學校逆勢成長 嘉義市首間大業實中招生爆滿超額 , https://udn.com/news/story/6885/7143903?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:45:45 , udn , 嘉義市大業國中轉型市區第一所教育部核定實驗創新學校，首屆新生上月受理新生登記，預定招收4班共80人，校方統計，共91人超... , https://udn.com/news/story/6885/7143903?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:46:05 , udn , 挺侯友宜守南部票源 蘇清泉、柯志恩、謝龍介廟口開講屏東登場 , https://udn.com/news/story/6656/7143901?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:46:16 , udn , 國民黨總統提名人選未定，鴻海創辦人郭台銘全台跑透透爭取支持，新北市長侯友宜因新北市議會開議。國民黨南部的鐵三角，屏東蘇清... , https://udn.com/news/story/6656/7143901?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:51:32 , udn , 女童、少女拍裸照換遊戲寶物 大學生上訴仍判4年10月刑 , https://udn.com/news/story/7321/7143908?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:51:43 , udn , 劉姓大學生透過網路遊戲結識不到12歲的女童和另名15歲少女，以贈送遊戲寶物為誘餌，要求女童、少女自拍裸照和影片給他。女童... , https://udn.com/news/story/7321/7143908?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:52:03 , udn , 秦剛會拉夫羅夫 同意規劃「下階段」兩國高層與交往 , https://udn.com/news/story/7331/7143906?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:52:14 , udn , 據大陸外交部凌晨發布的訊息，當地時間2023年5月4日，大陸國務委員兼外長秦剛在印度果阿州出席上海合作組織外長會期間會見... , https://udn.com/news/story/7331/7143906?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:53:45 , udn , 陳零九、畢書盡、連千毅NFT價格慘崩破發 謝和弦超級王炸！漲幅高達1800%、還有近20倍獲利空間 , https://udn.com/news/story/121591/7142240?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:53:55 , udn , 接著我們要來看看由粉絲經濟所出發的這些NFT項目是否得以在熊市中藉著強大的粉絲力脫穎而出？雖說在牛市時，NFT透過粉絲經濟為其創造了可觀的價值，甚至使NFT得以出圈… , https://udn.com/news/story/121591/7142240?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:54:33 , udn , 聖嬰發展年 鄭明典：颱風生成位置離台灣會更遠「希望梅雨存多一點」 , https://udn.com/news/story/7266/7143907?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:54:43 , udn , 中央氣象局長鄭明典在臉書表示，東太平洋赤道區變暖了，聖嬰現象發展中。連續3年的反聖嬰現象算結束了，趨勢上有持續往聖嬰現象... , https://udn.com/news/story/7266/7143907?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:57:33 , udn , iPhone大賣 蘋果獲利、營收雙雙優預期 五大重點一次看 , https://udn.com/news/story/6811/7143913?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:57:43 , udn , 眾所矚目的蘋果公司（Apple）財報周四盤後公布，上季營收和獲利表現均超出華爾街預期，主要是iPhone銷量在行業逆風環... , https://udn.com/news/story/6811/7143913?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:58:04 , udn , 5/5【早晨財經速解讀】升夠了還是升多了?聯準會態度解析 蘋果iPhone銷量反彈 900億庫藏股拉股價? , https://udn.com/news/story/7251/7143910?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:58:14 , udn , 美國股市周四收跌，PacWest Bancorp暴跌51%，因其研究戰略選項的行動加深外界對美銀行業健康狀況的擔憂，衝擊地區性銀行股以及摩根大通、富國銀行和其他主要金融股。 , https://udn.com/news/story/7251/7143910?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:58:35 , udn , 詐騙台東老婦被識破 詐團囂張嗆警臂章號碼 , https://udn.com/news/story/7320/7143912?from=udn-ch1_breaknews-1-0-news
2023-05-05 08:58:45 , udn , 台東1名7旬老婦接獲誆稱是姪兒的詐騙電話，表示投資忘帶存摺和印章，需借錢周轉，老婦不疑有他，至銀行匯款時，被機警員警及行... , https://udn.com/news/story/7320/7143912?from=udn-ch1_breaknews-1-0-news
2023-05-05 09:02:13 , udn , 台積電ADR上漲近1% 較台北交易溢價2.88% , https://udn.com/news/story/6811/7143881?from=udn-ch1_breaknews-1-0-news
2023-05-05 09:02:23 , udn , 台積電ADR周四上漲0.96%，收在83.49美元，較台北交易溢價2.88%。費城半導體指數同日則是下跌0.53%。 , https://udn.com/news/story/6811/7143881?from=udn-ch1_breaknews-1-0-news
2023-05-05 09:03:32 , udn , im.B無單位可管…受害者值得同情？網「跟政府什麼關係」：愛貪被騙活該 , https://udn.com/news/story/12806/7142505?from=udn-ch1_breaknews-1-0-news
2023-05-05 09:03:43 , udn , 「不動產借貸媒合平台im.B」爆出吸金詐騙，截至目前為止，至少吸金25億元、5000人受害。網友討論「被騙錢的人值得同情嗎？政府是否需要負責？」但不少人都感到不以為然，直言「被騙活該，跟政府什麼關係？」 , https://udn.com/news/story/12806/7142505?from=udn-ch1_breaknews-1-0-news
2023-05-05 09:04:03 , udn , 災難現場？人妻出差6天回家見1幕極傻眼 心寒提離婚獲網友支持 , https://udn.com/news/story/6810/7143915?from=udn-ch1_breaknews-1-0-news
2023-05-05 09:04:14 , udn , 分擔家務本是夫妻的共同責任，絕不應倚賴其中一人！早前美國有人妻在社交平台分享短片，指她出差6天回家後，驚見全屋一片狼藉，彷如垃圾堆般。人妻揭發丈夫在她公幹期間，根本沒有收拾好家裏，愈想愈感不滿兼心寒，因而提出離婚。不少網民對於人妻決定大表支持，認為她「值得更好」、「我為你驕傲」。 , https://udn.com/news/story/6810/7143915?from=udn-ch1_breaknews-1-0-news
2023-05-05 09:04:35 , udn , 家庭理髮兼任家扶寄養媽媽 劉愛芝獲模範母親：不放棄每個孩子 , https://udn.com/news/story/7327/7143916?from=udn-ch1_breaknews-1-0-news
2023-05-05 09:04:45 , udn , 屏東家扶中心寄養媽媽劉愛芝，憑藉著「愛之深、不退卻」的座右銘投入寄養服務15年，照顧16名寄養童，孩子類型有甫出生卻滿身... , https://udn.com/news/story/7327/7143916?from=udn-ch1_breaknews-1-0-news
2023-05-05 09:06:32 , udn , 影／基隆港最大郵輪地中海榮耀號離港 民搶拍迷人夜景 , https://udn.com/news/story/7328/7143932?from=udn-ch1_breaknews-1-0-news
2023-05-05 09:06:42 , udn , 基隆港歷年來最大噸位17.2萬噸的郵輪「MSC地中海榮耀號」，昨天上午進港後，晚間7時30分離岸駛出基隆港，船上燈光閃耀... , https://udn.com/news/story/7328/7143932?from=udn-ch1_breaknews-1-0-news
2023-05-05 09:09:32 , udn , 鄧振中晤美商務部長 爭取晶片相關企業補助 , https://udn.com/news/story/7240/7143884?from=udn-ch1_breaknews-1-0-news
2023-05-05 09:09:43 , udn , 行政院政務委員鄧振中表示，向美國商務部長雷蒙多爭取美國晶片法案補助對象擴及晶片製造商以外的相關產業，已獲正面回應。國貿局... , https://udn.com/news/story/7240/7143884?from=udn-ch1_breaknews-1-0-news
