2023-02-28 00:35:32 , udn , 脫歐後北愛貿易規範 英國歐盟達成新協議 , https://udn.com/news/story/6809/6998756?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:17:46 , udn , 辜寬敏辭世 薛瑞福：感念他打造正常美台關係熱忱 , https://udn.com/news/story/123409/6998877?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:17:56 , udn , 前美國國防部印太助理部長薛瑞福今天表示，辜寬敏是台灣民主化精神與毅力象徵，感念他的仁慈、友誼與指引，以及他打造正常、穩定... , https://udn.com/news/story/123409/6998877?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:26:44 , udn , 2023年3月「財運TOP5星座」水瓶出現好機會、第一名收入水漲船高 , https://udn.com/news/story/7268/6992836?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:26:54 , udn , 春暖花開，鳥語花香，財富倍增，喜出望外。當你抱持開放的心，面對不同的財富機會，是否有更美好的機會？接下來的日子，若是別侷限自己，那麼財富收入，或許有機會更好。三月份財運最好的前五名星座： , https://udn.com/news/story/7268/6992836?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:27:15 , udn , 電動車新局／誰能搶謝國樑電動機車單 Gogoro沒把握、光陽賠錢也要做 , https://udn.com/news/story/7238/6997806?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:27:25 , udn , 基隆市長謝國樑在選前提出免費送「Gogoro或同等級」電動機車，日前更宣布今年下半年就可望交出首批一萬台。業者無不摩拳擦掌欲搶下這張大訂單，由於現行電動機車的售價仍然偏高，客製化4萬元的電動機車成為唯一解方，但接下來還卡在一道難關。

謝國樑推出免費送「電動機車」政策在之前引發不小爭議，更屢屢被外界質疑可行性、財源從何而來等，但謝國樑認為，在中央與地方的補助、編列預算，加上業者推出「特製版」的電動機車，絕對能夠做到。而在基隆率先推動後，可望帶動其他縣市跟進，加速政府運具電動化的腳步。 , https://udn.com/news/story/7238/6997806?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:27:46 , udn , 真實人生／被唾棄也要叛國 美國女間諜洩密古巴不悔：有些事值得我坐牢 , https://udn.com/news/story/6812/6996878?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:27:56 , udn , 背叛需要勇氣嗎？間諜叛國也需要勇氣嗎？美國女間諜孟特斯（Ana Belen Montes）坐了21年牢之後，今年1月初提前獲釋。她當年隱身美國國防部情報單位，無償擔任古巴間諜17年。從美國的角度看，她遭國人痛斥、同事唾棄、家人不諒解，此案已終結。然而真實人生通常不只單一面向，獲釋後的她，對自己大半輩子的奉獻，有什麼話說？ , https://udn.com/news/story/6812/6996878?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:28:16 , udn , 舞者辛酸／邊拉花邊跳舞 古名伸結合咖啡與舞蹈 化身孵育平台守護舞者 , https://udn.com/news/story/7266/6990018?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:28:27 , udn , 舞者在台上光鮮亮麗，但根據調查統計，舞者收入平均僅是其他表演藝術演出者三分之二。台北藝術大學舞蹈系退休教授、古舞團創辦人古名伸有感舞者處境，去年起在寧夏夜市附近開張結合舞蹈空間的咖啡店「走馬啡」，相關工作人員全是舞者，希望拉近社會與舞蹈的距離，也提供舞者穩定收入基地。

古名伸多年前以引進「接觸即興」舞蹈類型聞名，曾獲國家文藝獎。她笑說，年輕時看台灣冒出很多豪宅，一樓漂亮的大廳總是空蕩蕩，讓她覺得很浪費總想像裡面若可跳舞、喝咖啡該多好。沒想到幾十年後，當年的「胡思亂想」在她身上成真。... , https://udn.com/news/story/7266/6990018?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:28:47 , udn , MWC 2023開幕 紫光展銳展示業界首個5G新通話芯片方案 , https://udn.com/news/story/6811/6998752?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:28:57 , udn , 集微網消息，西班牙巴塞隆納當地時間2月27日，2023年世界移動通信大會（MWC 2023）開幕。此次展會上，紫光展銳展示了業界首個5G新通話芯片方案，還首次面向全球客戶現場演示了首款車規級5G智能座艙芯片平台——A7870，該解決方案符合AEC-Q100車規測試標準，滿足前裝市場的需求。 , https://udn.com/news/story/6811/6998752?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:38:33 , udn , 鴻海斥資1.97億取得鄭州19.5萬平方米土地使用權 , https://udn.com/news/story/7333/6998821?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:38:43 , udn , 集微網消息，鴻海27日代子公司鴻富錦精密電子（鄭州）發佈公告，稱取得鄭州綜合保稅區約19.5萬平方米土地使用權，交易總金額約人民幣1.97億元，將用以建設智能倉儲。 , https://udn.com/news/story/7333/6998821?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:39:03 , udn , 蘋果霸榜手機銷量前9名！「唯一」安卓手機贏過iPhone 14 Pro Max 512G擠進Top 10 , https://udn.com/news/story/7098/6997873?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:39:14 , udn , 台灣現在哪款手機超夯呢？據知名手機業者透露，1月份手機銷量排行Top 20，前9名不意外地是蘋果（Apple）的iPhone霸榜，除了新出的iPhone 14系列外，平價版的iPhone 13也在其中；而前10名中唯一一款安卓手機擠進榜內，成為蘋果以外的亮眼之星。 , https://udn.com/news/story/7098/6997873?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:41:29 , udn , 普亭簽署法令 授予好萊塢武打巨星史蒂芬席格「國家友誼勳章」 , https://udn.com/news/story/6809/6998913?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:41:40 , udn , CNN報導，俄羅斯總統普亭近日簽署一項法令，向美國好萊塢武打巨星史蒂芬席格（Steven Seagal）授予國家友誼勳章... , https://udn.com/news/story/6809/6998913?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:51:41 , udn , 聯準會理事傑佛森為2%通膨目標辯護 不贊成調高 , https://udn.com/news/story/6811/6998911?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:51:51 , udn , 美國聯準會理事傑佛森（Philip Jefferson）為央行2%的通膨目標辯護，認為改變這個目標可能破壞「良好錨定」通... , https://udn.com/news/story/6811/6998911?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:56:30 , udn , 台中、雲林濃霧特報 能見度不足200公尺 , https://udn.com/news/story/7266/6998921?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:56:41 , udn , 中央氣象局發布台中市、雲林縣濃霧特報，今天西半部地區及馬祖易有局部霧或低雲影響能見度，台中及雲林已出現能見度不足200公... , https://udn.com/news/story/7266/6998921?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:59:31 , udn , 12星座今年必成功的事！獅子升官、雙魚轉大人、這2星座會成家 , https://udn.com/news/story/7268/6995389?from=udn-ch1_breaknews-1-0-news
2023-02-28 08:59:42 , udn , 2023年12星座該做哪些事比較容易成功呢？占星專家米薩小姐分享影片「2023星座3件必定成功的運勢」，希望大家能今年能有所期待，也知道自己在哪些方面會成功，星座運勢建議同時參考太陽和上升星座。 , https://udn.com/news/story/7268/6995389?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:08:30 , udn , 美陸軍部長：兩棲登陸不易 無中共侵台立即威脅 , https://udn.com/news/story/6809/6998917?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:08:40 , udn , 美國陸軍部長沃梅斯今天表示，兩棲登陸複雜度高，即便中共過去20年大舉推進軍事現代化，仍非簡單任務。她認為，目前沒有中共兩... , https://udn.com/news/story/6809/6998917?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:10:01 , udn , 陸學者：俄烏戰爭將收尾 中國外部環境更凶險 , https://udn.com/news/story/122663/6998915?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:10:11 , udn , 大陸政治學者，上海市公共政策研究會會長胡偉撰文表示，俄羅斯大國地位不再，中國外部環境更凶險。他並直言，中國發布關於政治解... , https://udn.com/news/story/122663/6998915?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:11:30 , udn , 全台回暖日夜溫差大 高溫有望達26度 , https://udn.com/news/story/7266/6998912?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:11:41 , udn , 氣象局表示，今天冷空氣持續減弱，風向轉為偏東到東南風，天氣會更進一步回暖，白天各地高溫普遍都可以來到攝氏24至26度，南... , https://udn.com/news/story/7266/6998912?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:17:33 , udn , 照片看歷史／1958年台北市首批官商合建市民住宅動工 , https://udn.com/news/story/7314/6998945?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:17:43 , udn , 1958年2月28日，台北市第一批公商合作興建的市民住宅上午10時半在南京東路工地舉行動土典禮，由市長兼市民住宅興建委會主委黃啟瑞及議長張祥傳持鏟行奠基儀式，內政部長王德溥以行政院國民住宅興建委會主委身份蒞臨指導，各界人士5百多人應邀觀禮。... , https://udn.com/news/story/7314/6998945?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:18:03 , udn , 動員學生參戰？國防部今日最新回應曝光 , https://udn.com/news/story/10930/6998944?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:18:14 , udn , 國防部今天表示，「全民防衛動員準備法」修法有其必要性與重要性，現行全動法第13條即規定，各動員準備機關應對可動員的人力、... , https://udn.com/news/story/10930/6998944?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:18:34 , udn , 讓役男大學四年當完兵也順利畢業 研擬彈性修業制度 , https://udn.com/news/story/10930/6998942?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:18:44 , udn , 針對明（2024）年即將實施的一年期義務兵役，國防部與教育部將協同展開「回復徵集一年期義務役政策校園宣導」。相關內容披露... , https://udn.com/news/story/10930/6998942?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:23:41 , udn , 中國想調解俄烏戰爭？美國務院發言人：北京已明顯選邊站 , https://udn.com/news/story/6811/6998950?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:23:52 , udn , 日經新聞報導，美國國務院發言人普萊斯（Ned Price）表示，中國大陸可能會有另種說法，但美方認為北京在俄烏戰爭中很明... , https://udn.com/news/story/6811/6998950?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:24:12 , udn , 台中市政路延伸施工 居民憂替代巷道學生與車爭道 , https://udn.com/news/story/7325/6998949?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:24:22 , udn , 台中市西屯區市政路延伸工程近期動工，部分聯外道路因施工封閉，鄰近國中小的水尾巷成替代道路，突然增加車流影響居民及學生用路... , https://udn.com/news/story/7325/6998949?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:26:40 , udn , 書摘｜追求和平、民主的統一國家 蔣介石不願被貶為「獨裁者」 , https://udn.com/news/story/7272/6991929?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:26:50 , udn , 自從蔣介石去世後，很多事情都變了。戒嚴法早就被廢止了，是在1987年7月15日由蔣介石的兒子蔣經國廢止的，經國在他父親去世3年後當選總統。自1991年以來的國民大會代表、1992年以來的立法委員，以及1996年以來的總統，都一直是真正的民主選舉產生的。國民黨在總統大選中敗選已有4次。民進黨在2000、2004、2016和2020年打敗了蔣介石的國民黨。
蔣介石知道這種種事會不高興嗎？當然會的。畢竟，國民黨像是他的孩子。他會恢復戒嚴來終結這些「違法亂紀」嗎？很有可能。他嚴厲、專橫、脾氣暴烈。在他一路掌權的過程中，他對人們從不心軟… , https://udn.com/news/story/7272/6991929?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:32:41 , udn , 陳國君挨批「地下市長」顯露領導統御問題 蔣萬安該改變了 , https://udn.com/news/story/6656/6998407?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:32:51 , udn , 才就職兩個月不到，蔣萬安的台北市政府就鬧出地下市長事件，說市府顧問陳國君作風強勢，不僅發言人羅旺哲去職與其有關，民政局長陳永德也生不如歸去之念。綜觀事件本身，至多就是新市府團隊磨合問題，卻演變成市府內部的爆料戰，蔣萬安的用人和領導統御，顯然出了狀況，不可輕忽。... , https://udn.com/news/story/6656/6998407?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:33:11 , udn , 作家對談｜潘佐夫：蔣介石的失敗是必然 但失去中國不能只怪他 , https://udn.com/news/story/7272/6991927?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:33:22 , udn , 蔣介石可說是台灣近代史上最具爭議的人物，他曾是眾人歌頌的民族英雄，也是屢遭撻伐的血腥獨裁者，如何定義蔣介石，是所有台灣人都需面對的課題。曾撰寫《毛澤東：真實的故事》、《鄧小平：革命人生》的俄羅斯近代史學家亞歷山大・潘佐夫（Alexander V. Pantsov），日前推出最新鉅作，應聯經出版邀請，在2023台北國際書展進行跨國視訊對談，與台灣讀者分享重寫蔣介石的過程與觀察。 , https://udn.com/news/story/7272/6991927?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:35:43 , udn , 動員16歲以上學生參戰？國防部今日最新回應曝光 , https://udn.com/news/story/10930/6998944?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:44:40 , udn , 影／三重承德里資收站冒出無名火燒毀3機車 監視器未發現可疑 , https://udn.com/news/story/7320/6998968?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:44:50 , udn , 新北市三重區承德里設在龍門路274巷三德公園邊的資源回收站，今天清晨5時許突然失火並向外延燒，消防隊獲報趕抵搶救，半個小... , https://udn.com/news/story/7320/6998968?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:45:11 , udn , 台情侶遊港！男「睡過頭」不能去迪士尼 20歲女用刮鬍刀割傷男友又自殘 , https://udn.com/news/story/7332/6998948?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:45:21 , udn , 旺角發生血案。今日（28日）凌晨3時許，香港警方接獲太子道西193號一酒店職員報案，指有客人企圖尋死。救援人員趕抵尋獲兩名男女傷者，他們均被利器所傷，其後同被送往廣華醫院治理。據了解，兩名事主為台灣人，情侶關係。警方經調查後，相信他們因感情問題爭執，現正調查事件。 , https://udn.com/news/story/7332/6998948?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:45:42 , udn , 8大Q&A：軟著陸在美經濟史上很稀有 Fed有多大機會？ , https://udn.com/news/story/6811/6998954?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:45:52 , udn , 美國聯準會希望不引發經濟衰退就能降低通膨，但2022年，住房市場下跌，製造業下滑，勞動市場卻依然堅挺。經濟學家、決策者和... , https://udn.com/news/story/6811/6998954?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:47:41 , udn , 獨/一年制義務役男看過來！國軍讓你對著大海野戰打靶 , https://udn.com/news/story/10930/6998975?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:47:51 , udn , 因應二零二四年啟動一年制義務役，國防部現正積極整建接訓兵舍、規劃所需預算。據證實，明年預估有近萬名高中畢業的一年制役男入... , https://udn.com/news/story/10930/6998975?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:48:12 , udn , 馬籍學生車上遺落皮夾報案 南警使命必達1小時尋獲 , https://udn.com/news/story/7320/6998974?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:48:22 , udn , 來台求學的馬來西亞籍張姓學生，前天深夜因皮夾遺落在計程車上求助警方，台南市永康警分局受理報案後，不到1小時聯絡到計程車司... , https://udn.com/news/story/7320/6998974?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:53:41 , udn , 盪鞦韆基座鬆小朋友邊玩邊搖好危險 議員通報封閉檢修 , https://udn.com/news/story/7328/6998982?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:53:51 , udn , 228連假基隆難得出現出太陽好天氣，暖暖運動公園兒童遊樂場吸引很多小朋友，議員陳宜帶小朋友去玩，當場接獲家長反映盪鞦韆接... , https://udn.com/news/story/7328/6998982?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:54:11 , udn , 出席下午228活動將道歉？蔣萬安上午僅回應「謝謝」 , https://udn.com/news/story/7323/6998978?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:54:22 , udn , 今天是二二八紀念日，台北市長蔣萬安將首度以市長身分出席台北市的二二八紀念「祈福追思、祥和台灣」追思活動，上午蔣萬安出席台... , https://udn.com/news/story/7323/6998978?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:56:40 , udn , 以為出家最終能清靜獨處？他曝古怪群體生活意在磨掉鋒利的稜角 , https://udn.com/news/story/121484/6988194?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:56:51 , udn , 我們就像被沖上海灘的小石頭。當我們上岸時，都是粗糙、有稜有角的。然後，人生的浪潮滾滾而來。如果我們有力氣留下來，與岸上的其他石頭摩擦與碰撞，我們鋒利的稜角就會一次又一次、慢慢地被磨掉，然後變得圓潤光滑，還會反光，開始閃閃發亮。 , https://udn.com/news/story/121484/6988194?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:57:11 , udn , 228連假收假日 省道估午後車潮湧現 , https://udn.com/news/story/7266/6998986?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:57:22 , udn , 今天是228連假收假日，公路總局表示，預估在中午前後至下午時段，除了有返回工作地外、亦伴隨把握最後時機出遊車潮，包含台6... , https://udn.com/news/story/7266/6998986?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:57:42 , udn , 南投立委補選 這鄉鎮過半的成年人沒投票資格 , https://udn.com/news/story/6656/6998988?from=udn-ch1_breaknews-1-0-news
2023-02-28 09:57:52 , udn , 南投縣第2選區立委補選將於3月4日投票，該選區涵蓋南投市、名間、竹山、鹿谷、水里、集集、信義等7鄉鎮市，南投縣選委會表示... , https://udn.com/news/story/6656/6998988?from=udn-ch1_breaknews-1-0-news
