2023-03-07 00:00:06 , udn , 美股道瓊早盤上漲0.2% 市場靜待重要數據和鮑爾證詞 , https://udn.com/news/story/6811/7013321?from=udn-ch1_breaknews-1-0-news
2023-03-07 01:08:33 , udn , 高雄市長陳其邁5日啟程赴日本，6日率領市府團隊出席「2023東京國際食品展展前記者會」，上台一開口就用全日語推銷高雄農特... , https://udn.com/news/story/7327/7013513?from=udn-ch1_breaknews-1-0-news
2023-03-07 01:32:22 , udn , 南韓調整工時制度 每周最多可工作69小時 , https://udn.com/news/story/6811/7013522?from=udn-ch1_breaknews-1-0-news
2023-03-07 01:32:32 , udn , 南韓政府6日頒布一系列措施，包括在工時方面提供更多彈性和選擇，以改革備受爭議的每周工作52小時的制度。 , https://udn.com/news/story/6811/7013522?from=udn-ch1_breaknews-1-0-news
2023-03-07 01:53:24 , udn , 獨／高層核准 海軍敦睦艦隊恢復遠航 擬訪帛琉、馬紹爾 , https://udn.com/news/story/10930/7013535?from=udn-ch1_breaknews-1-0-news
2023-03-07 01:53:34 , udn , 海軍2023年敦睦遠航訓練支隊，本月起將環島靠泊各港口開放民眾參觀，據了解，經向國安高層請示獲准，支隊4月擬恢復遠航友邦... , https://udn.com/news/story/10930/7013535?from=udn-ch1_breaknews-1-0-news
2023-03-07 02:11:21 , udn , FT：蔡總統下月出訪中美洲 赴加州見麥卡錫 , https://udn.com/news/story/6656/7013540?from=udn-ch1_breaknews-1-0-news
2023-03-07 02:11:32 , udn , 英國金融時報（Financial Times）6日報導，蔡英文總統下月初將出訪中美洲，並在美國加州會晤聯邦眾議院議長麥卡... , https://udn.com/news/story/6656/7013540?from=udn-ch1_breaknews-1-0-news
2023-03-07 02:32:22 , udn , 獨／民眾目擊疑海陸兩棲突擊排 現蹤桃園竹圍漁港操練 , https://udn.com/news/story/10930/7013542?from=udn-ch1_breaknews-1-0-news
2023-03-07 02:32:33 , udn , 海軍陸戰隊預定在今年漢光39號演習中，首度在桃園竹圍漁港南側沙灘實施兩棲登陸操演。6日有民眾目擊，疑似操演負責首波登陸的... , https://udn.com/news/story/10930/7013542?from=udn-ch1_breaknews-1-0-news
2023-03-07 03:08:22 , udn , 以為槍擊…紐約演唱會爆踩踏 1死2命危 多人受傷 , https://udn.com/news/story/6813/7013547?from=udn-ch1_breaknews-1-0-news
2023-03-07 03:08:33 , udn , 紐約州羅徹斯特市周日晚間一場演唱會發生踩踏悲劇，演唱會中的群眾誤以為聽到槍聲，驚恐推擠逃往出口，造成1死9傷，其中兩人傷... , https://udn.com/news/story/6813/7013547?from=udn-ch1_breaknews-1-0-news
2023-03-07 04:35:25 , udn , 佛州議員提案 廢除曾支持奴隸制度的民主黨 , https://udn.com/news/story/6813/7011925?from=udn-ch1_breaknews-1-0-news
2023-03-07 04:35:36 , udn , 佛羅里達州共和黨籍州參議員英格利雅(Blaise Ingoglia)日前提出新法案，倡議「廢除」(cancel)該州民主... , https://udn.com/news/story/6813/7011925?from=udn-ch1_breaknews-1-0-news
2023-03-07 05:41:22 , udn , 德國5G網路 擬禁用華為及中興通訊部分零件 , https://udn.com/news/story/6811/7013581?from=udn-ch1_breaknews-1-0-news
2023-03-07 05:41:32 , udn , 德國「時代週報」網站（Zeit Online）今天報導，德國政府計劃禁止電信業者在自家5G網路中使用中國通信設備大廠華為... , https://udn.com/news/story/6811/7013581?from=udn-ch1_breaknews-1-0-news
2023-03-07 06:17:23 , udn , 馬祖官兵沙灘爆料 洩漏比前線無肉更大的危機 , https://udn.com/news/story/6656/7013531?from=udn-ch1_breaknews-1-0-news
2023-03-07 06:17:33 , udn , 面對台海愈發緊繃的局面，綠營上下擺出「你來，我奉陪到底」，打算修全民動員準備法，管制媒體、16歲以上青少年造冊動員，也全盤接收美方要求，延長兵役，更大買包括布雷車在內的美國軍火，國防部長邱國正昨天更證實，我國正與美方磋商，美軍擬將在東亞的軍備庫存，改存放到台灣，一步步把台灣變成刺蝟島。但一張馬祖海灘上疑似阿兵哥寫下「不要罐頭」的照片卻戳破蔡政府抗中保台的假象，更洩漏了遠比「前線沒肉」更嚴重的警訊。 , https://udn.com/news/story/6656/7013531?from=udn-ch1_breaknews-1-0-news
2023-03-07 06:17:54 , udn , 基捷經費暴增至697億元 一圖看懂謝國樑為何跳腳 , https://udn.com/news/story/123413/7013434?from=udn-ch1_breaknews-1-0-news
2023-03-07 06:18:04 , udn , 聯合報每天推出「圖解新聞」，希望藉由圖像設計幫助讀者理解生硬內容。基隆捷運傳出興建費用暴增到697億元，引發基隆市長謝國樑強烈反彈。這次的圖表帶你看基捷怎麼從80億元一路變胖成697億元。 , https://udn.com/news/story/123413/7013434?from=udn-ch1_breaknews-1-0-news
2023-03-07 06:23:21 , udn , 長女生娃 比爾蓋茲升級當祖父 , https://udn.com/news/story/6811/7013599?from=udn-ch1_breaknews-1-0-news
2023-03-07 06:23:32 , udn , 據商業內幕6日報導，微軟創始人比爾蓋茲（Bill Gates）升級當祖父了。 , https://udn.com/news/story/6811/7013599?from=udn-ch1_breaknews-1-0-news
2023-03-07 06:23:52 , udn , 【總編開箱】馬祖官兵沙灘爆料 洩漏比前線無肉更大的危機 , https://udn.com/news/story/10930/7013531?from=udn-ch1_breaknews-1-0-news
2023-03-07 06:29:43 , udn , 美股道瓊指數再漲40點 連續4日走升 , https://udn.com/news/story/6811/7013600?from=udn-ch1_breaknews-1-0-news
2023-03-07 06:29:53 , udn , 道瓊工業指數小幅上漲，華爾街努力守住上周的漲幅，投資人也為繁忙的一周經濟新聞做好準備。 , https://udn.com/news/story/6811/7013600?from=udn-ch1_breaknews-1-0-news
2023-03-07 06:38:42 , udn , 軍事重地不設防 搶匪、醉漢闖營區 海軍基地寫難堪紀錄 , https://udn.com/news/story/6656/7013525?from=udn-ch1_breaknews-1-0-news
2023-03-07 06:38:53 , udn , 海軍左營基地是海軍第一大艦艇主要駐地，亦曾是美軍駐台首選基地，去年卻接連發生醉男、承包商帶女友擅闖成功，原應是門禁森嚴的管制哨，形同「不設防」。不僅如此，左營基地20年前就發生震驚全國的軍區土銀搶案，10年前又有導演鈕承澤偷渡陸籍攝影師登上軍艦勘景的風波，近年還有退役軍官偽造證件闖入營區爽待1小時。左營海軍基地多次發生離譜行徑，台海兵凶戰危之際，軍事重地屢傳門戶洞開，令人擔心敵軍若進犯，如何應付。 , https://udn.com/news/story/6656/7013525?from=udn-ch1_breaknews-1-0-news
2023-03-07 06:43:26 , udn , 英國金融時報（Financial Times）6日報導，蔡英文總統下月初將出訪中美洲盟邦瓜地馬拉與貝里斯，並在過境美國時，於加州會晤聯邦眾議院議長麥卡錫（Kevin McCarthy）。 , https://udn.com/news/story/6656/7013540?from=udn-ch1_breaknews-1-0-news
2023-03-07 06:50:42 , udn , 好天氣倒數！ 周日鋒面挾冷空氣南下 氣溫急凍有雨 , https://udn.com/news/story/7266/7013627?from=udn-ch1_breaknews-1-0-news
2023-03-07 06:50:52 , udn , 中央大學大氣科學系兼任副教授吳德榮今天在「三立準氣象．老大洩天機」最新專欄表示，今晨觀測資料顯示，受乾燥、穩定的大氣影響... , https://udn.com/news/story/7266/7013627?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:05:54 , udn , 獨／洩漏內線交易移送書與炒股案筆錄 調查局內鬼遭訴 , https://udn.com/news/story/7321/7013630?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:06:04 , udn , 調查局桃園市調查處周姓調查官受曹姓退休學長請託，涉將偵查中內線交易移送書、操縱股價案的被告筆錄，以通訊軟體及手機拍照方式... , https://udn.com/news/story/7321/7013630?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:11:52 , udn , 揭醫師娘通姦罰得比周玉蔻還重 誹謗罪是否違憲將激辯 , https://udn.com/news/story/7321/7013632?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:12:02 , udn , 男子朱長生不滿從事月嫂派送服務的王姓醫師娘通姦，向王夫和她親友舉發，結果被依散布猥褻圖畫罪判6月徒刑，併科罰金8萬元定讞... , https://udn.com/news/story/7321/7013632?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:20:53 , udn , 新光三越台南中山店大樓出售要變ikea?小編：很難變身 , https://udn.com/news/story/7323/7013637?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:21:04 , udn , 新光三越百貨台南中山店最近傳出整棟大樓將出售，不少台南人受到驚嚇「要結束營業了嗎？」，雖然業者表示，大樓出售仍不影響百貨... , https://udn.com/news/story/7323/7013637?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:29:33 , udn , 經典賽／彈力球惡夢悄悄襲來 中華隊熱身賽全勝卻無法樂觀  , https://udn.com/news/story/122629/7013147?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:29:44 , udn , 2023第5屆經典賽A組預賽在台灣將於8日開打，兩天的官辦熱身賽也在昨日結束，各國隊伍在這兩場賽事中有勝有敗也有和局，只有中華隊兩戰全勝，中華隊從2月14日、16日兩度對上味全，17日對台鋼，19日對 , https://udn.com/news/story/122629/7013147?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:30:04 , udn , 勒夫還沒發揮作用 熱火依舊要死不活 , https://udn.com/news/story/122629/7013108?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:30:14 , udn , 東區應該就是塞爾蒂克、公鹿雙雄兩分天下。第三號爭冠熱門76人也不錯，但表現極不穩定，季後賽好像也沒有人怕他們。原本還被寄予厚望的熱火，今年整個賽季都很掙扎，先發主控羅瑞傷病+退化太多，已經讓熱火跛腳， , https://udn.com/news/story/122629/7013108?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:30:35 , udn , 大牌球星缺席率超高 NBA負荷管理引發爭議 , https://udn.com/news/story/122629/7013053?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:30:45 , udn , NBA近來針對負荷管理（Load management）掀論戰，各隊先發主力和資深老將輪休，比以往更顯頻繁，以前球團是用傷病理由讓特定球員缺席，現卻有以預防傷病為藉口把主力放板凳。為什麼呢？負荷管理對 , https://udn.com/news/story/122629/7013053?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:31:06 , udn , 「不用充電」的油電車 擺脫里程焦慮兼顧環保 更適合台灣車主？ , https://udn.com/news/story/7238/7010769?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:31:16 , udn , 在追求環保的大方向下，新能源車已經成為新潮流，雖然多數人的目光聚焦在電動車上，事實上，新能源車還有「油電車」（HEV）這一個燃油車與電動車之外的選項，便利性更高。部分業者甚至認為，以現階段的台灣環境來說，油電車對於有意願體驗電動車、追求環保的人來說，可能更加適合。 , https://udn.com/news/story/7238/7010769?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:31:37 , udn , 執業率不到6成！護理人力短缺 台大打返鄉訴求能留住年輕人？ , https://udn.com/news/story/6928/7012241?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:31:47 , udn , 全台領有護理師證照31萬人，執業登記人數18萬人，執業率不到六成；國內疫後護理人力面臨短缺，國內有7所大學陸續成立學士後護理系大舉招生，其中台大更打出在地青年留鄉訴求，臉書「虎尾人（讚）出來」最近就刊出該系招生廣告，強調要將雲林打造為長照人才培育基地，鼓勵雲林學子報考就讀，畢業後可留在家鄉照顧長輩，這招有效嗎？ , https://udn.com/news/story/6928/7012241?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:56:32 , udn , 美軍轉型正義！曾巡弋台海第七艦隊巡洋艦 改名海軍首位黑人艦長 , https://udn.com/news/story/10930/7012391?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:56:42 , udn , 隸屬美國海軍第七艦隊，母港位於日本橫須賀的神盾巡洋艦昌斯洛維爾號（USS Chancellorsville CG-62），近年多次奉命通過台灣海峽，成為媒體報導焦點，對外傳達美方強調台海可以自由航行，並非中共地盤的立場。不過，未來再也不會有昌斯洛維爾號通過台海的新聞：原因倒不是她將要除役或調離西太平洋，而是因為其船名被美國國會盯上，認為有鼓吹種族主義之嫌，因此勒令更名。今年2月27日起，本艦更名為史莫斯號（USS Robert Smalls）。 , https://udn.com/news/story/10930/7012391?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:57:03 , udn , 【專家之眼】中共兩會對台政策特色 , https://udn.com/news/story/6656/7013652?from=udn-ch1_breaknews-1-0-news
2023-03-07 07:57:13 , udn , 此次中共政協與人大先後召開。首先，即將卸任的全國政協主席汪洋在工作報告中回顧，政協曾舉辦台灣光復75周年和海峽論壇、兩岸... , https://udn.com/news/story/6656/7013652?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:14:34 , udn , 鴻海在進步！他籲「別用舊時代印象看未來」 網卻只回一字酸爆 , https://udn.com/news/story/7252/7012607?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:14:44 , udn , 鴻海（2317）5日公佈財報，2月合併營收為4020億元新台幣，較上月下降39.12%，較上年同期下降11.65%，但仍是歷年同期次高。前兩月合並營收為1.06萬億元新台幣，為歷年同期最佳。有網友對投資人信心喊話，「鴻海正在進步，不該用原有郭董時代印象看未來鴻海」，卻直接被其他人反酸「韭」。 , https://udn.com/news/story/7252/7012607?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:20:47 , udn , 英國「金融時報」報導，美國聯邦眾議院議長麥卡錫計劃與總統蔡英文在加州會晤，而不是台北，這個「場地的變更」與台灣方面對北京... , https://udn.com/news/story/6656/7013616?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:26:32 , udn , ATT e Life 5月停業 大直商圈陷「做不起來」迴圈 , https://udn.com/news/story/7238/7013009?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:26:42 , udn , 位於台北市大直的ATT e Life日前突宣布將在5月暫停營業，讓大直百貨商場再失去一顆星，近年來大型商場開開關關，僅有美麗華購物中心屹立不搖，業者認為，大直商圈與台北市百貨一級戰場信義計畫區距離近，招商不易，難以打造出具有亮眼品牌的商場，僅靠餐飲、親子業態，業績自然難以支撐。 , https://udn.com/news/story/7238/7013009?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:27:03 , udn , 照片看歷史／1976年慶祝婦女節 青商會首創「男士烹飪大賽」 , https://udn.com/news/story/7314/7011631?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:27:13 , udn , 1976年3月7日，台北市國際青年商會首創「男士烹飪大賽」的活動，來慶祝今年的「三八」婦女節。這項比賽的目的是「鼓勵分工合作，以謀取兩性社會的和諧，增進家庭幸福，並藉以發揚中國傳統的烹飪藝術。」60位男士在一小時內推出的120道菜，使「男士烹飪大賽」的會場佳餚紛陳，香味四溢。活動吸引了近千人前往參觀。 , https://udn.com/news/story/7314/7011631?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:27:34 , udn , 真實人生／陸洗腦神曲「早安隆回」背後 草根歌手的500億奇蹟奮鬥史 , https://udn.com/news/story/6812/7010063?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:27:44 , udn , 一首快速竄紅的歌曲，讓不起眼的地方迅即成為了家喻戶曉，袁樹雄創作的「早安隆回」就具有這樣的魅力。從世界盃足球賽爆紅開始，累計至今早已有數百億次的驚人播放量，說是當下中國大陸的「神曲」，也是當之無愧。... , https://udn.com/news/story/6812/7010063?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:29:33 , udn , 【專家之眼】從全動法與日經爭議 看蔡政府的備戰兒戲 , https://udn.com/news/story/6656/7013659?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:29:43 , udn , 在周邊小國多盡力迴避美中衝突前提下，蔡政府抗中保台喊了這麼多年，帶領台人站在抗中第一線，但保台實力培養的如何？最近接連發... , https://udn.com/news/story/6656/7013659?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:31:35 , udn , 全球股債ETF多獲資金淨流入 唯美股ETF面臨資金調節壓力 , https://udn.com/news/story/123006/7013658?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:31:45 , udn , 美債殖利率彈升一度壓抑美股震盪，所幸亞特蘭大聯準銀行總裁Bostic表示傾向於本月升息一碼，預估可能於夏中或夏末暫停升息... , https://udn.com/news/story/123006/7013658?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:34:07 , udn , 美股漲勢後繼無力收在平盤 市場關注Fed鮑爾談話 , https://udn.com/news/story/6811/7013644?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:34:18 , udn , 美國股市周一上漲後勁不足，回到平盤整理，美債殖利率走高也帶來壓力。經濟風險揮之不去的疑慮之下，最近漲過頭的說法甚囂塵上。... , https://udn.com/news/story/6811/7013644?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:44:32 , udn , 陳宗彥求「謙」意外引爆醜聞 意象書法家還原創作過往 , https://udn.com/news/story/7326/7013664?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:44:42 , udn , 行政院前發言人陳宗彥日前因LINE召妓對話截圖頭貼書法「謙」字與個人臉書曾PO出的辦公室「謙」字相符而下台。據知，謙字是... , https://udn.com/news/story/7326/7013664?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:47:23 , udn , 反夾彎！中國干預大選爭議 杜魯多改口宣布將展開獨立調查 , https://udn.com/news/story/6809/7013666?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:47:33 , udn , 在反對派的壓力下，加拿大總理杜魯多6日宣布，將委任獨立調查員調查中國干預加拿大選舉的指控。 , https://udn.com/news/story/6809/7013666?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:57:22 , udn , 習近平：新興產業要防止孤軍深入 被人兜了底、全軍覆沒 , https://udn.com/news/story/7331/7013662?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:57:32 , udn , 中共總書記習近平6日看望參加全國政協會議的民建工商聯界委員就新興產業表示，一定要搞好統籌規劃，搞清楚市場有多大、風險在哪... , https://udn.com/news/story/7331/7013662?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:59:21 , udn , 網紅們掀「大賣課時代」很好賺？內行人曝每個月進帳金額 , https://udn.com/news/story/7088/7013324?from=udn-ch1_breaknews-1-0-news
2023-03-07 08:59:32 , udn , 隨著後疫情時代來臨，線上教學成為時下重要的學習管道之一，台灣目前也有越來越多YouTuber、網紅開始賣課程，除了另闢收入來源、發揮影響力，也能讓自己收入不再只有廣告業配，如愛莉莎莎的「愛莉莎莎的自媒體銷售學」、知名時事分析YouTube創作者志祺七七的「志祺的架構性思考」、以及因為炎上爭議而廣受人知的「理科太太的諮商筆記」等等。 , https://udn.com/news/story/7088/7013324?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:02:22 , udn , 兔兔愛撒嬌「主動鑽臂彎躺下」超乖巧 飼主曝背後8年辛酸血淚：以前超兇 , https://udn.com/news/story/7470/7013537?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:02:33 , udn , 日本有名飼主日前在社群平台推特上分享一段影片，拍下家中兔兔超愛撒嬌，有天看見最愛的主人躺在地上時，居然會主動撲上前去「貼貼」，還會乖巧的倚靠在主人臂彎裡躺躺休息，可愛模樣羨煞不少網友。 , https://udn.com/news/story/7470/7013537?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:08:32 , udn , 3/7【早晨財經速解讀】 大摩轉多 美股再反彈?舊金山房價下跌7% 2023美台房市崩盤論? , https://udn.com/news/story/7251/7013689?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:08:42 , udn , 美國股市周一上漲後勁不足，回到平盤整理，美債殖利率走高也帶來壓力。經濟風險揮之不去的疑慮之下，最近漲過頭的說法甚囂塵上。投資人如今觀望聯準會（Fed）鮑爾周二的國會作證和關鍵的勞動數據。 , https://udn.com/news/story/7251/7013689?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:09:03 , udn , 傻貓「半夜頭塞紙盒看不見」狂叫：快來救朕！ 解除危機一臉懵飼主笑翻 , https://udn.com/news/story/7470/7012681?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:09:13 , udn , 國外有名飼主日前在社群平台抖音上分享一段影片，拍下有天自己半夜睡覺睡到一半聽到愛貓在外面瘋狂喵喵叫，出去一看赫然發現貓咪居然不小心把頭塞進一個超小的紙盒動彈不得，伸手解救牠之後反而還露出了「剛剛發生什麼事？」的超呆表情，可愛模樣讓主人看了都哭笑不得。 , https://udn.com/news/story/7470/7012681?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:10:04 , udn , 史瓦帝尼總理率團來訪台灣世曦並簽訂合約 , https://udn.com/news/story/7238/7013681?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:10:14 , udn , 史瓦帝尼王國總理戴克禮（H.E. Cleopas Sipho Dlamini）伉儷於3月6日率團訪問台灣世曦工程顧問股份... , https://udn.com/news/story/7238/7013681?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:11:05 , udn , 元大債券ETF權證上市 小錢搶先布局 債券上漲行情 , https://udn.com/news/story/123006/7013674?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:11:15 , udn , 2022年全球通膨攀高，各國央行大幅升息來抑制通膨，美國聯準會陸續已升息了18碼，於2023年2月將基準利率調升至4.5... , https://udn.com/news/story/123006/7013674?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:11:32 , udn , 黑貓慘遭「阿金瘋狗浪圍攻」嚇尿 開溜瞬間秒被堵死超崩潰：奴才快來護駕 , https://udn.com/news/story/7470/7012587?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:11:36 , udn , 髮夾彎！中國干預大選爭議 杜魯多改口宣布將展開獨立調查 , https://udn.com/news/story/6809/7013666?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:11:43 , udn , 國外有名飼主日前在社群平台抖音上分享一段影片，內容是有天家裡來了超多隻阿金寶寶作客，熱情的狗狗們看見家裡愛貓便熱情的湊上前包圍想要一起玩，沒想到過大陣仗直接嚇壞貓貓，直接「倒退嚕」偷溜，可愛的反應讓畫面變得相當有趣，意外引起網友討論。 , https://udn.com/news/story/7470/7012587?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:14:33 , udn , 翁倩玉凍齡好氣質 抵日參加食品展嘉義團餐敘驚喜碰面 , https://udn.com/news/story/7326/7013695?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:14:44 , udn , 嘉義縣長翁章梁、立委陳明文、蔡易餘及嘉義市立委王美惠，赴日本東京參加國際食品展，昨晚參加駐日代表謝長廷安排的交流晚宴，旅... , https://udn.com/news/story/7326/7013695?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:15:04 , udn , 影／新長發88號1死6失蹤 印尼移工遺體送進基隆港 , https://udn.com/news/story/7320/7013697?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:15:14 , udn , 新北市深澳籍漁船新長發88號8天前出海，前往日本石垣島北方海域捕鎖管，前天被日本自衛隊發現翻覆，昨天搜救船艙內找到一具印... , https://udn.com/news/story/7320/7013697?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:19:07 , udn , 潛在火藥桶？ 電動自行車和電動滑板車的火災風險怎麼管 , https://udn.com/news/story/6813/7013667?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:19:17 , udn , 疫情期間，為避免搭乘大眾交通工具帶來染疫風險，電動自行車和電動滑板車在紐約的使用激增，但在給騎乘者帶來便利的同時，也多次... , https://udn.com/news/story/6813/7013667?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:20:08 , udn , 德銀：日圓有潛力飆漲60％ , https://udn.com/news/story/6811/7013665?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:20:19 , udn , 德意志銀行（Deutsche Bank）分析指出，如果日銀（BOJ，央行）政策全面回歸正常化，再加上美國聯準會（Fed）... , https://udn.com/news/story/6811/7013665?from=udn-ch1_breaknews-1-0-news
2023-03-07 09:20:34 , udn , 貓咪真有九條命？解析喵星人從高處墜落能安全著地的秘密 住高樓貓奴要注意 , https://udn.com/news/story/7470/7013693?from=udn-ch1_breaknews-1-0-news
