2023-02-24 00:00:00 , udn , 台指期重拾動能，日盤上漲222點收在15,597點，夜盤再度拉高，主要受惠於美股四大指數同步走揚，美債殖利率回落，科技股... , https://udn.com/news/story/7251/6991871?from=udn-ch1_breaknews-1-0-news
2023-02-24 00:20:30 , udn , 蔡4年前為何反敗為勝？國民黨老症頭至今未解 , https://udn.com/news/story/6656/6991963?from=udn-ch1_breaknews-1-0-news
2023-02-24 03:38:29 , udn , 由著名京劇文武老生李寶春帶領的台北新劇團，開春推出一年一度「新老戲」品牌「京劇薈演」，本月底228連假周末於台北市政府親... , https://udn.com/news/story/7270/6992099?from=udn-ch1_breaknews-1-0-news
2023-02-24 03:43:05 , udn , 厲害！雄女林宇婕報考6科 國英自數A數B15分、社會14 , https://udn.com/news/story/123148/6990219?from=udn-catehotnews_ch2
2023-02-24 05:53:21 , udn , 談晶片製造宏圖 美商務部：2030年前至少兩大產業聚落 , https://udn.com/news/story/6811/6992134?from=udn-ch1_breaknews-1-0-news
2023-02-24 05:53:31 , udn , 美國商務部長雷蒙多（Gina Raimondo）23日在喬治城大學演說表示，28日會開放晶片法案的補貼申請，目標在203... , https://udn.com/news/story/6811/6992134?from=udn-ch1_breaknews-1-0-news
2023-02-24 06:17:19 , udn , 普發6000元怎麼領？通勤月票方案一次看 , https://udn.com/news/story/7314/6992032?from=udn-ch1_breaknews-1-0-news
2023-02-24 06:17:29 , udn , 聯合報每天推出「圖解新聞」，希望藉由圖像設計幫助讀者理解生硬內容。行政院會昨通過3800億元疫後特別預算案。這次的圖表帶你看六千元現金怎樣入袋。 , https://udn.com/news/story/7314/6992032?from=udn-ch1_breaknews-1-0-news
2023-02-24 06:17:50 , udn , 【總編開箱】陳建仁出手的「撒隆巴斯」政策  能止痛卻難對症下藥 , https://udn.com/news/story/6656/6991974?from=udn-ch1_breaknews-1-0-news
2023-02-24 06:18:00 , udn , 陳建仁內閣初登場，首次親率副閣揆鄭文燦等人，親自主持記者會說明「疫後強化經濟與社會韌性及共享經濟成果特別預算案」。就和這超長的預算名稱一樣，包山包海的內容，3800億元什麼都沾一點，各式大小紅包和應急政策都從這裡找錢來花，理論上所有人都能享得到甜頭，但所有問題都沒有解決，所以說這是帖「溫暖麻醉藥」，讓大家暫時能有「小確幸」，彷彿能止痛，但所有的病源都醫不到，正說明陳內閣「溫暖微笑」的虛幻假象。 , https://udn.com/news/story/6656/6991974?from=udn-ch1_breaknews-1-0-news
2023-02-24 06:23:20 , udn , 打不完的針…「疫苗疲倦」超燒腦 還有排擠後遺症 , https://udn.com/news/story/7266/6992043?from=udn-ch1_breaknews-1-0-news
2023-02-24 06:23:31 , udn , 中央流行疫情指揮中心近期宣布新冠疫苗接種未來將常態化，今年先以3、4月做短期衝刺，喊出「今年至少打一劑」口號，重點目標是未曾接種者，前劑接種滿3個月者也要再來一針，明年以後則可能是重症高風險群一年打兩次、其他人一年打一次。 , https://udn.com/news/story/7266/6992043?from=udn-ch1_breaknews-1-0-news
2023-02-24 06:47:20 , udn , 史指重登4000點 中止連4跌走勢 , https://udn.com/news/story/6811/6992170?from=udn-ch1_breaknews-1-0-news
2023-02-24 06:47:31 , udn , 投資人仍擔心Fed的升息路徑，美股在震盪中收高。 , https://udn.com/news/story/6811/6992170?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:05:39 , udn , 冷空氣南下北部越晚越濕冷 228連假先冷後暖各地有感 , https://udn.com/news/story/7266/6992179?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:05:50 , udn , 中央大學大氣科學系兼任副教授吳德榮在「三立準氣象．老大洩天機」專欄表示，今(24)日起強冷空氣逐漸南下，北、東轉雨；北台... , https://udn.com/news/story/7266/6992179?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:26:40 , udn , 杜蘭特、厄文改變戰力版圖 莫蘭特的西區舒適圈不再 , https://udn.com/news/story/122629/6991790?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:26:50 , udn , 近年快速崛起的曼菲斯灰熊在今年前半季依舊戰績高高掛，明星週前排名穩居西區第二，雖落後龍頭金塊到5場勝差已難追趕，但看看第三國王到第六的獨行俠最多差到5.5場勝差，以上半季的態勢來看，灰熊維持住西區前三 , https://udn.com/news/story/122629/6991790?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:27:10 , udn , T1vs.PLG人氣大比拚  兩聯盟分久必合、合體不合併更有利 , https://udn.com/news/story/122629/6991464?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:27:21 , udn , 台灣職籃兩個聯盟PLG和T1，兄弟爬山各自努力，兩聯盟平行雙軌，各自為政，今年球季各有高峰。

NBA「魔獸」霍華德加入T1聯盟桃園雲豹，魔獸旋風襲捲全台，雲豹上半季創造六場觀眾人數破萬高潮，寫下 , https://udn.com/news/story/122629/6991464?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:27:41 , udn , 春哥侃陸／二十大後中共低調布局機構改革 國台辦會被「國統委」取代？ , https://udn.com/news/story/7331/6988861?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:27:52 , udn , 中共二十屆二中全會周末召開，這次會議中，機構改革方案是重點內容。中國大陸機構通常五年一改，此次沒有事前風向，相對低調，但其政治目標和調整路徑相當明確，而在目標之一「全面推進中華民族偉大復興」的大旗下，最敏感的是涉台涉港機構改革會否再延續2018年時「涉外四辦」合一的倡議，甚至不僅黨政合一，多年熱議未行的「國家統一委員會」也在北京政圈討論中轟然現身。... , https://udn.com/news/story/7331/6988861?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:53:40 , udn , 首例！調查局創十大傑出據點 局長王俊力今頒獎表揚 , https://udn.com/news/story/7320/6992192?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:53:50 , udn , 調查局長王俊力上任後，為強化調外勤調查官據點工作，在國內安全調查處旗下設立「據點業務協調中心」，並依照各外勤處站據點發掘... , https://udn.com/news/story/7320/6992192?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:56:40 , udn , 清大打造無藍害燭光閱覽室 閱讀時間拉長12倍還不疲勞 , https://udn.com/news/story/6928/6990691?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:56:51 , udn , 清華大學在校內化工系、材料系的兩間閱覽室，打造無藍害燭光閱覽空間，實驗一年後，發現在同樣的亮度下，可閱讀的時間增加12倍，也證明了無藍害空間讓學生眼睛不易疲勞。團隊也與精神病院合作，發現光源能讓病患情緒更為穩定，有助於睡眠品質，讓外界看見光的影響力。 , https://udn.com/news/story/6928/6990691?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:57:11 , udn , 經濟是衰退還是軟著陸？ 要看全球央行抑制通膨力道 , https://udn.com/news/story/6811/6990486?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:57:21 , udn , 我們現在正處衰退之中嗎？這是一個奇怪的問題。我們怎麼可能不知道是否處於衰退之中？這有點像在問「你現在難過嗎？」如果真的難過，自己會沒有感覺嗎？

經濟衰退是指經濟規模變小，即生產的東西減少：筆記型電腦、卡車、拿鐵咖啡和理髮次數減少。通常當這種情況發生時，你會有感覺，因為很多人被解雇，企業倒閉，一切都開始大減價。

但現在的情況並非如此。目前的數據反映出一些截然不同的現象。其中有些直接指向經濟衰退，有些則偏向「軟著陸」情景。經濟學家的意見十分分歧。 , https://udn.com/news/story/6811/6990486?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:57:42 , udn , 孤老危機／病倒後亂作一團？ 每個人都要為「有一天我會被照顧」做準備 , https://udn.com/news/story/7266/6985212?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:57:52 , udn , 長泰老學堂執行長林金立多從事長照二十幾年，看到許多長輩病倒後，家庭紊亂、開始爭吵。他認為，我們會為人生許多事做準備，連身後事可能都寫好生前契約、討論安葬方式，但卻沒有人為了「老了要被照顧、我可能中風失能」做準備，以至於那天來到時，全家天翻地覆，至於要如何為「有一天我會被照顧」做準備呢？以下為他第一人稱給個人、家人子女，以及長照組織的建議。 , https://udn.com/news/story/7266/6985212?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:59:40 , udn , 老翁跌倒麻痛無力查是椎間盤突出 做這手術快速緩解 , https://udn.com/news/story/7266/6992201?from=udn-ch1_breaknews-1-0-news
2023-02-24 07:59:50 , udn , 高雄一名70多歲老翁年初意外跌倒，腰、雙腳有時麻痛無力，就醫發現椎間盤突出，造成神經壓迫，併椎管狹窄及脊髓損傷。醫師替他... , https://udn.com/news/story/7266/6992201?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:17:20 , udn , 大雨瑞芳金瓜石北34土石坍方 近黃金瀑布道路中斷搶修 , https://udn.com/news/story/7323/6992215?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:17:30 , udn , 因大雨不斷，新北市瑞芳金瓜石地區北34區道，約2.1公里處，今天凌晨發生土石坍方，道路中斷，警方已在兩端近勸濟堂牌樓及近... , https://udn.com/news/story/7323/6992215?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:19:24 , udn , 國票創投董座遭撤雖通過  但國票金獨董正反意見對立 , https://udn.com/news/story/7239/6992068?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:19:34 , udn , 國票金控（2889）子公司國票創投人事案，引發四位獨董持正反、保留意見對立。昨（23）日國票金第七屆董事會上，針對「為業... , https://udn.com/news/story/7239/6992068?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:29:19 , udn , 【專家之眼】都是蛋頭主委惹的禍 , https://udn.com/news/story/6656/6992222?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:29:29 , udn , 近期雞蛋供應再度出現嚴峻的失衡，不但價格調漲，而且多地還無蛋可買，引爆民怨。農委會又推給氣候與動物傳染病，並牽拖各國也缺... , https://udn.com/news/story/6656/6992222?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:29:50 , udn , 侯友宜民調下跌仍不鬆口有「難言之隱」？從這裡看出端倪 , https://udn.com/news/story/6656/6991482?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:30:00 , udn , 國民黨雖從九合一選舉後情勢大好，但2024總統立委選舉卻出現劇烈變動，不僅鴻海創辦人郭台銘積極表達參選意願，而且多個縣市的國民黨籍議員陸續表態想選立委，被酸是「落跑集團」，讓黨內擔憂此舉恐衝擊黨內最強母雞、新北市長侯友宜未來的總統選情。不只如此，侯一直避答國政議題，讓藍營支持者憂心「等來等去、遲不表態，等到民調都往下走了，到底有什麼難言之隱？」但近侯人士說，從黨主席朱立倫屢次表態已可看出端倪，支持者不用太心急。 , https://udn.com/news/story/6656/6991482?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:30:21 , udn , 照片看歷史／1955年北市第一座橫跨鐵路天橋通車 紓解中山北路車流 , https://udn.com/news/story/7314/6990534?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:30:31 , udn , 1955年2月24日，台北市40多個平交道上的第一座天橋，橫跨在本市交通量最大的中山北路鐵道上的復興橋正式命名通車。北市府及合作興建復橋的鐵路局、公路局兩單位，上午9時在橋端入口處舉一盛大熱烈通車典禮，來賓張道藩、蔣夢麟、黃仁霖、黃國書、黃珍吾、黃朝琴、林頂立、沈錡、陳仙洲及省市有關人員，主持建築工程人員各機關團體首長，為數約在一萬以上的市民均參此一盛典。 , https://udn.com/news/story/7314/6990534?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:30:51 , udn , 流浪台灣燈會／如何再躍全球最佳慶典 賴瑟珍：台灣應打造定點賞燈小鎮 , https://udn.com/news/story/7266/6988353?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:31:02 , udn , 觀光局前局長、台灣旅遊交流協會理事長賴瑟珍，1973年進入交通部觀光局，從基層辦事員做起，一路成為首位女性觀光局長。1990年，她擔任觀光局業務組副組長時，就參與舉辦原為台北燈會的台灣燈會，2008年在局長任內，使台灣燈會成為「全球最佳慶典活動」之一，見證燈會從中正紀念堂出發，政黨輪替後到處流浪下，從璀璨耀眼到充滿挑戰的台灣燈會史。

聯合報數位版提出專訪邀約，請賴瑟珍分析燈會遭遇的困境與未來發展時，她欣然答應並直言：「台灣燈會已完成階段性任務。」她侃侃而談燈會走了34年，現在應從有效利用資源整合與落地生根的兩大方向規畫新方向；透過深度剖析，她的觀察與建言，讓政府、業者與台灣社會思考，每年燒錢、煙火式的燈會，如何在關鍵的時刻，邁向下一步。 , https://udn.com/news/story/7266/6988353?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:31:22 , udn , 脫單預備！未來30天內「這3個生肖桃花最旺」屬虎人魅力超強 , https://udn.com/news/story/7268/6986983?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:31:32 , udn , 常常聽到有情人終成眷屬的祝福，然而自己未來的另一半在哪裡呢？什麼時候才會有桃花出現呢？感情事總是牽絆著每一條心思，困擾著許多人，讓我們來看看未來30天内，三個桃花最旺的生肖是哪幾個。 , https://udn.com/news/story/7268/6986983?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:41:30 , udn , 尹啟銘：台積電出海可循GOCO模式 4原則保台自主優勢 , https://udn.com/news/story/7240/6992233?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:41:41 , udn , 「當台積電搬移到海外，去台化是可能的，台灣重要性就會慢慢降低。」前經濟部長尹啟銘最新著作《晶片對決》將出版，正值中美科技... , https://udn.com/news/story/7240/6992233?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:44:31 , udn , 影／亂拳毆打救護人員畫面曝光  新莊醉男酒醒辯：忘記了 , https://udn.com/news/story/7320/6992237?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:44:41 , udn , 新北市新莊區陳姓男子，周三深夜酒醉拳毆救護人員，導致救護人員左臉頰挫傷、輕微腦震盪報警提告。陳男酒醒辯稱「都忘了，什麼都... , https://udn.com/news/story/7320/6992237?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:51:31 , udn , 日媒：台積電將向日本第二座廠投資逾1兆日圓 , https://udn.com/news/story/6811/6992212?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:51:41 , udn , 彭博資訊引述日刊工業新聞（Nikkan Kogyo）報導指稱，台積電（2330）計劃在日本南部熊本縣興建第二座工廠，總投... , https://udn.com/news/story/6811/6992212?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:53:41 , udn , 影／亂拳毆打救護人員畫面曝光 新莊醉男酒醒辯：忘記了 , https://udn.com/news/story/7320/6992237?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:54:03 , udn , 台積電ADR結束連五日跌勢 溢價5.57% , https://udn.com/news/story/6811/6992197?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:54:13 , udn , 台積電ADR周四上漲3.74%，收在90.08美元，結束波克夏公布上季大砍台積電ADR持股後連續五日的跌勢，較台北交易價... , https://udn.com/news/story/6811/6992197?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:55:04 , udn , 標普500指數結束連四跌 輝達因人工智慧熱觸10個月最高 , https://udn.com/news/story/6811/6992186?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:55:14 , udn , 美國股市周四在震盪交易中收高，標普500指數結束連四日的跌勢，投資人努力思考利率政策可能對美國經濟產生的影響。 , https://udn.com/news/story/6811/6992186?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:56:41 , udn , 分析：俄烏戰爭週年  經濟制裁為何雷聲大雨點小 , https://udn.com/news/story/122663/6992194?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:56:52 , udn , 歐盟27國22、23日連續開會，仍無法趕在24日俄烏戰週年前達成第10波對俄制裁共識。一年來各方爭辯制裁為何不如預期？關... , https://udn.com/news/story/122663/6992194?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:57:12 , udn , 陸女來港遇暖心事被震撼 激讚港人1優點：太好了吧！我愛香港 , https://udn.com/news/story/7332/6992243?from=udn-ch1_breaknews-1-0-news
2023-02-24 08:57:22 , udn , 香港最美的風景是人。有大陸女生於網上發文，講述自己來港旅遊時的暖心經歷，大讚「香港人也太好了吧！」，更明言「香港我愛你！」。帖文引來大陸網民共鳴，「香港人真的是很好的，別被媒體帶偏了」、「我覺得路上碰到的香港人都特別好」、「所以其實哪裏都有好和不好的，香港好人還是更多些」。 , https://udn.com/news/story/7332/6992243?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:02:51 , udn , 2/24【早晨財經速解讀】輝達狂飆14% 晶片庫存有解?禁空令退場 國安基金續護盤等解套? , https://udn.com/news/story/7251/6992246?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:03:22 , udn , 入侵周年之際！烏軍參謀部：過去一天俄軍向烏東「猛攻90次」 , https://udn.com/news/story/6809/6992247?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:03:32 , udn , 在俄羅斯入侵烏克蘭即將滿一周年之際，俄軍似乎再次加強對烏克蘭東部前線的攻擊力道。衛報報導，烏克蘭總參謀部表示在過去24小... , https://udn.com/news/story/6809/6992247?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:08:49 , udn , 228連假、豐原觀音山公墓 交通資訊看這裡 , https://udn.com/news/story/7266/6992254?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:09:00 , udn , 明天就是228連續假期，不少民眾會提早到台中市豐原區觀音山公墓祭祖，豐原警分局將於國道1號豐原交流道沿線中正路、國道4號... , https://udn.com/news/story/7266/6992254?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:10:20 , udn , AI熱的大贏家 輝達不到兩個月市值膨脹逾2,200億美元 , https://udn.com/news/story/6811/6992245?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:10:31 , udn , 人工智慧（AI）熱潮使得總部在加州聖塔克拉拉的輝達（Nvidia）成為大贏家，至少從股價漲幅來看是如此。這家晶片製造商周... , https://udn.com/news/story/6811/6992245?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:17:49 , udn , 布林肯：台海不是內政 俄烏戰爭無關意識形態 , https://udn.com/news/story/6656/6992264?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:18:00 , udn , 美國國務卿布林肯23日表示，美國無意新冷戰，俄烏戰爭無關意識形態，而是一個帝國主義者侵略他國；此外，美中競爭包含世界秩序... , https://udn.com/news/story/6656/6992264?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:18:20 , udn , 美科技股收紅 法人：台股看限空令退場影響 , https://udn.com/news/story/7251/6992242?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:18:30 , udn , 美股23日震盪劇烈，科技股回升收紅，台股23日上漲196.64點，收在15615.41點。金管會23日拍板解除限空令等穩... , https://udn.com/news/story/7251/6992242?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:20:51 , udn , 農委會將進口澳洲500萬蛋 郭台銘改讚內閣：苦民所苦 , https://udn.com/news/story/122475/6992268?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:21:01 , udn , 已表態爭取國民黨總統提民的鴻海創辦人郭台銘，日前批評政府未處理好缺蛋危機，今郭台銘再發文，改稱讚政府表示，農委會將從澳洲... , https://udn.com/news/story/122475/6992268?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:26:49 , udn , 坐擁科工館18公頃綠意  歐美建設「森青道」得天獨厚 , https://udn.com/news/story/7241/6992275?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:26:59 , udn , 高雄科工館鄰近台鐵科工館站及輕軌C30站，周邊商圈發展成熟，生活機能佳，是不少民眾購屋理想地段，大樓房價每坪已站上40萬... , https://udn.com/news/story/7241/6992275?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:27:20 , udn , 動手阻人進屋挨告傷害 莽男辯對方老婆在裡面洗澡 , https://udn.com/news/story/7321/6992276?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:27:30 , udn , 桃園一名周姓男子前年7月為阻蔡姓男子進入租屋處，與對方發生推擠拉扯，事後挨告傷害，但他否認，辯稱這樣做是有原因的，而原因... , https://udn.com/news/story/7321/6992276?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:32:49 , udn , 私家車車頭驚見2個棺材模型 港女驚訝高呼：什麼玩法？網友批無知是工作 , https://udn.com/news/story/7335/6992270?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:32:59 , udn , 在車頭放置「棺材仔」原來有特別用意？近日網上流傳1段影片，一對男女拍攝停泊在路邊的1輛私家車，可見該車車頭位置放有兩個小型棺材模型，男女顯得十分驚訝，女子更高呼「車頭擺兩個棺材什麼玩法」。影片引起熱議，有網民批評「少見多怪加無知」、「好奇怪咩！升官發財都不認識」。 , https://udn.com/news/story/7335/6992270?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:37:20 , udn , 國泰貨運重塑品牌 為客戶帶來驚喜新方案 , https://udn.com/news/story/7241/6992272?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:37:30 , udn , 國泰航空宣布為其貨運業務重塑品牌，由「國泰航空貨運」（Cathay Pacific Cargo）改名為「國泰貨運」（Ca... , https://udn.com/news/story/7241/6992272?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:38:49 , udn , 住酒店召妓竟是妻子 怒夫一看正臉暴打後續更狂 2人下場糗大了 , https://udn.com/news/story/7335/6992239?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:38:59 , udn , 召妓對象竟是妻子，真的一言難盡。內地陝西省西安市張姓男子入住酒店時心癢難耐，半夜打電話「買春（召妓）」，沒想到叫來的「小姐」竟是自己妻子。張男隨即怒火中燒，暴打妻子。妻子慘叫聲驚動附近住客及工作人員，報警處理，最終2人被判行政拘留及罰款。 , https://udn.com/news/story/7335/6992239?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:41:50 , udn , 228遊台中LaLaport怕塞？中警：今提早展開疏導計畫 , https://udn.com/news/story/7266/6992303?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:41:51 , udn , 布林肯：台海不是內部事務 俄烏戰爭無關意識形態 , https://udn.com/news/story/6809/6992264?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:42:00 , udn , 台中三井LaLaport南館從開幕以來，人潮不斷，農曆年假期間，更造成周邊交通壅塞，228連假將至，台中市警局已在今天提... , https://udn.com/news/story/7266/6992303?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:42:21 , udn , 飆車族賣亂！ 清水警228連假大執法 居民加入通報 , https://udn.com/news/story/7320/6992302?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:42:31 , udn , 今年除夕夜，4輛車在台中市海線將馬路當成賽車場競速，噪音擾民，事後警方追查通知車主函送法辦。明天就是228連假，為防飆車... , https://udn.com/news/story/7320/6992302?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:42:51 , udn , 俄烏戰爭揭民主韌性 學者：切斷網路未必能使台灣投降 , https://udn.com/news/story/10930/6992279?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:43:02 , udn , 半島電視台以「俄國在烏克蘭的苦戰將幫助台灣還是傷害台灣？」為題發布專文。專文表示中、俄對民主社會有誤解，俄烏戰爭則揭示民... , https://udn.com/news/story/10930/6992279?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:43:22 , udn , 考慮擴大駐台兵員 美：與台防衛關係取決於北京威脅 , https://udn.com/news/story/6656/6992300?from=udn-ch1_breaknews-1-0-news
2023-02-24 09:43:32 , udn , 華爾街日報23日獨家報導，美國計畫在數月內擴大駐台兵員人數至百人，以應對中國大陸對台灣越來越大的威脅，白宮和五角大廈均不... , https://udn.com/news/story/6656/6992300?from=udn-ch1_breaknews-1-0-news
