2023-02-23 00:03:22 , udn , 會考生活英語／【科技篇】線上課程 , https://udn.com/news/story/6904/6973047?from=udn-ch1_breaknews-1-0-news
另一個觀察共軍活動的公開情報來源，是日本防衛省統合幕僚監部發布的新聞稿。從當中可以發現，中共軍機飛出島鏈次數明確下降，艦艇活躍程度不曾稍減，包括動用055大型驅逐艦，搭配俄羅斯海軍，繞行日本四島一周... , https://udn.com/news/story/10930/6988349?from=udn-ch1_breaknews-1-0-news
2023-02-23 07:39:22 , udn , 【專家之眼】俄烏戰爭周年：4個「如意算盤」的發展 , https://udn.com/news/story/122663/6989543?from=udn-ch1_breaknews-1-0-news
2023-02-23 07:39:22 , udn , 2022年2月24日普亭下令俄羅斯軍隊，從烏克蘭北方、東方及南方三路入侵烏國，俄烏戰爭爆發，迄今整整一年。 , https://udn.com/news/story/122663/6989543?from=udn-ch1_breaknews-1-0-news
2023-02-23 07:42:22 , udn , 星宇股價大跌！他買在頂樓「一天賠900萬」崩潰問：怎跟家人說？ , https://udn.com/news/story/7254/6988725?from=udn-ch1_breaknews-1-0-news
2023-02-23 07:42:23 , udn , 星宇航空股價連續6天飆漲後，22日股價走下神壇盤中再度走跌，在35元區間波動，收盤價39.3元，跌幅達16%。有投資人大賠11萬，也有人順利降落賺了近8萬，甚至有人自稱「一天賠了900萬，怎麼告訴家人？」，網友狠酸「才剛起飛馬上喊mayday、mayday，直接墜機」。 , https://udn.com/news/story/7254/6988725?from=udn-ch1_breaknews-1-0-news
2023-02-23 07:57:22 , udn , 美友台議員蓋拉格：中共如惡霸 團結對抗為上策 , https://udn.com/news/story/6656/6989548?from=udn-ch1_breaknews-1-0-news
2023-02-23 07:57:23 , udn , 美國聯邦眾議員蓋拉格投書華爾街日報，以欺凌弱小但內心怯弱形容中共，並說台灣是中國陰影籠罩下的民主明燈。面對北京霸凌，集結... , https://udn.com/news/story/6656/6989548?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:03:22 , udn , 流浪台灣燈會／淪政治角力、稀釋國際品牌形象 觀光局新解方能挽救嗎？ , https://udn.com/news/story/7266/6987757?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:03:22 , udn , 「台灣燈會流浪記」上演23個年頭，今年終於回到發源地台北市，只是燈會之所以流浪，源自前總統陳水扁包裝在「區域平衡」下的政治考量，年復一年讓地方首長將燈會收納為政績，稀釋台灣燈會的國際品牌形象。明年，台灣燈會又得「出走」，能否破除政治影響，觀光局的新解方將至關重要... , https://udn.com/news/story/7266/6987757?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:03:23 , udn , 照片看歷史／1965年金嗓歌后嫁印度反共友人 2人婚禮在台北舉行 , https://udn.com/news/story/7314/6986994?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:03:23 , udn , 1965年2月23日，印度亞盟代表拉瑪與歌星于璇的婚禮下午5時30分在台北市國賓大飯店12樓「陶然廳」舉行。中印緬文化協會理事長陶鎔、道安法師、樂觀法師三人，在此一中印姻緣中擔任證婚人；男主婚人由台大教授查良釗擔任，女方主婚人是新娘于璇的父親徐兆鵬。而這一對新人的緣分，其實是由當年亞洲人民反共聯盟總會的一場大會所促成。 , https://udn.com/news/story/7314/6986994?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:06:22 , udn , 學測成績今公布 上午9時網路、電話可查詢 , https://udn.com/news/story/123148/6988620?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:06:23 , udn , 112學年度學科能力測驗成績將於明天公布，上午9時起開放網路或電話語音查詢成績，報名資料有填手機號碼的考生，也會收到大考... , https://udn.com/news/story/123148/6988620?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:06:23 , udn , 健康來得及／長壽村飲食大揭密 想長壽快學會這4大共通點 , https://udn.com/news/story/6812/6978041?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:06:23 , udn , 對現代人而言，長命百歲已不是夢，但要活得健康，良好的飲食習慣尤其重要。根據統計，全球百歲以上人瑞特別集中在五個區域，包括日本沖繩、美國加州的洛馬林達市和義大利薩丁尼亞島等，最新研究分析了這些地區居民的飲食和生活習慣，發現飲食種類雖不盡相同，但至少有四大共通點。
【編按：《健康來得及》每周一篇帶您了解最新、最實用的養生趨勢，3月起將改至周日早上上架，歡迎舊雨新知持續追蹤。】 , https://udn.com/news/story/6812/6978041?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:12:22 , udn , 使用雙螢幕是標配嗎？釣鄉民揭「三螢幕」境界：真的剛剛好 , https://udn.com/news/story/122659/6987773?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:12:22 , udn , 一名網友在看動漫作品時，發現連劇中角色都使用「雙螢幕」，不禁讓他好奇是否已經很多人家裡已經在使用雙螢幕，引來許多網友留言討論，甚至還有不少網友表示已經邁入「三螢幕」的境界。 , https://udn.com/news/story/122659/6987773?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:15:21 , udn , 室內口罩解禁首重空品防護 北市將推「場域防疫設施」標示 , https://udn.com/news/story/7323/6989565?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:15:21 , udn , 後疫情時代，室內口罩令日前解禁，台北市環保局為提升室內空氣品質淨化防護，將推出「場域防疫設施」標示，鼓勵民間裝設UV-C... , https://udn.com/news/story/7323/6989565?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:18:22 , udn , 台美國安會談  美前官員：向北京表明堅定支持台灣 , https://udn.com/news/story/6813/6989549?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:18:23 , udn , 台美高層昨天舉行國安對談，前國務院官員王曉岷認為，這次對話對加強美台關係有重要意義，也向北京發出明確訊息，亦即美國對台支... , https://udn.com/news/story/6813/6989549?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:18:23 , udn , 112學年度學科能力測驗成績將於今天公布，上午9時起開放網路或電話語音查詢成績，報名資料有填手機號碼的考生，也會收到大考中心簡訊通知成績。 , https://udn.com/news/story/123148/6988620?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:18:24 , udn , 美元擴大漲勢 Fed會議紀錄官員主張確保通膨朝向2%目標 , https://udn.com/news/story/6811/6989557?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:18:25 , udn , 美元周三走強，聯準會（Fed）公布會議紀錄顯示，決策官員決心繼續升息來抑制持續的高通膨。 , https://udn.com/news/story/6811/6989557?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:18:25 , udn , 輝達財測佳！黃仁勳看好AI晶片需求 盤後股價飆逾8% , https://udn.com/news/story/6811/6989547?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:18:26 , udn , 晶片大廠輝達（Nvidia）公布上季財報略優於市場預期，本季展望良好，反映發展人工智慧（AI）處理器有助抵銷PC晶片需求... , https://udn.com/news/story/6811/6989547?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:24:21 , udn , 學測成績上午揭曉 5標及級分對照表同步公布 , https://udn.com/news/story/123148/6989566?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:24:22 , udn , 112學年度大學學科能力測驗（學測）成績今天上午公布，考生可用多元管道查詢。大考中心同步公布各科5標及級分對照表、各科人... , https://udn.com/news/story/123148/6989566?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:27:22 , udn , 法外交部：俄烏戰爭牽連印太 將增加與台合作 , https://udn.com/news/story/6809/6989572?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:27:22 , udn , 法國外交部發言人與亞洲與大洋洲部門主管在21日新聞簡報中回應中央社提問，表示俄烏戰爭牽連全球，印太是歐盟相當關注的地區，... , https://udn.com/news/story/6809/6989572?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:27:22 , udn , 圖表看時事／微風90萬客戶個資遭駭 放駭客論壇兜售 , https://udn.com/news/story/6904/6989568?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:27:23 , udn , 微風集團資料庫驚傳遭駭，九十萬名會員的個資、發票、訂單與供應商資料全被放上駭客論壇兜售。微風表示接到勒索信，但強調已報警，內部資安團隊也已完成軟體以及作業系統安全性更新，但可能外洩的個資，只能提醒會員 , https://udn.com/news/story/6904/6989568?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:27:23 , udn , 112學測成績今公布　上午九時查詢成績看這裡 , https://udn.com/news/story/6925/6989574?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:27:23 , udn , 112升大學學科能力測驗一月中旬落幕並於今日（2/23）公布成績、寄發成績單。大考中心表示，今天上午提供手機簡訊通知成績... , https://udn.com/news/story/6925/6989574?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:27:24 , udn , 2/23【早晨財經速解讀】Fed會議紀要再放鷹!警告美股估值過高 通膨下不來!台失業率3.5%創22年新低! , https://udn.com/news/story/7251/6989570?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:27:24 , udn , 美國股市周三反彈乏力，標普500指數連續四個交易日收低，聯準會（Fed）2月決策會議紀錄顯示官員決心繼續升息以遏制通膨，但對利率政策並無意外指引，投資人保持審慎。 , https://udn.com/news/story/7251/6989570?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:30:21 , udn , 預算增至500萬 台南公寓大廈修繕補助增外牆、昇降設備等6項 , https://udn.com/news/story/7241/6989578?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:30:21 , udn , 台南市112年度公寓大廈共用部分維護修繕補助，自3月1日至4月30日止受理申請；今年總預算提高至500萬元，補助額度為總... , https://udn.com/news/story/7241/6989578?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:30:22 , udn , 華郵：美眾院中國委員會主席密訪台會見蔡總統 , https://udn.com/news/story/6813/6989571?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:30:22 , udn , 華郵今天獨家報導，擔任眾議院新成立的「中國問題特別委員會」主席蓋拉格週末密訪台灣4天，期間晉見總統蔡英文。他也透露，眾院... , https://udn.com/news/story/6813/6989571?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:30:24 , udn , 飯店業缺工3成 雲品盛治仁：加薪也招不滿人力 , https://udn.com/news/story/7238/6989561?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:30:24 , udn , 見到某董事長穿著拖鞋短褲，走到飯店走廊裝飲用水，這景象在雲品飯店已是見怪不怪。雲朗觀光集團總經理盛治仁5年前推出環保新招... , https://udn.com/news/story/7238/6989561?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:33:22 , udn , 白宮還沒毀台 台灣的「戰爭狂想」早就準備毀台 , https://udn.com/news/story/6656/6989441?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:33:22 , udn , 美國傳出白宮毀台論後，各方論辯爭偽，但從美方施壓台灣延長役男兵役役期，要求台灣加強後備部隊戰力，要台灣大量採購戰防雷，這些都顯示美國要將台灣作為台海戰事決戰戰場，用城鎮戰拖垮中共，台灣過去主張的境外決戰，現在只不過是用來逐次消耗共軍的手段，而不是戰略目標，爭辯白宮到底有沒有毀台，意義不大，因為毀台早就開始籌備了。 , https://udn.com/news/story/6656/6989441?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:33:22 , udn , 玉鐲擋災、貔貅招財...開運小物真能開運？老師喊先做這事 , https://udn.com/news/story/7268/6975011?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:33:23 , udn , 開運小物其實範疇很廣，有各式各樣的開運小物，有玉、水晶、珍珠、硃砂、鹽燈等等，這些是比較常見的開運物品，那其中最常見的開運小物是什麼？其實是阿嬤的「玉鐲子」，以前都會說是嫁妝，或是特別留給小孩的。那玉鐲真的有用嗎？ , https://udn.com/news/story/7268/6975011?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:33:26 , udn , 地表最強通腸劑「早餐店大冰奶」！ 腸胃科醫師證實真能解便 , https://udn.com/news/story/120912/6986999?from=udn-catehotnews_ch2
2023-02-23 08:39:22 , udn , 紐時：台積電美國擴廠成本高 員工疑慮漸增 , https://udn.com/news/story/7240/6989541?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:39:22 , udn , 台積電擴大投資美國亞利桑那州新廠，預定明年投產。紐約時報訪問11名員工後報導，許多員工擔心台積電可能偏離研發重心，台美潛... , https://udn.com/news/story/7240/6989541?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:42:21 , udn , 地方首長拚績效 李秉穎：最快3月推動「每年打一次」 , https://udn.com/news/story/120940/6989596?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:42:22 , udn , 中央流行疫情指揮中心已定調未來新冠疫苗每年至少打一劑，衛生福利部預防接種諮詢委員會(ACIP)召集人李秉穎今上午透露，疾... , https://udn.com/news/story/120940/6989596?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:42:22 , udn , 美股多收黑 分析師：台股輪動等待權值股表態 , https://udn.com/news/story/7251/6989589?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:42:23 , udn , 美聯準會（Fed）持續升息抑制通膨陰霾不散，美股走勢震盪僅那斯達克收小紅。分析師認為，升息、戰爭、消庫存等不確定因素持續... , https://udn.com/news/story/7251/6989589?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:45:22 , udn , 地方首長拚績效 李秉穎：最快3月推動「每年打一劑」 , https://udn.com/news/story/120940/6989596?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:45:23 , udn , 防假僧道歛財 大陸全體宗教人員信息全部上網供「登記查核」 , https://udn.com/news/story/7332/6989579?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:45:23 , udn , 中共中央統戰部長石泰峰上任後推出新政，將大陸全國宗教人員信息全部上線，稱此舉是為保障公眾知情權、維護社會公共利益。 , https://udn.com/news/story/7332/6989579?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:48:22 , udn , LINE群飆股保證獲利 婦心動匯34萬警銀聯手阻詐 , https://udn.com/news/story/7320/6989601?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:48:23 , udn , 台中市廖姓婦人去年10月加入股票投資LINE群組，群組內不斷張貼獲利截圖、老師帶牌等吸睛手法，婦人觀望許久認為老師不會騙... , https://udn.com/news/story/7320/6989601?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:48:23 , udn , 杜拜女網／對頭號種子連拿9局！詹家姊妹勇闖4強 , https://udn.com/news/story/7005/6989602?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:48:23 , udn , 我國女網好手詹皓晴，上月澳網8強遭美國組合皮古拉（Jessica Pegula）／高芙（Coco Gauff）擊落，相隔... , https://udn.com/news/story/7005/6989602?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:48:24 , udn , 地方首長拚績效 李秉穎：最快下周開始推「每年打一次」 , https://udn.com/news/story/120940/6989596?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:54:22 , udn , 3月份生命靈數：5號人充滿好運 7號人桃花運勢看漲 , https://udn.com/news/story/7268/6988107?from=udn-ch1_breaknews-1-0-news
2023-02-23 08:54:22 , udn , 引用七數指引作為三月的開端：
RAINBOW FLUORITE／以彩虹螢石淨化過往的創傷
把那些混亂與失序的過往，留在過去，如同暴雨之後的晴朗清明，
活往明天，而非昨日的片段裡。 , https://udn.com/news/story/7268/6988107?from=udn-ch1_breaknews-1-0-news
2023-02-23 09:03:21 , udn , 嘉義水情燈號下月轉黃燈 抗旱盤點...滯洪池只有這處可供灌 , https://udn.com/news/story/7326/6989616?from=udn-ch1_breaknews-1-0-news
2023-02-23 09:03:21 , udn , 久旱不雨，嘉義民生及工業用水來源仁義潭、蘭潭，蓄水量跌破4成，經濟部水利署下月1日起將水情燈號從綠燈轉為減壓供水黃燈，因... , https://udn.com/news/story/7326/6989616?from=udn-ch1_breaknews-1-0-news
2023-02-23 09:03:23 , udn , 玉鐲擋災、貔貅招財...買開運小物想開運？老師喊先做這事 , https://udn.com/news/story/7268/6975011?from=udn-ch1_breaknews-1-0-news
2023-02-23 09:06:22 , udn , 才承諾不再大幅裁員 華郵指Meta準備再砍數千人 , https://udn.com/news/story/6813/6989606?from=udn-ch1_breaknews-1-0-news
2023-02-23 09:06:22 , udn , 華盛頓郵報報導，Meta正在為新一輪裁員做準備，涵蓋全球各個部門，將影響數千名員工。 , https://udn.com/news/story/6813/6989606?from=udn-ch1_breaknews-1-0-news
2023-02-23 09:09:21 , udn , 財富自由好難…大學畢業生當理財YouTuber 努力三年瞎迎悲慘結局 , https://udn.com/news/story/121591/6988252?from=udn-ch1_breaknews-1-0-news
2023-02-23 09:09:22 , udn , 我們偶爾會看到一些大學畢業生，他們找不到合適的工作，但會說他們要當理財YouTuber，想要財富自由，提早退休。他們對金錢很感興趣，但… , https://udn.com/news/story/121591/6988252?from=udn-ch1_breaknews-1-0-news
2023-02-23 09:09:22 , udn , 籲四接讓基隆人公投 邱臣遠：台電可與中油共用接收站 , https://udn.com/news/story/6656/6989622?from=udn-ch1_breaknews-1-0-news
2023-02-23 09:09:23 , udn , 推動四接拒填海造陸公投連署案被內政部打回票後，「基隆護海公投」昨宣布原案修正續推。民眾黨立委邱臣遠今天提出三點訴求，要求... , https://udn.com/news/story/6656/6989622?from=udn-ch1_breaknews-1-0-news
2023-02-23 09:09:23 , udn , 還在過年？安平警攔車查獲「賀新年」、「財神到」毒咖啡包 , https://udn.com/news/story/7315/6989621?from=udn-ch1_breaknews-1-0-news
2023-02-23 09:09:23 , udn , 37歲龔姓男子昨晚駕駛轎車行經台南市安平永華路，因形跡可疑，員警攔停盤查，查獲以「財神到」紅包袋外包裝偽裝的毒品咖啡包9... , https://udn.com/news/story/7315/6989621?from=udn-ch1_breaknews-1-0-news
2023-02-23 09:12:23 , udn , 3月1日起「疫苗＋1」開跑 縣市首長拼績效 , https://udn.com/news/story/120940/6989596?from=udn-ch1_breaknews-1-0-news
2023-02-23 09:12:24 , udn , 衛生福利部預防接種諮詢委員會(ACIP)召集人李秉穎今上午透露，疾病管制署3月1日會發起「疫苗+1」運動，為期2個月，藉此在短時間內加強宣導，主要希望沒打過的人趕緊出來接種，與前劑間隔滿3個月者也要至少再打一劑。希望看看哪個縣市首長有辦法… , https://udn.com/news/story/120940/6989596?from=udn-ch1_breaknews-1-0-news
