2023-05-17 00:06:15 , udn , 柯文哲：侯友宜出線會很痛苦 「從來不知他想幹什麼」 , https://udn.com/news/story/6656/7169991?from=udn-ch1_breaknews-1-0-news
2023-05-17 06:00:35 , udn , 法國第一夫人碧姬．馬克宏的姪孫托涅昨晚遭人鎖定攻擊，不分黨派皆嚴厲譴責暴力行動。日前也有一位市長家中遭惡意縱火，如何遏制... , https://udn.com/news/story/6809/7170189?from=udn-ch1_breaknews-1-0-news
2023-05-17 06:12:27 , udn , 美眾院外委會通過挺台法案 指聯大2758決議不涉台 , https://udn.com/news/story/6656/7170194?from=udn-ch1_breaknews-1-0-news
2023-05-17 06:12:37 , udn , 美國眾議院外委會今天通過「台灣國際團結法案」，將對抗中國試圖在國際組織扭曲關乎台灣事宜的行徑。法案強調，聯大2758號決... , https://udn.com/news/story/6656/7170194?from=udn-ch1_breaknews-1-0-news
2023-05-17 06:21:24 , udn , 【總編開箱】藍營的焦慮 就怕扛轎者不願讓坐轎者下轎 , https://udn.com/news/story/123307/7170140?from=udn-ch1_breaknews-1-0-news
2023-05-17 06:21:34 , udn , 國民黨預計17日徵召新北市長侯友宜參選2024年總統，鴻海集團創辦人郭台銘努力1個月卻未能代表藍軍出征，難免失落。郭董既已多次表達「只有團結才有機會勝選」，16日又臨時喊卡造勢記者會，顯然極力不讓4年前初選分裂狀況發生，但藍營焦慮恐怕並未完全解除，深怕扛轎者不願讓坐轎者下轎，再添紛擾。 , https://udn.com/news/story/123307/7170140?from=udn-ch1_breaknews-1-0-news
2023-05-17 06:21:55 , udn , 哪些國家閱讀素養在前10？台灣排名升 數字有隱憂 , https://udn.com/news/story/7314/7170118?from=udn-ch1_breaknews-1-0-news
2023-05-17 06:22:06 , udn , 聯合報每天推出「圖解新聞」，希望藉由圖像設計幫助讀者理解生硬內容。這次的圖表帶你看2021國際閱讀素養調查的台灣排名。 , https://udn.com/news/story/7314/7170118?from=udn-ch1_breaknews-1-0-news
2023-05-17 06:23:28 , udn , 市場觀望債限談判 美股收低、道瓊下挫336點跌破均線 , https://udn.com/news/story/6811/7170192?from=udn-ch1_breaknews-1-0-news
2023-05-17 06:23:38 , udn , 投資人消化了家得寶(Home Depot)黯淡的財測，美股收跌。華爾街也將注意力轉向國會領導人與拜登總統就美國債務上限舉... , https://udn.com/news/story/6811/7170192?from=udn-ch1_breaknews-1-0-news
2023-05-17 06:24:25 , udn , OpenAI執行長美國會聽證 警告AI不安全應制定規範 , https://udn.com/news/story/6813/7170201?from=udn-ch1_breaknews-1-0-news
2023-05-17 06:24:36 , udn , 美國國會正就監管AI尋求共識，OpenAI執行長阿特曼今日首次赴國會聽證，面對議員提出有關AI影響選舉、就業和過度集中於... , https://udn.com/news/story/6813/7170201?from=udn-ch1_breaknews-1-0-news
2023-05-17 06:36:27 , udn , 游錫堃：台灣非終極目標 中共欲成世界帝國 , https://udn.com/news/story/6656/7170216?from=udn-ch1_breaknews-1-0-news
2023-05-17 06:36:37 , udn , 立法院長游錫堃今天赴華府智庫發表演說，他表示，台灣非中共終極目標，東升西降、成為世界帝國才是，而台灣只是北京前進的踏腳石... , https://udn.com/news/story/6656/7170216?from=udn-ch1_breaknews-1-0-news
2023-05-17 06:39:27 , udn , 郭台銘若未出線 國民黨能給「他想要的東西」嗎 , https://udn.com/news/story/6656/7170138?from=udn-ch1_breaknews-1-0-news
2023-05-17 06:39:38 , udn , 國民黨2024徵召人選今將揭曉，鴻海創辦人郭台銘大動作爭取國民黨總統提名，不過昨天國民黨立委陳玉珍原定舉行挺郭記者會喊卡，聯電榮譽副董事長宣明智宴請中常委的餐敘也臨時取消，今（17）天下午國民黨中常會提名人選，徵召侯友宜若「大勢底定」，郭台銘的下一步可能會是什麼？藍營人士擔心郭台銘會與國民黨「貌合神離」，最怕與民眾黨主席柯文哲「眉來眼去」，至於擔任侯友宜副手的可能性「非常低」。 , https://udn.com/news/story/6656/7170138?from=udn-ch1_breaknews-1-0-news
2023-05-17 07:00:32 , udn , 游錫堃：民主國家共同關切台海 就能嚇阻中共確保和平 , https://udn.com/news/story/6656/7170245?from=udn-ch1_breaknews-1-0-news
2023-05-17 07:00:43 , udn , 立法院長游錫堃16日在華府保守派智庫哈德遜研究所演說，他提到，台灣不是中共的終極目的，只是前進的踏板；美國、日本、南韓和... , https://udn.com/news/story/6656/7170245?from=udn-ch1_breaknews-1-0-news
2023-05-17 07:27:17 , udn , 中職／羅力條款成功行使 也該向伍鐸、勇壯致敬 , https://udn.com/news/story/122629/7169802?from=udn-ch1_breaknews-1-0-news
2023-05-17 07:27:27 , udn , 2022年球季是富邦悍將球迷難忘的一年，從義大時期就待在陣中的洋投羅力，因球團極力爭取「羅力條款」成真，他好不容易湊滿年資，將可取得本土球員資格。只是出乎意料地在取得資格的前5日，他突然決定宣告退休並 , https://udn.com/news/story/122629/7169802?from=udn-ch1_breaknews-1-0-news
2023-05-17 07:27:48 , udn , 到球場賭球？  大聯盟微妙又危險的跨界合作 , https://udn.com/news/story/122629/7169471?from=udn-ch1_breaknews-1-0-news
2023-05-17 07:27:59 , udn , 去年四月，科羅拉多洛磯隊的全明星外野手布萊克曼（Charlie Blackmon）與運動博奕公司MaximBet簽下代言合約，成為史上第一位為運動博奕公司代言的大聯盟球員。布萊克曼幫MaximBet拍 , https://udn.com/news/story/122629/7169471?from=udn-ch1_breaknews-1-0-news
2023-05-17 07:28:19 , udn , 軍旅回憶殺／牙膏蓋裝水沖馬桶、棉被折豆干 給我百萬也不願再陸官入伍 , https://udn.com/news/story/10930/7168460?from=udn-ch1_breaknews-1-0-news
2023-05-17 07:28:30 , udn , 民國80年在中正預校陸軍官校入伍的C先生，回憶那看來不長的十周，但在不論體能上的操練，或心境上的磨練，卻都成了一生帶著千金不換的回憶。期間經歷半蹲三溫暖、全連因有人馬桶沒沖乾淨被班長要求輪流拿牙膏蓋裝水沖、筷子夾豌豆、班長請喝「舒跑」、半蹲三溫暖，種種不合理甚至無人性的磨練，卻在結訓時因為連長的一席話，讓他有的對軍事訓練、戰場、戰爭有了新體悟。 , https://udn.com/news/story/10930/7168460?from=udn-ch1_breaknews-1-0-news
2023-05-17 07:42:25 , udn , 今暖熱如夏 吳德榮：明天及下周一迎第三波、第四波梅雨鋒面 , https://udn.com/news/story/7266/7170259?from=udn-ch1_breaknews-1-0-news
2023-05-17 07:42:36 , udn , 今天還是熱，各地白天逾33度，中央大學大氣科學系兼任副教授吳德榮今天指出，今天白天各地在33度以上，暖熱如夏，但梅雨鋒面... , https://udn.com/news/story/7266/7170259?from=udn-ch1_breaknews-1-0-news
2023-05-17 07:50:30 , udn , 美股道瓊收跌1% 尾盤加速下跌 憂債限談判僵局 , https://udn.com/news/story/6811/7170250?from=udn-ch1_breaknews-1-0-news
2023-05-17 07:50:40 , udn , 美股三大指數周二（16日）收黑，而且在尾盤賣壓出籠，此前，居家修繕零售業者家得寶（Home Depot）財測令人失望，且... , https://udn.com/news/story/6811/7170250?from=udn-ch1_breaknews-1-0-news
2023-05-17 07:57:39 , udn , 美眾院外委會通過法案 指聯大2758號決議無涉台灣 , https://udn.com/news/story/6656/7170263?from=udn-ch1_breaknews-1-0-news
2023-05-17 07:57:49 , udn , 美國聯邦眾議院外交委員會16日審查法案，透過口頭表決無異議通過台北法修正案，要求美國國務卿反對中國大陸在國際組織推動解決... , https://udn.com/news/story/6656/7170263?from=udn-ch1_breaknews-1-0-news
2023-05-17 07:58:10 , udn , 兒童手機成癮／砸爛手機也沒用 從地獄回來的家長：孩子其實不想耍廢 , https://udn.com/news/story/6885/7169005?from=udn-ch1_breaknews-1-0-news
2023-05-17 07:58:20 , udn , 3C時代孩子沉迷網路成了家長的教養大難題，日前某國小四年級雙胞胎兄弟，不滿父親制止玩手機用酒精噴眼家暴，震驚社會。據統計，有五成的家庭常因手機起衝突，有父母因兒子玩手機，氣得要斷絕關係，也有爸媽為此摔壞四支手機，這些手機成癮的孩子，真的是越管越糟嗎？本報數位版記者訪談五名從「地獄」回來的家長，劉小姐說，其實孩子也不希望一直耍廢，家長換個方式關心，就能創造雙贏… , https://udn.com/news/story/6885/7169005?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:03:41 , udn , 宜蘭縣三星鄉長李志鏞涉貪 檢方聲押 , https://udn.com/news/story/7321/7170254?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:03:51 , udn , 宜蘭檢方表示，三星鄉長李志鏞涉犯貪污治罪條例，經偵訊後今天凌晨已向法院聲請羈押 , https://udn.com/news/story/7321/7170254?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:04:12 , udn , 【專家之眼】蔡政府一事無成又一樁：專耍台灣人 , https://udn.com/news/story/6656/7170267?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:04:23 , udn , 五月初經貿辦總談判代表鄧振中赴美時，藉機與美國副貿易代表畢昂奇見個面，包含蔡英文總統、外交部吳釗燮部長與鄧振中本人等，均... , https://udn.com/news/story/6656/7170267?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:17:29 , udn , 台積電ADR小幅收漲 日月光、聯電平盤作收 , https://udn.com/news/story/6811/7170261?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:17:39 , udn , 儘管美股周二（16日）收跌，但台股ADR終場守住在平盤附近，台積電ADR盤中一度勁揚1%，但稍後隨美股轉弱而收斂漲幅，收... , https://udn.com/news/story/6811/7170261?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:21:28 , udn , 體育署輔導選手轉戰當工程師 專家提一關鍵轟「騙局」 , https://udn.com/news/story/6898/7170273?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:21:39 , udn , 教育部體育署、高雄大學昨共同召開記者會，將聯手日月光等科技廠培養績優運動選手從事半導體產業的第二專長，宣稱是要幫選手轉換... , https://udn.com/news/story/6898/7170273?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:30:36 , udn , 日本暴走族沒落 舊車會崛起 一樣有擾民問題 , https://udn.com/news/story/6812/7169707?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:30:46 , udn , 2020年日本騎乘改裝機車的「舊車會」人數，幾乎追上沒落的暴走族。有人說，舊車會是昔日暴走族變大叔的團體，這個定義是對，也不對。1970年日本有逾千個暴走族團體，青年男女、甚至未成年人，騎數十台改裝重機在幹道、快速道路，肩併肩低速蛇行，能「奏樂」的爆音排氣管與大分貝的音樂，對一般市民帶來困擾，成社會治安問題。 , https://udn.com/news/story/6812/7169707?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:31:07 , udn , 照片看歷史／「短跑女王」王惠珍1993年東亞運摘金 用1捲錄音帶克服心魔 , https://udn.com/news/story/7314/7168504?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:31:17 , udn , 1993年5月17日 「短跑女王」王惠珍在中國大陸強敵夾攻下，依然一馬當先，為中華田徑隊贏得第一面金牌。王惠珍的成績11秒38，雖不及11秒29的個人紀錄，但是在調整期中所跑出，且擊敗前一年亞洲最快的中國大陸女將蕭業華、高寒，意義和價值更高。 ... , https://udn.com/news/story/7314/7168504?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:31:38 , udn , 丁學文專欄／印度能否接棒中國大陸 成為新世界工廠？ , https://udn.com/news/story/7238/7168708?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:31:49 , udn , 4月19日，聯合國正式發表印度人口數量會在今年6月超過中國，不過短短五天後立刻改口印度在4月底就成功超越了中國成為全球人口最多的國家。

也是4月底，美國知名的產業顧問公司A.T. Kearney已經編撰十年的「美國製造業回流指數」（US Reshoring Index）顯示，美國2021年從亞洲14個低成本國家與地區進口的製造業商品中，中國與香港的比率從前一年的53.5％下降到50.7％。報告指出許多跨國企業因為智慧財產、關稅、地緣政治緊張和供應鏈韌性等考慮，決定將生產線逐步移出中國。其中Apple與三星電子等3C電子企業已經開始擴大在越南、印度的生產，傳統的服裝和紡織業也呈現一樣的趨勢。 , https://udn.com/news/story/7238/7168708?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:32:09 , udn , 現代•愛｜揭開一樁陰暗的家庭祕密 , https://udn.com/news/story/7272/7167910?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:32:20 , udn , Modern Love是紐約時報專欄，也譯作「摩登情愛」，由讀者投稿，講述與愛相關的故事，包括親子、手足、男女、朋友之間的各種愛。專欄部分篇章已改編為影集，在亞馬遜Prime Video播出。本報取得紐時授權，隔周精選一篇刊出。
【精彩劇透】爸爸告訴我，他有個我從來不知道的弟弟。這個弟弟出生時身體畸型、智力嚴重受損，他在家裡住到5歲，奶奶才把他送去教養院。我決定把藏身暗處的這個叔叔找出來… , https://udn.com/news/story/7272/7167910?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:48:27 , udn , 要變天了！明起鋒面靠近天氣不穩定  山區留意雷陣雨 , https://udn.com/news/story/7266/7170290?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:48:38 , udn , 要變天了。天氣風險公司天氣分析師林孝儒今天指出，明起梅雨鋒面靠近，天氣不穩定，去山區要留意雷陣雨，且東南部有發生焚風機會... , https://udn.com/news/story/7266/7170290?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:48:58 , udn , 生成式AI進入戰國時代 台智雲：客戶最在意安全跟價格 , https://udn.com/news/story/7240/7170285?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:49:09 , udn , ChatGPT分不清施崇棠、施宣輝兩人？近期台灣科技業者嘗試問ChatGPT：「宏碁施振榮的兒子是誰？」以及「施崇棠的貢... , https://udn.com/news/story/7240/7170285?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:57:25 , udn , 圖表看時事／國際閱讀素養排名台灣名次前進 仍藏2隱憂 , https://udn.com/news/story/6904/7170292?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:57:35 , udn , 教育部昨與國際同步發布二○二一年國際閱讀素養調查（ＰＩＲＬＳ）結果，台灣學生整體表現成績平均五四四分，在全球四十四個國家／地區，與瑞典並列第七，雖較去年前進一名，是史上最好，但成績也較前次略降十五分， , https://udn.com/news/story/6904/7170292?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:57:56 , udn , 警員一個小動作 意外促成分離20年父女相認 , https://udn.com/news/story/7321/7170299?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:58:07 , udn , 嘉義市八掌派出所警員日前執行巡邏勤務時發現路旁有名男子停等紅綠燈時車燈不亮，2員上前關心，順手查詢資料，沒想到卻意外促成... , https://udn.com/news/story/7321/7170299?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:58:27 , udn , 在生日當天拿下世界冠軍 陳耀訓：評審覺得我們這一隊怎麼這麼忙 , https://udn.com/news/story/121484/7168604?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:58:38 , udn , 屋漏偏逢連夜雨，此時又發現主辦單位寄送來的法國麵粉與比賽簡章上指定的完全不一樣。這款麵粉台灣沒有，我們從未使用過。 , https://udn.com/news/story/121484/7168604?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:58:59 , udn , 紐時賞析／俄烏戰爭讓歐洲「和平紅利」沒了 領袖權衡艱難 , https://udn.com/news/story/6904/7162171?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:59:09 , udn , In the 30 years since the Iron Curtain came crashing down, t... , https://udn.com/news/story/6904/7162171?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:59:30 , udn , 親兄弟明算帳！「這些星座」爭遺產衝第一？三星座會選擇放棄 , https://udn.com/news/story/7268/7158482?from=udn-ch1_breaknews-1-0-news
2023-05-17 08:59:40 , udn , 常言道「親情濃於水」，但面對金錢糾葛，親情往往也受到考驗。當長輩留下遺產，不同星座會有什麼反應？有人金錢至上，可能會為了爭遺產而兄弟反目，親人從此不再往來，也有人平常不重視金錢，但卻為某些「原則」絕對爭到底？不同星座對錢的底線到底在哪裡？快來看看。 , https://udn.com/news/story/7268/7158482?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:00:01 , udn , Uber Eats「週三瘋生鮮」家樂福、全聯、優市食材6折起 , https://udn.com/news/story/7270/7170294?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:00:12 , udn , 不只美食外送，外食變貴、注重飲食健康的潮流也讓許多民眾習慣外送生鮮雜貨，看準疫後消費習慣延續，Uber Eats宣布即日... , https://udn.com/news/story/7270/7170294?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:03:34 , udn , 基隆基金三路天橋22日起4天拆除 建無障礙路口注意交管 , https://udn.com/news/story/7328/7170305?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:03:44 , udn , 基隆市安樂區基金三路及武聖街口前人行陸橋，使用率極低，市府評估因占據人行道上阻礙行人通行，為建構無障礙路口自5月22日起... , https://udn.com/news/story/7328/7170305?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:04:05 , udn , 不友善行人頻傳 視障美籍教師寸步難行最怕遇到這些狀況 , https://udn.com/news/story/7326/7170303?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:04:15 , udn , 台灣遭國外媒體譏諷「行人地獄」，民間疾呼改善，政府積極改善人行道，但對視障朋友行走仍困難重重；愛盲基金會指導教師帶領來台... , https://udn.com/news/story/7326/7170303?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:06:35 , udn , 孔劉代言「本粥」終於登台！22款韓式粥品　甜鹹都有 , https://udn.com/news/story/7270/7170307?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:06:45 , udn , 由孔劉代言的韓國連鎖粥品「本粥Bonjuk」終於來台灣了！台灣首間門市座落於台北華山文創園區旁，並且提供鮑魚粥、牛肉香菇... , https://udn.com/news/story/7270/7170307?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:07:06 , udn , 00878總報酬非最優卻成超紅ETF？ 他：比起結果有人更重視過程 , https://udn.com/news/story/123006/7170293?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:07:17 , udn , 喜歡投資高股息低波動之類的人，大概率更重視過程，也就是俗稱的持股體驗。 , https://udn.com/news/story/123006/7170293?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:12:14 , udn , 美債務上限談判  麥卡錫說有望本周末前達成協議 , https://udn.com/news/story/6813/7170291?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:12:24 , udn , 美國總統拜登和國會領導人周二（16日）都表示，看好民主黨和共和黨雙方有可能在近幾天內就提高債務上限達成協議，儘管眾議院議... , https://udn.com/news/story/6813/7170291?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:12:35 , udn , 特斯拉股東會  馬斯克：經濟環境12個月後好轉 , https://udn.com/news/story/6811/7170283?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:12:45 , udn , 特斯拉今天舉行股東大會，執行長馬斯克承諾今年稍晚將交付電動皮卡車Cybertruck。他預估經濟環境12個月後將會好轉，... , https://udn.com/news/story/6811/7170283?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:15:35 , udn , 5/17【早晨財經速解讀】1股都不剩!巴菲特全數出清台積電 四大投行反抄底? , https://udn.com/news/story/7251/7170312?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:15:45 , udn , 最新申報文件顯示，股神巴菲特旗下波克夏首季出清台積電（2330）美國存託憑證（ADR）持股，同期間麥格理、富達、老虎環球基金和有「虎崽」基金Coatue在內的大型投資公司則大買台積電，與股神對作。 , https://udn.com/news/story/7251/7170312?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:16:06 , udn , 事情做一半總逃跑！「虎頭蛇尾」三星座 雙子只排第三？ , https://udn.com/news/story/7268/7162834?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:16:17 , udn , 有些人做事很有毅力，說到做到，有些人做事卻很容易半途而廢，三分鐘熱度，或是遇到難題就放棄。命理網站旺好運分享「這些星座做事情就是很虎頭蛇尾」？」，快看看都有哪些星座上榜。 , https://udn.com/news/story/7268/7162834?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:27:36 , udn , 陸推新能源汽車下鄉 充電樁全覆蓋、信貸與消費券補貼 , https://udn.com/news/story/7333/7170333?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:27:47 , udn , 大陸的國家發展改革委、及國家能源局上午聯袂 發布《關於加快推進充電基礎設施建設更好支持新能源汽車下鄉和鄉村振興的實施意見... , https://udn.com/news/story/7333/7170333?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:28:07 , udn , 台開6月改選練台生醞釀大反攻 欲解任邱于芸、擋私有化 , https://udn.com/news/story/7238/7169332?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:28:18 , udn , 日前因花蓮新天堂樂園「爛尾樓」事件，被泰山經營權戰火燒到的台開公司，今年6月下旬的股東常會也將全面改選7席董事，並同樣面臨市場派挑戰。台開大股東、年代電視及錢櫃董事長練台生，已提名2獨董2普董，除宣示要搶過半席次，練自己也披掛上陣成為候選人，欲親征力阻公司派所提的停止公開發行案，還欲提案解任董事長邱于芸。 , https://udn.com/news/story/7238/7169332?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:28:38 , udn , 蛋黃酥熱潮推手陳耀訓 談那些年「醉生夢死」的校園生活 , https://udn.com/news/story/121484/7168554?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:28:49 , udn , 這種有點「醉生夢死」的校園生活，過了幾週後，我實在有點受不了。對於前途茫茫然，對於休學心裡仍是蠢蠢欲動。心想與其這樣，不如早點投入職場，更實際一點還可以賺錢。 , https://udn.com/news/story/121484/7168554?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:30:37 , udn , 美日歐晶片政策比一比 最大挑戰是時間與人才 , https://udn.com/news/story/6811/7170286?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:30:47 , udn , 來自美國、歐盟、日本的科技產業官員今天齊聚比利時一場半導體論壇，分享各自晶片法案的特點與挑戰。美國可謂包山包海，歐盟谷底... , https://udn.com/news/story/6811/7170286?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:31:08 , udn , 國民黨確定徵召侯友宜 秦慧珠搶先恭賀侯與感謝郭台銘 , https://udn.com/news/story/6656/7170346?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:31:18 , udn , 國民黨將在今天下午召開中常會，外界普遍認為國民黨2024總統參選人，就是人氣十足的新北市長侯友宜。藍營北市議員秦慧今早已... , https://udn.com/news/story/6656/7170346?from=udn-ch1_breaknews-1-0-news
2023-05-17 09:31:39 , udn , 雲價格戰打響！阿里雲之後 騰訊雲降40%移動雲降60% , https://udn.com/news/story/7333/7170342?from=udn-ch1_breaknews-1-0-news
